time_s_	ZT	GammaT	P_C17_bar_	U_P_C17_bar_	TT_TCJ11_celsius_	U_TT_TCJ11_celsius_	P_1_EMPTY_bar_	P_2_EMPTY_bar_	P_A40_bar_	P_4_EMPTY_bar_	P_5_EMPTY_bar_	P_6_EMPTY_bar_	P_P35_bar_	P_R21_bar_	P_Q21_bar_	P_D14_bar_	P_T14_bar_	P_S14_bar_	P_F10_bar_	P_G7_bar_	P_H7_bar_	P_I7_bar_	U_P_1_EMPTY_bar_	U_P_2_EMPTY_bar_	U_P_A40_bar_	U_P_4_EMPTY_bar_	U_P_5_EMPTY_bar_	U_P_6_EMPTY_bar_	U_P_P35_bar_	U_P_R21_bar_	U_P_Q21_bar_	U_P_D14_bar_	U_P_T14_bar_	U_P_S14_bar_	U_P_F10_bar_	U_P_G7_bar_	U_P_H7_bar_	U_P_I7_bar_	Pratio_1_EMPTY	Pratio_2_EMPTY	Pratio_A40	Pratio_4_EMPTY	Pratio_5_EMPTY	Pratio_6_EMPTY	Pratio_P35	Pratio_R21	Pratio_Q21	Pratio_D14	Pratio_T14	Pratio_S14	Pratio_F10	Pratio_G7	Pratio_H7	Pratio_I7	U_Pratio_1_EMPTY	U_Pratio_2_EMPTY	U_Pratio_A40	U_Pratio_4_EMPTY	U_Pratio_5_EMPTY	U_Pratio_6_EMPTY	U_Pratio_P35	U_Pratio_R21	U_Pratio_Q21	U_Pratio_D14	U_Pratio_T14	U_Pratio_S14	U_Pratio_F10	U_Pratio_G7	U_Pratio_H7	U_Pratio_I7
0	0.997209956668252	1.01036935256929	0.136702	0.011623	231.347626	1.141521	0	0	0.136936	0	0	0	0.140769	0.138058	0.133996	0.136772	0.136117	0.136779	0.137057	0.137034	0.136948	0.136749	0	0	0.044672	0	0	0	0.077722	0.016004	0.029829	0.00959	0.017064	0.014309	0.020377	0.007816	0.019897	0.007069	0	0	1.00171175257129	0	0	0	1.02975084490351	1.00991938669515	0.980205117701277	1.000512062735	0.995720618571784	1.0005632690085	1.00259688958464	1.00242864040029	1.00179953475443	1.00034381355064	0	0	0.337700412340971	0	0	0	0.575252498431265	0.145186651203481	0.23357869148162	0.110263020564571	0.150827709283277	0.134884068404027	0.171715044584147	0.102632021213541	0.168641740697833	0.0995396565421847
0.100121	0.997211544468768	1.01037081056266	0.136619	0.011672	231.341856	1.142463	0	0	0.135735	0	0	0	0.13546	0.137946	0.135893	0.136909	0.137129	0.136609	0.136679	0.1371	0.137117	0.136798	0	0	0.0349	0	0	0	0.053915	0.016207	0.024172	0.009438	0.017019	0.014177	0.020281	0.007865	0.019918	0.00702	0	0	0.993529450515668	0	0	0	0.991516553334456	1.00971314385261	0.994685951441601	1.00212269157291	1.00373300931788	0.999926803738865	1.00043917756681	1.00352074016059	1.00364517380452	1.00131021307432	0	0	0.26918797051324	0	0	0	0.40362685094509	0.146678045550448	0.19628025974331	0.110011427135224	0.15123505695268	0.134410932263586	0.171297116659119	0.103270248693796	0.169138381851673	0.0997923617754401
0.200241	0.997218825747964	1.01037710133506	0.136264	0.011641	231.342514	1.142644	0	0	0.136049	0	0	0	0.132713	0.137953	0.136071	0.137066	0.1371	0.136719	0.13699	0.137047	0.136891	0.136614	0	0	0.035977	0	0	0	0.054079	0.016127	0.023615	0.009367	0.016813	0.014314	0.020263	0.007771	0.019924	0.007085	0	0	0.998422180473199	0	0	0	0.973940292373628	1.01239505665473	0.998583631773616	1.00588563376974	1.00613514941584	1.00333910644044	1.00532789291376	1.00574619855574	1.00460136206188	1.00256854341572	0	0	0.277459967290383	0	0	0	0.405497312234818	0.146585405855877	0.193162147137927	0.110044570039626	0.150373028160397	0.135579289928617	0.171723889191034	0.103124513492696	0.169542705746392	0.100195943669358
0.300362	0.997212721032664	1.01037182147392	0.136562	0.011712	231.342347	1.142329	0	0	0.138606	0	0	0	0.136115	0.138389	0.135441	0.13706	0.136861	0.137032	0.136736	0.137224	0.13694	0.136814	0	0	0.037427	0	0	0	0.04513	0.016201	0.02371	0.009372	0.016835	0.014341	0.020273	0.007846	0.019909	0.007025	0	0	1.01496756052196	0	0	0	0.99672676147098	1.01337853868573	0.991791274292995	1.00364669527394	1.00218948170062	1.0034416601983	1.0012741465415	1.00484761500271	1.00276797352118	1.00184531568079	0	0	0.287557528929246	0	0	0	0.34134938751948	0.147063468307284	0.193337131617637	0.110085887213123	0.150282667754774	0.135772274291494	0.171500141884917	0.103574864639961	0.169263210886867	0.100143732799466
0.400482	0.997214261672074	1.01037308898965	0.136491	0.011768	231.346847	1.14198	0	0	0.135924	0	0	0	0.134177	0.138434	0.135579	0.136957	0.137299	0.13688	0.1368	0.137199	0.136826	0.136744	0	0	0.03453	0	0	0	0.037889	0.0161	0.023788	0.009334	0.016901	0.014294	0.020307	0.007827	0.019906	0.00707	0	0	0.995845879948128	0	0	0	0.983046501234514	1.01423537083031	0.993318240763127	1.00341414452235	1.00591980423618	1.00285000476222	1.00226388553091	1.00518715519705	1.00245437428109	1.001853602069	0	0	0.267156686320277	0	0	0	0.290244288013452	0.146834763675289	0.194187973806895	0.110276851580406	0.151176957994489	0.135806090574687	0.172053671640681	0.103919538395849	0.169527972303594	0.100718485470034
0.500603	0.997215986349842	1.01037457766524	0.136407	0.011939	231.347098	1.142496	0	0	0.136204	0	0	0	0.135414	0.138323	0.135559	0.137145	0.13721	0.136958	0.136799	0.137033	0.137111	0.136631	0	0	0.034633	0	0	0	0.035859	0.016109	0.023819	0.009418	0.016937	0.014405	0.020261	0.007808	0.019916	0.00706	0	0	0.998511806578841	0	0	0	0.992720314939849	1.01404619997507	0.993783310240677	1.00541027953111	1.00588679466596	1.00403938214315	1.00287375281327	1.00458920729875	1.00516102546057	1.00164214446473	0	0	0.268514949097624	0	0	0	0.276869332078429	0.147728697444271	0.195081497103388	0.111851243532897	0.152210535681585	0.137384938083964	0.172530779404332	0.104916827713966	0.1704614647304	0.101806438253446
0.600724	0.997210119319638	1.01036960213973	0.136687	0.011579	231.340158	1.142069	0	0	0.136627	0	0	0	0.136128	0.138035	0.135112	0.136909	0.136875	0.136729	0.136907	0.137208	0.136878	0.136518	0	0	0.034463	0	0	0	0.035742	0.016068	0.023826	0.009313	0.01693	0.014211	0.020288	0.007815	0.019921	0.006974	0	0	0.999561040918302	0	0	0	0.995910364555517	1.00986194736881	0.988477324105438	1.00162414860228	1.00137540512265	1.00030727135719	1.00160951663289	1.00381162802607	1.00139735307674	0.998763598586552	0	0	0.265969394259275	0	0	0	0.274760707865078	0.145386002958028	0.193380110998688	0.10881923455228	0.150123436326018	0.134125798921505	0.170966926627069	0.102468583342094	0.168632167964453	0.0988006290105453
0.700844	0.997214316979236	1.0103733268336	0.136476	0.011697	231.33381	1.14271	0	0	0.136937	0	0	0	0.135016	0.137889	0.135592	0.137065	0.137186	0.136988	0.136725	0.136869	0.136732	0.136873	0	0	0.034497	0	0	0	0.035495	0.016166	0.023649	0.009324	0.016942	0.014294	0.020275	0.007744	0.019912	0.006991	0	0	1.00337788329084	0	0	0	0.989302148363082	1.01035346874176	0.993522670652716	1.00431577713298	1.00520237990562	1.00375157536856	1.00182449661479	1.0028796271872	1.00187578768428	1.00290893636976	0	0	0.266998117454414	0	0	0	0.273554859119398	0.14673028909184	0.193075046084598	0.10989485258508	0.151105546069906	0.135538482012705	0.17158942347475	0.102994376400698	0.169294041918718	0.100062813414733
0.800965	0.997215548139967	1.01037418926611	0.136429	0.011842	231.347731	1.162377	0	0	0.13587	0	0	0	0.135221	0.137884	0.135443	0.137094	0.137312	0.13672	0.136759	0.137113	0.136825	0.136743	0	0	0.034175	0	0	0	0.035504	0.01604	0.02367	0.009399	0.016972	0.014309	0.020268	0.007814	0.019904	0.007018	0	0	0.995902630672364	0	0	0	0.991145577553159	1.0106648879637	0.992772797572364	1.00487433023771	1.00647223097728	1.00213297759274	1.00241884056909	1.00501359681593	1.0029026086829	1.00230156345059	0	0	0.264992684178908	0	0	0	0.274089656147431	0.146691957320187	0.193718446296251	0.111148829403307	0.152012559224279	0.13625961925742	0.172165597758806	0.104356977961914	0.169890211649757	0.101069563062235
0.901085	0.997210642701799	1.01037010806389	0.136658	0.011814	231.336518	1.288619	0	0	0.13571	0	0	0	0.134446	0.137948	0.135105	0.136747	0.137144	0.13702	0.137005	0.136864	0.136989	0.136628	0	0	0.034526	0	0	0	0.035238	0.016141	0.023709	0.00936	0.0169	0.014197	0.020253	0.007747	0.019921	0.007037	0	0	0.993062974725226	0	0	0	0.983813607692195	1.00943962300048	0.988635864713372	1.00065126081166	1.0035563230839	1.0026489484699	1.00253918541176	1.00150741266519	1.0024221048164	0.99978047388371	0	0	0.266832926162545	0	0	0	0.27151963336115	0.146852945165027	0.193400875409655	0.110337699963877	0.151063298676646	0.135298436284849	0.171683879007634	0.103487596535127	0.169585999312473	0.100607140434965
