time_s_,P_C17_bar_,U_P_C17_bar_,TT_TCJ11_celsius_,U_TT_TCJ11_celsius_,P_1_EMPTY_bar_,P_2_EMPTY_bar_,P_A40_bar_,P_4_EMPTY_bar_,P_5_EMPTY_bar_,P_6_EMPTY_bar_,P_P35_bar_,P_R21_bar_,P_Q21_bar_,P_D14_bar_,P_T14_bar_,P_S14_bar_,P_F10_bar_,P_G7_bar_,P_H7_bar_,P_I7_bar_,U_P_1_EMPTY_bar_,U_P_2_EMPTY_bar_,U_P_A40_bar_,U_P_4_EMPTY_bar_,U_P_5_EMPTY_bar_,U_P_6_EMPTY_bar_,U_P_P35_bar_,U_P_R21_bar_,U_P_Q21_bar_,U_P_D14_bar_,U_P_T14_bar_,U_P_S14_bar_,U_P_F10_bar_,U_P_G7_bar_,U_P_H7_bar_,U_P_I7_bar_,Pratio_1_EMPTY,Pratio_2_EMPTY,Pratio_A40,Pratio_4_EMPTY,Pratio_5_EMPTY,Pratio_6_EMPTY,Pratio_P35,Pratio_R21,Pratio_Q21,Pratio_D14,Pratio_T14,Pratio_S14,Pratio_F10,Pratio_G7,Pratio_H7,Pratio_I7,U_Pratio_1_EMPTY,U_Pratio_2_EMPTY,U_Pratio_A40,U_Pratio_4_EMPTY,U_Pratio_5_EMPTY,U_Pratio_6_EMPTY,U_Pratio_P35,U_Pratio_R21,U_Pratio_Q21,U_Pratio_D14,U_Pratio_T14,U_Pratio_S14,U_Pratio_F10,U_Pratio_G7,U_Pratio_H7,U_Pratio_I7,U_Pratio_H7,U_Pratio_I7
9.537599,4.521066,0.023221,15.627923,0.882072,0,0,4.30061,0,0,0,2.18135,1.327649,0.792566,0.497656,0.501335,0.577201,0.679929,0.618397,0.398186,0.250789,0,0,0.036594,0,0,0,0.026766,0.014837,0.017155,0.00956,0.007697,0.014191,0.013458,0.014029,0.019363,0.006817,0,0,0.951238049,0,0,0,0.482485768,0.293658398,0.175305116,0.110074925,0.110888671,0.127669227,0.150391302,0.136781237,0.088073476,0.05547121,0,0,0.009454361,0,0,0,0.006418015,0.003611756,0.003899825,0.002188822,0.001795216,0.003206624,0.003075319,0.003181563,0.004306663,0.001534512,0.004306663,0.001534512
9.637995,4.488252,0.019847,15.542516,0.88131,0,0,4.270037,0,0,0,2.165144,1.316618,0.784217,0.492297,0.503365,0.574434,0.674021,0.60894,0.393566,0.248906,0,0,0.03521,0,0,0,0.026383,0.013198,0.016194,0.008872,0.010317,0.014332,0.012904,0.009861,0.019317,0.006792,0,0,0.951380849,0,0,0,0.482402503,0.293347611,0.174726597,0.109685686,0.11215168,0.127986129,0.1501745,0.1356742,0.087688035,0.055457225,0,0,0.008901778,0,0,0,0.006253327,0.00321397,0.003689886,0.002035352,0.002351558,0.003242991,0.002950757,0.00227751,0.004321335,0.001533025,0.004321335,0.001533025
9.738391,4.45514,0.023883,15.467633,0.880639,0,0,4.237378,0,0,0,2.149813,1.307405,0.780374,0.489052,0.497577,0.570604,0.669055,0.606129,0.391116,0.246847,0,0,0.037526,0,0,0,0.02678,0.014383,0.016677,0.008866,0.007927,0.015844,0.012795,0.007406,0.01914,0.006872,0,0,0.951121177,0,0,0,0.482546676,0.293459914,0.175162621,0.109772532,0.111686053,0.128077681,0.150175977,0.136051617,0.087789834,0.055407237,0,0,0.00984609,0,0,0,0.00654402,0.003591306,0.003859295,0.002075243,0.001877326,0.003622013,0.002982666,0.001815309,0.004321861,0.001570826,0.004321861,0.001570826
9.838786,4.424365,0.027293,15.371303,0.881469,0,0,4.207734,0,0,0,2.133898,1.298101,0.77293,0.487312,0.491491,0.562767,0.665833,0.602765,0.389575,0.245185,0,0,0.039656,0,0,0,0.026404,0.014364,0.01622,0.009267,0.007192,0.014053,0.013647,0.008917,0.019275,0.006814,0,0,0.951036815,0,0,0,0.482306048,0.293398262,0.174698516,0.110142811,0.111087354,0.127197236,0.150492331,0.13623763,0.088052184,0.055416992,0,0,0.010712414,0,0,0,0.006668394,0.003716986,0.003821179,0.002201985,0.001764085,0.003271759,0.003221188,0.002183637,0.004390288,0.001577593,0.004390288,0.001577593
9.939182,4.39424,0.020975,15.266434,0.882145,0,0,4.179193,0,0,0,2.118889,1.28928,0.768295,0.482386,0.489861,0.561906,0.660167,0.596891,0.38695,0.244119,0,0,0.036784,0,0,0,0.0262,0.013333,0.016192,0.009166,0.008476,0.013918,0.01334,0.007939,0.019222,0.006798,0,0,0.951061617,0,0,0,0.482196921,0.293402272,0.174841383,0.10977689,0.11147798,0.127873307,0.150234625,0.135834866,0.088058458,0.055554317,0,0,0.009522699,0,0,0,0.006391189,0.003341819,0.003778152,0.002150722,0.00200094,0.003225605,0.003119341,0.001919505,0.004394511,0.001569588,0.004394511,0.001569588
10.039578,4.361078,0.021991,15.17686,0.88157,0,0,4.146442,0,0,0,2.103578,1.27931,0.762314,0.480133,0.482084,0.552396,0.658489,0.597391,0.385301,0.242422,0,0,0.036903,0,0,0,0.026633,0.013957,0.016995,0.008823,0.007333,0.015441,0.013412,0.007403,0.019272,0.007045,0,0,0.950783728,0,0,0,0.482352758,0.293347195,0.174799442,0.110095027,0.110542393,0.126665013,0.150992255,0.136982416,0.088349945,0.055587632,0,0,0.009725731,0,0,0,0.006573523,0.003525673,0.003995413,0.002097912,0.001771451,0.003597788,0.003168235,0.001832672,0.004441491,0.001639565,0.004441491,0.001639565
10.139974,4.334412,0.021632,15.11847,0.880637,0,0,4.121435,0,0,0,2.089601,1.272067,0.759613,0.475301,0.481728,0.555067,0.650334,0.591664,0.382651,0.241273,0,0,0.035892,0,0,0,0.026177,0.01324,0.016284,0.009135,0.007622,0.014087,0.013284,0.009241,0.019261,0.006742,0,0,0.950863693,0,0,0,0.482095611,0.293480869,0.175251684,0.10965755,0.111140335,0.128060507,0.150039729,0.136503867,0.088282101,0.055664528,0,0,0.009544118,0,0,0,0.00650097,0.003387632,0.003857379,0.002177449,0.001843891,0.003312282,0.003154928,0.002238207,0.004465529,0.001580073,0.004465529,0.001580073
10.240369,4.297595,0.025069,15.053318,0.880611,0,0,4.086804,0,0,0,2.072061,1.260624,0.752314,0.471899,0.478711,0.549758,0.645677,0.585854,0.378604,0.239195,0,0,0.038469,0,0,0,0.027329,0.014493,0.016651,0.009031,0.007195,0.014018,0.013297,0.010439,0.019421,0.006964,0,0,0.950951404,0,0,0,0.482144316,0.293332434,0.175054653,0.109805368,0.11139044,0.127922245,0.150241472,0.136321361,0.088096715,0.055657874,0,0,0.010530735,0,0,0,0.006953319,0.003781609,0.004006797,0.002196858,0.001795862,0.00334609,0.003215782,0.002555884,0.004548164,0.001652646,0.004548164,0.001652646
10.340765,4.270437,0.015823,14.983752,0.880974,0,0,4.060999,0,0,0,2.058139,1.252291,0.74653,0.46933,0.476188,0.545355,0.641643,0.581236,0.374712,0.236709,0,0,0.03371,0,0,0,0.025309,0.012823,0.01639,0.008822,0.006983,0.014653,0.01277,0.007214,0.019324,0.006899,0,0,0.950956307,0,0,0,0.481950442,0.293246569,0.174813491,0.109902101,0.111508026,0.127704729,0.150252304,0.136106914,0.087745587,0.05542969,0,0,0.0086445,0,0,0,0.006189749,0.003193277,0.003892288,0.002105583,0.001686585,0.003463737,0.003041708,0.001762959,0.004536728,0.001628528,0.004536728,0.001628528
10.441161,4.240029,0.02685,14.887313,0.882626,0,0,4.033672,0,0,0,2.043557,1.242901,0.739247,0.465671,0.477422,0.542488,0.636759,0.573152,0.371672,0.234815,0,0,0.039861,0,0,0,0.027077,0.014705,0.016613,0.009257,0.007761,0.014581,0.012914,0.007606,0.019231,0.006856,0,0,0.951331229,0,0,0,0.481967694,0.293135023,0.174349515,0.109827315,0.112598758,0.127944408,0.150177982,0.135176434,0.087657891,0.055380517,0,0,0.011165718,0,0,0,0.007077896,0.003933668,0.004070717,0.002291338,0.001964389,0.003533046,0.003190752,0.001987628,0.004569424,0.001654564,0.004569424,0.001654564
10.541557,4.211442,0.018101,14.775223,0.881511,0,0,4.004478,0,0,0,2.029483,1.234638,0.736166,0.46243,0.470186,0.53816,0.632636,0.573239,0.370404,0.234009,0,0,0.033624,0,0,0,0.025445,0.013435,0.016459,0.008772,0.007221,0.014344,0.012853,0.008752,0.019309,0.006853,0,0,0.950856737,0,0,0,0.481897412,0.293162769,0.17480141,0.109803246,0.111644895,0.12778521,0.150218381,0.136114661,0.087951823,0.055565053,0,0,0.008969162,0,0,0,0.006387033,0.003429946,0.003979723,0.002135694,0.001780496,0.003449958,0.003119471,0.002158925,0.004600448,0.001644666,0.004600448,0.001644666
10.641953,4.184825,0.0196,14.677573,0.88091,0,0,3.980402,0,0,0,2.016675,1.226704,0.730238,0.46026,0.466267,0.531586,0.630073,0.570542,0.36845,0.232193,0,0,0.035795,0,0,0,0.02587,0.013456,0.016262,0.008823,0.008117,0.015104,0.012809,0.007691,0.019188,0.006737,0,0,0.951151362,0,0,0,0.481901872,0.293131493,0.174496664,0.109983094,0.111418518,0.127027056,0.150561374,0.136335928,0.088044303,0.055484518,0,0,0.009644067,0,0,0,0.006581001,0.003496262,0.003970957,0.002170347,0.002008599,0.003657937,0.003141001,0.001945599,0.004603644,0.001630703,0.004603644,0.001630703
10.742348,4.155293,0.024688,14.590975,0.880635,0,0,3.951927,0,0,0,2.002048,1.218227,0.726068,0.456603,0.463773,0.530303,0.625717,0.563926,0.364992,0.230535,0,0,0.03796,0,0,0,0.026759,0.014888,0.016945,0.009266,0.00795,0.014076,0.013289,0.010288,0.019561,0.006978,0,0,0.951058566,0,0,0,0.481806698,0.293174753,0.174733286,0.10988467,0.11161018,0.127621085,0.150583124,0.135712692,0.087837849,0.055479842,0,0,0.010741658,0,0,0,0.00704731,0.003983869,0.004208002,0.002323532,0.00202488,0.00347131,0.003320874,0.002603866,0.004736329,0.001711349,0.004736329,0.001711349
10.842744,4.127145,0.019656,14.522743,0.879803,0,0,3.925842,0,0,0,1.987678,1.208174,0.720408,0.453187,0.461868,0.526825,0.620074,0.559309,0.361235,0.228686,0,0,0.035329,0,0,0,0.026101,0.013544,0.016191,0.008956,0.00764,0.014277,0.013064,0.008061,0.019246,0.006777,0,0,0.951224636,0,0,0,0.481610896,0.292738443,0.174553596,0.109806416,0.111909807,0.127648774,0.150242843,0.13551959,0.087526607,0.055410217,0,0,0.009685041,0,0,0,0.006727334,0.003565567,0.004010167,0.00223215,0.001926359,0.003512306,0.003245253,0.002057045,0.004681867,0.001663126,0.004681867,0.001663126
10.94314,4.098437,0.019135,14.452454,0.879981,0,0,3.897024,0,0,0,1.974932,1.20125,0.716021,0.449679,0.457892,0.524139,0.61633,0.561787,0.412498,0.34196,0,0,0.035375,0,0,0,0.025732,0.013052,0.016156,0.009273,0.008258,0.014013,0.013181,0.008985,0.074675,0.164211,0,0,0.950856143,0,0,0,0.481874432,0.29309954,0.17470587,0.109719632,0.111723567,0.127887534,0.150381719,0.137073475,0.100647637,0.083436686,0,0,0.009706099,0,0,0,0.006669412,0.003466192,0.004025496,0.002319836,0.002081338,0.003470852,0.003291851,0.002283801,0.018226419,0.040068631,0.018226419,0.040068631
11.043536,4.069956,0.019627,14.385587,0.880849,0,0,3.870111,0,0,0,1.961495,1.192677,0.712441,0.446286,0.454038,0.520306,0.612421,0.562732,0.435525,0.414454,0,0,0.034536,0,0,0,0.025232,0.013849,0.016372,0.009121,0.007538,0.01426,0.013263,0.012345,0.039978,0.041373,0,0,0.950897504,0,0,0,0.481945014,0.2930442,0.175048821,0.109653765,0.111558454,0.127840694,0.150473617,0.138264885,0.107009756,0.101832551,0,0,0.009645373,0,0,0,0.006620903,0.003684523,0.004110267,0.002302598,0.00192866,0.003557548,0.003338572,0.003105624,0.009836257,0.010177321,0.009836257,0.010177321
11.143931,4.042519,0.020159,14.29271,0.881936,0,0,3.84227,0,0,0,1.946544,1.183907,0.706871,0.444172,0.451247,0.514546,0.608847,0.560989,0.438157,0.411861,0,0,0.036487,0,0,0,0.026309,0.013075,0.016183,0.008852,0.008288,0.014494,0.012742,0.010352,0.044772,0.063207,0,0,0.950464302,0,0,0,0.481517588,0.292863682,0.174859042,0.109875056,0.111625202,0.127283508,0.150610795,0.138772137,0.108387122,0.101882267,0,0,0.010194614,0,0,0,0.006936913,0.003548805,0.004097064,0.002257234,0.00212443,0.003641139,0.003240241,0.002652637,0.011088454,0.0156438,0.011088454,0.0156438
11.244327,4.015136,0.021583,14.184227,0.880125,0,0,3.817729,0,0,0,1.933463,1.176535,0.703021,0.440666,0.447518,0.513098,0.605042,0.561213,0.471701,0.472166,0,0,0.035545,0,0,0,0.026042,0.013681,0.016399,0.008861,0.007416,0.014307,0.012872,0.010312,0.038853,0.037478,0,0,0.950834293,0,0,0,0.481543589,0.293024944,0.175092699,0.109751201,0.111457744,0.127790939,0.150690288,0.139774344,0.117480703,0.117596515,0,0,0.010222269,0,0,0,0.006983405,0.003753813,0.004191338,0.002284393,0.001941754,0.003628876,0.003306619,0.002675928,0.009697218,0.00935556,0.009697218,0.00935556
11.344723,3.98995,0.019432,14.100203,0.880549,0,0,3.794156,0,0,0,1.920703,1.168872,0.695931,0.438384,0.446506,0.508746,0.60141,0.5517,0.436113,0.428313,0,0,0.034435,0,0,0,0.025826,0.014346,0.016411,0.00923,0.00746,0.014223,0.012997,0.01098,0.038644,0.04085,0,0,0.950928207,0,0,0,0.48138523,0.292954047,0.174420983,0.109872054,0.111907668,0.127506861,0.150731212,0.138272409,0.109302873,0.107347962,0,0,0.00979453,0,0,0,0.006884268,0.003868268,0.004199888,0.002374394,0.001947514,0.003618392,0.003339128,0.002833112,0.009699953,0.010251563,0.009699953,0.010251563
11.445119,3.95969,0.023221,14.014498,0.881044,0,0,3.764292,0,0,0,1.906184,1.160366,0.691061,0.435859,0.441292,0.503358,0.597465,0.554071,0.462386,0.469346,0,0,0.035671,0,0,0,0.027193,0.014109,0.016125,0.009056,0.008598,0.014606,0.01325,0.011347,0.059476,0.058324,0,0,0.950653208,0,0,0,0.481397281,0.293044658,0.174524016,0.110074021,0.111446098,0.127120557,0.150886812,0.139927873,0.116773283,0.118530996,0,0,0.010594049,0,0,0,0.007425076,0.003955931,0.004198931,0.002376399,0.002267606,0.003763249,0.003461237,0.002980803,0.01503597,0.014745828,0.01503597,0.014745828
11.545515,3.930292,0.017906,13.928542,0.880935,0,0,3.738006,0,0,0,1.892415,1.150149,0.68523,0.431381,0.440178,0.501721,0.592348,0.545893,0.450385,0.455904,0,0,0.034401,0,0,0,0.025586,0.012827,0.016494,0.008782,0.007153,0.014703,0.012966,0.017886,0.079113,0.076057,0,0,0.9510759,0,0,0,0.481494759,0.292637036,0.174345825,0.109758003,0.111996259,0.127654892,0.150713484,0.138893751,0.114593267,0.115997488,0,0,0.009766583,0,0,0,0.006869606,0.003525441,0.004271142,0.002289709,0.001890139,0.003785881,0.00336969,0.00459459,0.020135808,0.019358703,0.020135808,0.019358703
11.64591,3.904634,0.022642,13.857743,0.879081,0,0,3.711459,0,0,0,1.88025,1.143258,0.682762,0.428205,0.435015,0.49871,0.587787,0.535449,0.393812,0.401834,0,0,0.036692,0,0,0,0.026209,0.013764,0.015937,0.009126,0.008932,0.014568,0.013093,0.008412,0.022633,0.022674,0,0,0.950526733,0,0,0,0.481543213,0.292795176,0.174859411,0.109665848,0.11140993,0.127722598,0.150535748,0.137131675,0.100857596,0.102912078,0,0,0.010894266,0,0,0,0.007269933,0.003912621,0.004205623,0.002422191,0.002377014,0.003803753,0.003464954,0.002296435,0.005825876,0.005837529,0.005825876,0.005837529
11.746306,3.881347,0.01832,13.786988,0.878511,0,0,3.69141,0,0,0,1.867948,1.136363,0.676837,0.425333,0.435297,0.496263,0.583482,0.530642,0.404063,0.430734,0,0,0.034992,0,0,0,0.025573,0.013356,0.016347,0.008894,0.007264,0.014211,0.013037,0.008017,0.023438,0.017471,0,0,0.951064154,0,0,0,0.481262819,0.29277542,0.174381986,0.109583864,0.112151014,0.127858447,0.15032977,0.136715939,0.104103807,0.110975391,0,0,0.010071213,0,0,0,0.006969281,0.003708186,0.004291356,0.002349123,0.001944938,0.003710761,0.003433014,0.002163975,0.006058584,0.004531647,0.006058584,0.004531647
11.846702,3.853018,0.019633,13.730216,0.880015,0,0,3.662481,0,0,0,1.854834,1.128241,0.674004,0.422623,0.430483,0.491069,0.580788,0.52941,0.416187,0.44291,0,0,0.034387,0,0,0,0.025822,0.013747,0.016514,0.008967,0.00768,0.013862,0.01293,0.009816,0.026115,0.017957,0,0,0.950548635,0,0,0,0.481397699,0.29282007,0.174928848,0.109686225,0.111726185,0.127450482,0.150735865,0.137401383,0.108015846,0.114951448,0,0,0.010154294,0,0,0,0.007136566,0.003867275,0.004377696,0.002393438,0.002072949,0.003655843,0.003442587,0.002642066,0.006800114,0.004697166,0.006800114,0.004697166
11.947098,3.825591,0.021571,13.665584,0.880181,0,0,3.63594,0,0,0,1.836372,1.118703,0.669296,0.41978,0.426521,0.489103,0.575423,0.527921,0.430073,0.460581,0,0,0.036545,0,0,0,0.030491,0.013904,0.016038,0.009395,0.007668,0.014625,0.013558,0.00858,0.023984,0.022065,0,0,0.950425699,0,0,0,0.480023087,0.29242619,0.174952315,0.109729451,0.111491532,0.127850311,0.150414145,0.13799724,0.112420016,0.120394731,0,0,0.010953317,0,0,0,0.008417318,0.003991011,0.004306795,0.002532571,0.00210067,0.003890315,0.003644098,0.002373935,0.006301323,0.005807549,0.006301323,0.005807549
12.047493,3.802643,0.017012,13.578528,0.879924,0,0,3.614464,0,0,0,1.826579,1.112864,0.663902,0.417802,0.42382,0.483364,0.572949,0.527669,0.445124,0.477702,0,0,0.033532,0,0,0,0.02517,0.01339,0.016783,0.008786,0.007091,0.014116,0.012754,0.009047,0.025007,0.017629,0,0,0.95051363,0,0,0,0.480344592,0.292655398,0.174589621,0.109871476,0.11145406,0.127112642,0.150671257,0.138763749,0.117056479,0.125623678,0,0,0.009789836,0,0,0,0.006959176,0.003756762,0.00448209,0.002362204,0.001930267,0.00375546,0.003421047,0.002458793,0.006597033,0.004669927,0.006597033,0.004669927
12.147889,3.7797,0.021922,13.506633,0.879388,0,0,3.592882,0,0,0,1.816657,1.106031,0.660337,0.415181,0.423007,0.482436,0.56914,0.525111,0.460162,0.495612,0,0,0.036579,0,0,0,0.026329,0.013397,0.016279,0.00913,0.00808,0.014491,0.013063,0.008629,0.029079,0.022488,0,0,0.950573326,0,0,0,0.480635236,0.292624018,0.174706194,0.109844961,0.111915496,0.127638701,0.150578088,0.13892928,0.121745641,0.131124692,0,0,0.011137995,0,0,0,0.007502981,0.003929846,0.004424546,0.002498139,0.00223411,0.003904721,0.003564732,0.002421013,0.007725804,0.005998088,0.007725804,0.005998088
12.248285,3.752262,0.016341,13.470882,0.878455,0,0,3.566068,0,0,0,1.802281,1.097169,0.656296,0.411444,0.419009,0.478593,0.565533,0.524294,0.472388,0.512046,0,0,0.033592,0,0,0,0.024974,0.012216,0.016388,0.008928,0.008329,0.013951,0.013179,0.008312,0.027205,0.015841,0,0,0.950378199,0,0,0,0.480318539,0.292402023,0.174906763,0.109652258,0.111668375,0.127547863,0.150717887,0.13972745,0.125894194,0.136463285,0,0,0.009862906,0,0,0,0.006976683,0.003495815,0.004433425,0.002426812,0.002272376,0.003759288,0.003573086,0.002297255,0.007270994,0.004263344,0.007270994,0.004263344
12.348681,3.730123,0.019558,13.419347,0.878644,0,0,3.545275,0,0,0,1.793879,1.091225,0.650968,0.409116,0.418936,0.476637,0.561812,0.523866,0.488935,0.522828,0,0,0.035101,0,0,0,0.026204,0.01356,0.016591,0.008835,0.006976,0.014506,0.012938,0.008562,0.041867,0.028151,0,0,0.95044453,0,0,0,0.480916849,0.292543972,0.174516497,0.109678957,0.112311578,0.127780505,0.150614872,0.140442018,0.131077447,0.140163743,0,0,0.010648257,0,0,0,0.007463814,0.003945628,0.00454099,0.002437368,0.001960701,0.003946171,0.003557283,0.002410592,0.011245049,0.007582634,0.011245049,0.007582634
12.449077,3.699097,0.019577,13.3649,0.878771,0,0,3.516751,0,0,0,1.778919,1.081731,0.644858,0.406248,0.416458,0.472887,0.557524,0.522113,0.512007,0.540023,0,0,0.0347,0,0,0,0.025877,0.013433,0.016273,0.008968,0.008316,0.014208,0.012985,0.009332,0.031405,0.018282,0,0,0.950705267,0,0,0,0.480906286,0.292431099,0.174328492,0.10982356,0.112583693,0.127838497,0.150718946,0.141146069,0.138414051,0.145987791,0,0,0.010644848,0,0,0,0.007444099,0.003947467,0.004494887,0.002493075,0.002325736,0.00390007,0.003599803,0.002631048,0.008521454,0.005002314,0.008521454,0.005002314
12.549472,3.675486,0.017426,13.301233,0.880378,0,0,3.494414,0,0,0,1.76695,1.074724,0.641402,0.402924,0.411545,0.469657,0.55401,0.521781,0.5165,0.544,0,0,0.034484,0,0,0,0.025443,0.013222,0.016274,0.008842,0.00739,0.015051,0.012686,0.01107,0.033505,0.020266,0,0,0.950735222,0,0,0,0.480739146,0.292403236,0.174508079,0.109624686,0.111970227,0.127780925,0.150731087,0.141962451,0.140525634,0.148007638,0,0,0.010408801,0,0,0,0.00728793,0.003855231,0.004504352,0.002461174,0.002079521,0.00413954,0.003524723,0.003086136,0.009140116,0.005558302,0.009140116,0.005558302
12.649868,3.651476,0.023059,13.243915,0.879012,0,0,3.472696,0,0,0,1.754324,1.068186,0.63596,0.401805,0.409058,0.464039,0.551653,0.525489,0.533967,0.55253,0,0,0.03717,0,0,0,0.025189,0.013513,0.016613,0.009126,0.007317,0.014123,0.013112,0.012095,0.036486,0.026476,0,0,0.951038977,0,0,0,0.480442429,0.292535402,0.174165187,0.110039064,0.112025384,0.127082582,0.151076715,0.143911394,0.146233194,0.151316892,0,0,0.01181908,0,0,0,0.007536026,0.004136166,0.00468072,0.002594069,0.002125058,0.003950132,0.003715454,0.003434769,0.010034706,0.007313461,0.010034706,0.007313461
12.750264,3.626776,0.014825,13.202534,0.878738,0,0,3.446583,0,0,0,1.740262,1.060063,0.6341,0.397439,0.406218,0.463917,0.546765,0.523642,0.542548,0.566819,0,0,0.03332,0,0,0,0.025151,0.012938,0.016128,0.008961,0.007072,0.013984,0.012783,0.010294,0.028645,0.015879,0,0,0.950315928,0,0,0,0.479837189,0.292287971,0.174838479,0.109584656,0.112005263,0.127914434,0.150757863,0.144382228,0.149595122,0.156287292,0,0,0.009974712,0,0,0,0.007206851,0.003762115,0.004503988,0.002511066,0.00200297,0.003891057,0.003578085,0.002899044,0.007921835,0.004424632,0.007921835,0.004424632
12.85066,3.604305,0.02017,13.143111,0.879614,0,0,3.425755,0,0,0,1.729047,1.053218,0.629398,0.395364,0.404153,0.460503,0.544396,0.527983,0.560545,0.573034,0,0,0.035331,0,0,0,0.028763,0.014073,0.016371,0.00892,0.008082,0.014422,0.012848,0.012161,0.036758,0.021322,0,0,0.950462017,0,0,0,0.479717172,0.29221112,0.174623957,0.10969216,0.112130633,0.127764715,0.151040492,0.146486771,0.155520967,0.15898599,0,0,0.0111525,0,0,0,0.00841962,0.004233096,0.004646001,0.00254981,0.002328463,0.004064703,0.003663466,0.003472177,0.010235428,0.005982233,0.010235428,0.005982233
12.951055,3.581261,0.019408,13.080223,0.878692,0,0,3.403459,0,0,0,1.715679,1.044257,0.624062,0.392922,0.400712,0.457007,0.541849,0.538286,0.600271,0.599949,0,0,0.034049,0,0,0,0.025009,0.012516,0.016527,0.008954,0.009172,0.014159,0.012791,0.016701,0.036924,0.022284,0,0,0.950352125,0,0,0,0.479071199,0.291589192,0.174257615,0.109716103,0.111891314,0.127610638,0.151301176,0.150306275,0.167614424,0.167524512,0,0,0.010812891,0,0,0,0.007450293,0.003835507,0.004710488,0.002569964,0.002631914,0.004013663,0.003664557,0.004734046,0.010350271,0.006288271,0.010350271,0.006288271
13.051451,3.558044,0.01651,13.015594,0.878965,0,0,3.381822,0,0,0,1.707759,1.038856,0.619023,0.390705,0.40024,0.452817,0.539436,0.536006,0.598099,0.594621,0,0,0.033462,0,0,0,0.025432,0.012745,0.016301,0.008854,0.008314,0.01398,0.012711,0.018351,0.038614,0.024746,0,0,0.950472226,0,0,0,0.479971299,0.291973905,0.173978456,0.109808929,0.112488772,0.127265711,0.151610267,0.150646254,0.168097696,0.167120193,0,0,0.010387395,0,0,0,0.00748669,0.003829676,0.004652032,0.002540076,0.002394266,0.003973255,0.003641077,0.005204764,0.010880586,0.006998043,0.010880586,0.006998043
13.151847,3.530963,0.020375,12.950421,0.879007,0,0,3.356807,0,0,0,1.696029,1.031462,0.61592,0.387965,0.395266,0.450097,0.535629,0.533506,0.581597,0.582523,0,0,0.035166,0,0,0,0.026254,0.013285,0.016662,0.008964,0.007942,0.014536,0.012976,0.018496,0.051567,0.035002,0,0,0.950677478,0,0,0,0.480330437,0.292119175,0.174434,0.109875125,0.111942833,0.127471458,0.151694878,0.151093625,0.164713422,0.164975674,0,0,0.011370215,0,0,0,0.00793517,0.004122773,0.004824983,0.002616658,0.002340162,0.004181921,0.003777729,0.005310294,0.014635127,0.009958482,0.014635127,0.009958482
13.252243,3.510248,0.016823,12.88516,0.879042,0,0,3.336139,0,0,0,1.684217,1.023544,0.610781,0.385059,0.394313,0.448139,0.532769,0.546364,0.61464,0.604518,0,0,0.034645,0,0,0,0.027122,0.013109,0.015989,0.008819,0.009669,0.014144,0.012821,0.025289,0.044987,0.026689,0,0,0.950399801,0,0,0,0.479800003,0.291587375,0.173999387,0.109695668,0.112331949,0.127665909,0.151775316,0.155648262,0.175098739,0.172215183,0,0,0.01087,0,0,0,0.008061428,0.003987392,0.004630653,0.002566773,0.002806623,0.004075534,0.003724174,0.00724285,0.012843348,0.007647832,0.012843348,0.007647832
13.352639,3.486719,0.019365,12.823429,0.878685,0,0,3.312989,0,0,0,1.671576,1.017529,0.60701,0.383165,0.391141,0.444096,0.530704,0.552533,0.632472,0.616508,0,0,0.035201,0,0,0,0.025179,0.012996,0.016589,0.008932,0.007218,0.014324,0.013114,0.023547,0.050645,0.033917,0,0,0.950173788,0,0,0,0.479412307,0.291829941,0.174092033,0.10989271,0.112180247,0.127367878,0.152207276,0.158467889,0.1813946,0.176816084,0,0,0.011391785,0,0,0,0.007696636,0.004064439,0.004855022,0.002633424,0.002161866,0.004168619,0.003854959,0.006810449,0.014560013,0.009776927,0.014560013,0.009776927
13.453034,3.46107,0.019665,12.770619,0.878034,0,0,3.290201,0,0,0,1.659372,1.009694,0.602734,0.380157,0.38848,0.441098,0.528037,0.566364,0.652925,0.629062,0,0,0.035662,0,0,0,0.02651,0.014007,0.016226,0.008984,0.007445,0.014132,0.013308,0.028345,0.049939,0.031191,0,0,0.950631163,0,0,0,0.479439017,0.291728858,0.174146723,0.109837998,0.112242746,0.127445559,0.152564669,0.163638412,0.188648308,0.18175362,0,0,0.011633613,0,0,0,0.008129463,0.0043733,0.004791424,0.002669696,0.002243615,0.004146842,0.003941554,0.008242272,0.014468532,0.009070928,0.014468532,0.009070928
13.55343,3.440435,0.013605,12.732563,0.87877,0,0,3.26919,0,0,0,1.647895,1.003514,0.599936,0.377461,0.383906,0.438069,0.52535,0.561461,0.644342,0.623161,0,0,0.031996,0,0,0,0.025157,0.01286,0.016014,0.00871,0.007372,0.014076,0.012773,0.023965,0.046513,0.029547,0,0,0.950225771,0,0,0,0.478978676,0.291682302,0.174377949,0.109713161,0.111586471,0.127329538,0.152698714,0.16319477,0.187285038,0.181128549,0,0,0.010030424,0,0,0,0.007553491,0.003911818,0.004705445,0.002568563,0.002187716,0.00412221,0.003761397,0.006995519,0.013539782,0.008617975,0.013539782,0.008617975
