time_s_,P_C17_bar_,U_P_C17_bar_,TT_TCJ11_celsius_,U_TT_TCJ11_celsius_,P_1_EMPTY_bar_,P_2_EMPTY_bar_,P_A40_bar_,P_4_EMPTY_bar_,P_5_EMPTY_bar_,P_6_EMPTY_bar_,P_P35_bar_,P_R21_bar_,P_Q21_bar_,P_D14_bar_,P_T14_bar_,P_S14_bar_,P_F10_bar_,P_G7_bar_,P_H7_bar_,P_I7_bar_,U_P_1_EMPTY_bar_,U_P_2_EMPTY_bar_,U_P_A40_bar_,U_P_4_EMPTY_bar_,U_P_5_EMPTY_bar_,U_P_6_EMPTY_bar_,U_P_P35_bar_,U_P_R21_bar_,U_P_Q21_bar_,U_P_D14_bar_,U_P_T14_bar_,U_P_S14_bar_,U_P_F10_bar_,U_P_G7_bar_,U_P_H7_bar_,U_P_I7_bar_,Pratio_1_EMPTY,Pratio_2_EMPTY,Pratio_A40,Pratio_4_EMPTY,Pratio_5_EMPTY,Pratio_6_EMPTY,Pratio_P35,Pratio_R21,Pratio_Q21,Pratio_D14,Pratio_T14,Pratio_S14,Pratio_F10,Pratio_G7,Pratio_H7,Pratio_I7,U_Pratio_1_EMPTY,U_Pratio_2_EMPTY,U_Pratio_A40,U_Pratio_4_EMPTY,U_Pratio_5_EMPTY,U_Pratio_6_EMPTY,U_Pratio_P35,U_Pratio_R21,U_Pratio_Q21,U_Pratio_D14,U_Pratio_T14,U_Pratio_S14,U_Pratio_F10,U_Pratio_G7,U_Pratio_H7,U_Pratio_I7,U_Pratio_H7,U_Pratio_I7
29.917942,1.426457,0.015483,9.004606,0.87601,0,0,1.356233,0,0,0,0.874601,1.018574,1.075442,1.097849,1.055194,1.142543,1.139162,1.144293,1.14309,1.137246,0,0,0.031855,0,0,0,0.028443,0.016276,0.018086,0.011629,0.009767,0.014931,0.013438,0.008986,0.020138,0.009274,0,0,0.950770335,0,0,0,0.613128191,0.714058678,0.753925285,0.769633434,0.739730675,0.800965609,0.798595401,0.802192425,0.801349077,0.797252213,0,0,0.02460075,0,0,0,0.021020873,0.013793496,0.015090442,0.01167244,0.010552216,0.013606782,0.012801655,0.010747004,0.016581871,0.010823663,0.016581871,0.010823663
30.018338,1.420229,0.016448,9.011554,0.875158,0,0,1.350843,0,0,0,0.875607,1.021081,1.077344,1.100817,1.058173,1.145666,1.142693,1.148234,1.145942,1.139304,0,0,0.031806,0,0,0,0.033428,0.01792,0.018666,0.011604,0.008888,0.014672,0.013119,0.008755,0.020079,0.008632,0,0,0.951144499,0,0,0,0.616525222,0.718955183,0.758570625,0.775098241,0.745072098,0.806676951,0.804583627,0.80848511,0.806871286,0.802197392,0,0,0.024957458,0,0,0,0.02459622,0.015117362,0.01580875,0.012138224,0.010659337,0.013928487,0.013120711,0.011210332,0.016946975,0.011101934,0.016946975,0.011101934
30.118734,1.415349,0.01651,9.000574,0.875738,0,0,1.348028,0,0,0,0.89969,1.030492,1.084929,1.1066,1.062599,1.149696,1.145979,1.150406,1.148941,1.142963,0,0,0.031751,0,0,0,0.041579,0.022018,0.020504,0.01505,0.011169,0.015488,0.013921,0.009772,0.020772,0.010627,0,0,0.952435053,0,0,0,0.635666539,0.728083321,0.766545213,0.78185663,0.750768185,0.812305657,0.80967945,0.812807301,0.81177222,0.807548527,0,0,0.025033766,0,0,0,0.030298563,0.017723984,0.017024227,0.014008928,0.011788567,0.014475226,0.013636259,0.011728845,0.017465954,0.012046282,0.017465954,0.012046282
30.219129,1.40889,0.018061,8.992116,0.875286,0,0,1.342371,0,0,0,0.906358,1.031445,1.085148,1.107124,1.06443,1.152124,1.14757,1.151824,1.15034,1.144508,0,0,0.031916,0,0,0,0.036277,0.022346,0.021163,0.014143,0.011135,0.015658,0.014157,0.01004,0.02096,0.010102,0,0,0.952786236,0,0,0,0.643313531,0.732097609,0.77021485,0.785812945,0.755509657,0.817752983,0.814520651,0.817540049,0.816486738,0.812347309,0,0,0.02573626,0,0,0,0.027037062,0.01842933,0.017975546,0.014221339,0.012500597,0.015277714,0.014491237,0.012673559,0.018190047,0.012643472,0.018190047,0.012643472
30.319525,1.403699,0.017268,8.984979,0.875716,0,0,1.337919,0,0,0,0.909696,1.033689,1.086974,1.109695,1.065587,1.152753,1.149333,1.154179,1.151905,1.145424,0,0,0.031974,0,0,0,0.030407,0.019068,0.019777,0.012507,0.009053,0.014739,0.0136,0.009643,0.020348,0.009823,0,0,0.953138102,0,0,0,0.648070562,0.736403602,0.77436402,0.790550538,0.759127847,0.821225206,0.818788786,0.822241093,0.820621088,0.816004001,0,0,0.025619086,0,0,0,0.023082548,0.016327734,0.017007393,0.013189684,0.011349209,0.014570985,0.013975949,0.012227294,0.017664786,0.012236776,0.017664786,0.012236776
30.419921,1.398355,0.016311,8.97348,0.875829,0,0,1.333129,0,0,0,0.929591,1.044852,1.095041,1.115709,1.069923,1.156046,1.151114,1.155699,1.154698,1.148196,0,0,0.032116,0,0,0,0.032954,0.018391,0.01879,0.012618,0.009904,0.015692,0.014367,0.009612,0.020394,0.010184,0,0,0.953355192,0,0,0,0.664774682,0.747200818,0.783092276,0.7978725,0.765129742,0.826718537,0.823191536,0.826470388,0.825754547,0.821104798,0,0,0.02551753,0,0,0,0.024809202,0.015777668,0.016247909,0.012962942,0.011393651,0.014795911,0.014062677,0.011839947,0.017477861,0.012032138,0.017477861,0.012032138
30.520317,1.392742,0.015697,8.997687,0.875144,0,0,1.32828,0,0,0,0.926605,1.042637,1.094238,1.116674,1.071627,1.158635,1.154825,1.159229,1.157478,1.151428,0,0,0.031736,0,0,0,0.028211,0.015701,0.018144,0.012643,0.011028,0.015547,0.01467,0.010733,0.020821,0.010717,0,0,0.953715764,0,0,0,0.665309871,0.748621784,0.785671718,0.801780947,0.769436838,0.831909284,0.829173673,0.832335781,0.831078549,0.8267346,0,0,0.025194706,0,0,0,0.021599092,0.014081201,0.015752056,0.012808782,0.011743137,0.014578095,0.014081256,0.012140412,0.017641643,0.012084381,0.017641643,0.012084381
30.620712,1.388405,0.015339,9.013088,0.876349,0,0,1.324642,0,0,0,0.940105,1.048196,1.097911,1.119081,1.073949,1.159784,1.156194,1.160434,1.159493,1.152919,0,0,0.031707,0,0,0,0.030448,0.017669,0.018591,0.012389,0.009945,0.015237,0.013893,0.009293,0.020487,0.009916,0,0,0.95407464,0,0,0,0.677111506,0.75496415,0.790771425,0.806019137,0.773512772,0.835335511,0.83274981,0.835803674,0.835125918,0.830390988,0,0,0.025152168,0,0,0,0.023170979,0.015215872,0.015988168,0.012606328,0.011150619,0.014339047,0.013593084,0.011404607,0.017402866,0.011626367,0.017402866,0.011626367
30.721108,1.382127,0.016241,9.024468,0.875176,0,0,1.319979,0,0,0,0.945747,1.052109,1.10055,1.120906,1.074631,1.161467,1.158856,1.163587,1.161292,1.154485,0,0,0.031811,0,0,0,0.030707,0.016747,0.018528,0.011878,0.009309,0.015073,0.013776,0.009905,0.020259,0.009972,0,0,0.955034523,0,0,0,0.684269246,0.761224547,0.796272701,0.811000726,0.777519721,0.840347522,0.838458405,0.84188139,0.840220906,0.835295888,0,0,0.025606176,0,0,0,0.023627452,0.015060864,0.016347931,0.012832571,0.011350688,0.014712,0.01401491,0.012215748,0.017672934,0.012181813,0.017672934,0.012181813
30.821504,1.377381,0.015627,9.01618,0.875173,0,0,1.316805,0,0,0,0.959462,1.056909,1.104869,1.12612,1.079523,1.165622,1.161255,1.16612,1.163918,1.158119,0,0,0.031735,0,0,0,0.032269,0.018269,0.019071,0.011849,0.010146,0.015367,0.014141,0.009962,0.020662,0.009094,0,0,0.956020883,0,0,0,0.696584315,0.76733235,0.802152055,0.817580611,0.783750466,0.846259677,0.843089167,0.846621233,0.845022546,0.840812382,0,0,0.025465516,0,0,0,0.024724885,0.01586544,0.016568989,0.01265088,0.011546768,0.014719185,0.014031972,0.012023797,0.017802853,0.011601356,0.017802853,0.011601356
30.9219,1.37263,0.014309,8.994452,0.875455,0,0,1.311354,0,0,0,0.957064,1.057694,1.105158,1.126698,1.079598,1.165981,1.162406,1.167354,1.166423,1.159864,0,0,0.03201,0,0,0,0.029029,0.017158,0.017935,0.012864,0.010735,0.015647,0.014157,0.009556,0.020891,0.010933,0,0,0.955358691,0,0,0,0.697248348,0.770560166,0.80513904,0.820831542,0.786517853,0.849450325,0.846845836,0.850450595,0.849772335,0.844993917,0,0,0.025357764,0,0,0,0.022362642,0.014858559,0.015529649,0.012690498,0.011330881,0.014434563,0.013575964,0.011272293,0.017609976,0.011875756,0.017609976,0.011875756
31.022296,1.367784,0.018505,9.000843,0.875958,0,0,1.309024,0,0,0,0.974571,1.066375,1.112057,1.132458,1.083925,1.169362,1.165015,1.170026,1.169108,1.162341,0,0,0.031927,0,0,0,0.031336,0.017265,0.018174,0.011686,0.009418,0.015311,0.013537,0.008651,0.019965,0.008707,0,0,0.95704,0,0,0,0.712518205,0.779636989,0.813035538,0.827950905,0.792467963,0.854931773,0.851753639,0.85541723,0.854746071,0.849798652,0,0,0.026692793,0,0,0,0.024855501,0.01644954,0.01724943,0.014087909,0.012742084,0.016096293,0.015190226,0.013188632,0.018622226,0.013141763,0.018622226,0.013141763
31.122691,1.363796,0.015963,9.029341,0.875422,0,0,1.306607,0,0,0,0.986157,1.072202,1.117349,1.136725,1.087716,1.172635,1.168911,1.173817,1.172687,1.165715,0,0,0.031846,0,0,0,0.027789,0.015081,0.017033,0.010407,0.008446,0.014715,0.013274,0.008784,0.020028,0.008961,0,0,0.958066309,0,0,0,0.723097149,0.78618943,0.819293355,0.833500758,0.797565032,0.859831676,0.857101062,0.860698374,0.859869805,0.854757603,0,0,0.025904113,0,0,0,0.022064107,0.014386189,0.015746345,0.012385878,0.011202783,0.014754871,0.013977813,0.011957281,0.017803374,0.011969505,0.017803374,0.011969505
31.223087,1.359064,0.01493,9.051459,0.87539,0,0,1.301158,0,0,0,0.992117,1.075697,1.120393,1.139482,1.089577,1.173902,1.169887,1.175619,1.174668,1.168075,0,0,0.032034,0,0,0,0.028712,0.015857,0.017213,0.010804,0.009683,0.014852,0.013821,0.008762,0.020238,0.009499,0,0,0.957392735,0,0,0,0.730000206,0.791498414,0.824385754,0.83843145,0.801711325,0.863757704,0.860803465,0.865021073,0.864321327,0.859470194,0,0,0.025810682,0,0,0,0.022597164,0.014551144,0.015570071,0.012166796,0.011328237,0.014472772,0.013886735,0.011483293,0.017660716,0.011747221,0.017660716,0.011747221
31.323483,1.354445,0.014473,9.073842,0.875338,0,0,1.298644,0,0,0,0.994958,1.075597,1.121239,1.140486,1.091471,1.176186,1.172381,1.177996,1.176936,1.170539,0,0,0.032536,0,0,0,0.02703,0.015077,0.01727,0.01088,0.008557,0.014477,0.013388,0.008501,0.019676,0.008172,0,0,0.958801576,0,0,0,0.734587229,0.794123792,0.827821728,0.842031976,0.805843722,0.868389636,0.865580367,0.869725976,0.868943368,0.8642204,0,0,0.026115251,0,0,0,0.021444735,0.01399702,0.015518541,0.012061613,0.010679933,0.014154445,0.013537025,0.011214371,0.017240857,0.011030956,0.017240857,0.011030956
31.423879,1.349672,0.01376,9.109541,0.87557,0,0,1.294982,0,0,0,1.004799,1.081474,1.123901,1.142728,1.092576,1.176912,1.172825,1.178578,1.177535,1.171558,0,0,0.031634,0,0,0,0.029881,0.017695,0.018233,0.012075,0.009379,0.014732,0.013529,0.009085,0.020327,0.00931,0,0,0.959479044,0,0,0,0.744476436,0.801286535,0.83272158,0.846670895,0.809512237,0.87199853,0.868970387,0.873232904,0.872460124,0.86803164,0,0,0.025397637,0,0,0,0.023404344,0.015447427,0.015955342,0.01243186,0.010788999,0.014077506,0.013377764,0.01116098,0.017491195,0.011220437,0.017491195,0.011220437
31.524274,1.34465,0.017985,9.148085,0.875422,0,0,1.290679,0,0,0,1.006676,1.082351,1.125425,1.14502,1.094271,1.178051,1.174665,1.181451,1.18016,1.173625,0,0,0.031825,0,0,0,0.028399,0.016348,0.018314,0.01278,0.010062,0.015345,0.01368,0.009218,0.020511,0.009571,0,0,0.959862418,0,0,0,0.748652809,0.804931395,0.836965009,0.851537575,0.813796155,0.876102331,0.873584204,0.87863087,0.877670769,0.872810769,0,0,0.026925675,0,0,0,0.02337354,0.016239524,0.017630108,0.014834192,0.013208785,0.016356784,0.01549284,0.013605228,0.019247938,0.013672852,0.019247938,0.013672852
31.62467,1.341886,0.014596,9.173546,0.875158,0,0,1.28937,0,0,0,1.0192,1.09149,1.131848,1.149241,1.097752,1.180855,1.176801,1.183109,1.182127,1.175609,0,0,0.032136,0,0,0,0.027923,0.014466,0.016959,0.010368,0.008973,0.014775,0.013425,0.008644,0.019983,0.009024,0,0,0.960864038,0,0,0,0.759528008,0.813399946,0.843475526,0.856437134,0.818066512,0.879996512,0.876975391,0.881676238,0.880944432,0.876087089,0,0,0.026129671,0,0,0,0.0223888,0.013946141,0.015617245,0.012102868,0.011130756,0.014589569,0.013823358,0.011552794,0.017708267,0.011663329,0.017708267,0.011663329
31.725066,1.337668,0.014941,9.194138,0.875912,0,0,1.286218,0,0,0,1.021694,1.090702,1.132931,1.151347,1.100274,1.183822,1.179757,1.185527,1.184535,1.177838,0,0,0.031886,0,0,0,0.026543,0.014118,0.016708,0.010507,0.008473,0.014819,0.01333,0.00878,0.019891,0.008356,0,0,0.961537541,0,0,0,0.763787427,0.815375714,0.846944832,0.860712075,0.82253145,0.884989399,0.881950529,0.886264006,0.885522417,0.880515943,0,0,0.02614473,0,0,0,0.021598927,0.013940359,0.015668427,0.012414475,0.011159142,0.014847129,0.014012257,0.011877426,0.017858943,0.011651,0.017858943,0.011651
31.825462,1.332107,0.01313,9.233679,0.875948,0,0,1.281959,0,0,0,1.030015,1.097053,1.136423,1.154497,1.101664,1.184509,1.179782,1.186447,1.185997,1.179586,0,0,0.032145,0,0,0,0.029035,0.016716,0.017641,0.012028,0.010241,0.015971,0.014209,0.008834,0.019884,0.008973,0,0,0.962354375,0,0,0,0.773222421,0.823547208,0.85310189,0.86666987,0.827008641,0.889199591,0.885651078,0.890654429,0.890316619,0.885503942,0,0,0.025928312,0,0,0,0.023090324,0.01494514,0.015686959,0.012429833,0.011204864,0.014851209,0.013783298,0.01100206,0.017315196,0.011025036,0.017315196,0.011025036
31.925858,1.329669,0.014033,9.268136,0.87536,0,0,1.280747,0,0,0,1.034711,1.099284,1.138109,1.156755,1.104316,1.187185,1.182551,1.188753,1.188012,1.18203,0,0,0.031964,0,0,0,0.025892,0.014167,0.016756,0.010702,0.008763,0.015134,0.013823,0.009204,0.020301,0.008936,0,0,0.963207385,0,0,0,0.778171861,0.826735075,0.855934071,0.86995711,0.830519475,0.892842504,0.889357427,0.894021745,0.893464464,0.8889656,0,0,0.02610006,0,0,0,0.021133533,0.013771254,0.015504902,0.012209701,0.010966304,0.014776158,0.014006113,0.011702095,0.017944822,0.01154059,0.017944822,0.01154059
32.026253,1.325028,0.013792,9.301205,0.875453,0,0,1.27732,0,0,0,1.039912,1.101192,1.139785,1.158274,1.105566,1.188898,1.184173,1.190947,1.190024,1.183466,0,0,0.031816,0,0,0,0.02613,0.013624,0.016665,0.011225,0.009428,0.015017,0.013515,0.00893,0.020203,0.009579,0,0,0.963994723,0,0,0,0.78482266,0.83107074,0.860196917,0.874150584,0.834371802,0.897262548,0.893696586,0.898808931,0.898112342,0.893163012,0,0,0.026023794,0,0,0,0.021345392,0.013436937,0.015438623,0.012432073,0.011227388,0.014685715,0.013804679,0.011530265,0.017884873,0.01177679,0.017884873,0.01177679
32.126649,1.322902,0.013358,9.309705,0.875386,0,0,1.276751,0,0,0,1.052461,1.109746,1.146451,1.162969,1.109133,1.19238,1.187476,1.193287,1.192792,1.186323,0,0,0.031879,0,0,0,0.027058,0.015586,0.017493,0.011563,0.00944,0.014925,0.013851,0.009463,0.02006,0.009344,0,0,0.965113818,0,0,0,0.795569891,0.838872418,0.866618238,0.879104423,0.838409043,0.901336607,0.897629605,0.902022221,0.901648043,0.896758036,0,0,0.025993702,0,0,0,0.021974525,0.014510597,0.015856462,0.012457746,0.011072053,0.014495396,0.013848358,0.011581329,0.017686878,0.011484027,0.017686878,0.011484027
32.227045,1.318926,0.013067,9.315315,0.875649,0,0,1.273666,0,0,0,1.056608,1.110717,1.147206,1.164265,1.110033,1.193251,1.1885,1.195204,1.194595,1.187778,0,0,0.03162,0,0,0,0.026002,0.013766,0.016521,0.01029,0.008494,0.015024,0.013728,0.00884,0.020094,0.009179,0,0,0.965684201,0,0,0,0.80111242,0.842137466,0.869803158,0.882737166,0.841618863,0.904714139,0.901111965,0.906194889,0.90573315,0.90056455,0,0,0.025812572,0,0,0,0.021252207,0.013362173,0.015204041,0.011719756,0.010535648,0.01449473,0.013712698,0.011203839,0.017681357,0.011315432,0.017681357,0.011315432
32.327441,1.315354,0.01288,9.341685,0.876227,0,0,1.270651,0,0,0,1.059756,1.112737,1.149426,1.166694,1.11266,1.19566,1.190483,1.196603,1.19627,1.189521,0,0,0.0323,0,0,0,0.025888,0.013292,0.016473,0.010123,0.008808,0.014868,0.013526,0.008206,0.019859,0.008222,0,0,0.966014472,0,0,0,0.805681208,0.845960099,0.87385297,0.886980995,0.84590156,0.909002443,0.905066621,0.909719361,0.909466197,0.904335259,0,0,0.026315031,0,0,0,0.02120372,0.013066585,0.015167731,0.011604491,0.010651299,0.014387318,0.013575215,0.010875342,0.017528638,0.01083921,0.017528638,0.01083921
32.427836,1.312449,0.012842,9.384936,0.875166,0,0,1.268937,0,0,0,1.065393,1.116189,1.151764,1.16787,1.112824,1.195499,1.190785,1.198173,1.197824,1.190969,0,0,0.03184,0,0,0,0.025726,0.014156,0.016982,0.010496,0.008125,0.014784,0.01333,0.007969,0.019706,0.007993,0,0,0.966846712,0,0,0,0.811759543,0.850462761,0.877568576,0.889840291,0.847898852,0.910891776,0.907300017,0.912929188,0.912663273,0.907440213,0,0,0.026039309,0,0,0,0.02114968,0.013622965,0.015529173,0.011822262,0.010351651,0.014364073,0.013489627,0.010801029,0.017469657,0.010766986,0.017469657,0.010766986
32.528232,1.309061,0.012558,9.405254,0.875546,0,0,1.266505,0,0,0,1.069838,1.11963,1.15488,1.171187,1.115937,1.19848,1.192998,1.199705,1.199211,1.192568,0,0,0.031729,0,0,0,0.026617,0.014843,0.016711,0.010075,0.008195,0.014393,0.013093,0.007862,0.019777,0.007749,0,0,0.967491202,0,0,0,0.817256033,0.855292458,0.882220156,0.894677177,0.852471352,0.915526473,0.911338738,0.916462258,0.916084888,0.911010258,0,0,0.025954228,0,0,0,0.021792039,0.013995937,0.015316275,0.011528125,0.010298926,0.014072134,0.013284183,0.010647292,0.017477873,0.010555496,0.017477873,0.010555496
32.628628,1.304409,0.012779,9.428965,0.875594,0,0,1.262436,0,0,0,1.068945,1.119198,1.15527,1.172313,1.117194,1.199795,1.194471,1.201736,1.202199,1.195638,0,0,0.03174,0,0,0,0.027241,0.015367,0.017484,0.010688,0.008797,0.014899,0.013392,0.008747,0.020131,0.009212,0,0,0.967822209,0,0,0,0.819486066,0.858011559,0.885665462,0.89873115,0.856475231,0.919799695,0.915718153,0.921287725,0.921642675,0.916612811,0,0,0.026114891,0,0,0,0.02237379,0.014472185,0.015967016,0.012027455,0.010765034,0.014548614,0.013633996,0.011244064,0.017880266,0.011424201,0.017880266,0.011424201
32.729024,1.302016,0.012531,9.453652,0.875667,0,0,1.261124,0,0,0,1.076424,1.124137,1.158619,1.175696,1.120571,1.202937,1.197625,1.205099,1.206303,1.199979,0,0,0.032402,0,0,0,0.028082,0.014638,0.016841,0.00996,0.008112,0.014523,0.013153,0.008058,0.019727,0.008269,0,0,0.96859332,0,0,0,0.826736384,0.863381863,0.889865409,0.902981223,0.860643034,0.923903393,0.919823566,0.925563895,0.926488615,0.921631531,0,0,0.026574697,0,0,0,0.022988968,0.013980066,0.015512918,0.011577716,0.010364686,0.014264764,0.013432073,0.010846792,0.017580271,0.010909272,0.017580271,0.010909272
32.82942,1.299967,0.012255,9.489605,0.875169,0,0,1.261493,0,0,0,1.08669,1.130201,1.16314,1.177639,1.120857,1.20295,1.19711,1.204393,1.203808,1.197466,0,0,0.032191,0,0,0,0.02561,0.013524,0.016577,0.009953,0.00841,0.014568,0.013148,0.008036,0.019597,0.007943,0,0,0.970403864,0,0,0,0.835936605,0.869407454,0.89474579,0.90589915,0.862219579,0.925369644,0.920877222,0.926479672,0.926029661,0.921151075,0,0,0.026398707,0,0,0,0.021218203,0.013244043,0.015289139,0.011469624,0.010388555,0.014201607,0.013328891,0.010700346,0.017420262,0.010618055,0.017420262,0.010618055
32.929815,1.296889,0.012125,9.503524,0.87542,0,0,1.258822,0,0,0,1.094535,1.135459,1.166841,1.181304,1.12398,1.205654,1.199828,1.207111,1.207231,1.20025,0,0,0.031832,0,0,0,0.026767,0.014218,0.016668,0.009666,0.007761,0.014645,0.013063,0.007614,0.019529,0.007426,0,0,0.970647449,0,0,0,0.843969684,0.875525199,0.899723107,0.910875179,0.866674018,0.92965088,0.925158591,0.930774338,0.930866867,0.925483985,0,0,0.026168779,0,0,0,0.022096263,0.013681886,0.015360322,0.011316955,0.0100731,0.014249985,0.013276741,0.010497362,0.017392385,0.010375698,0.017392385,0.010375698
33.030211,1.293444,0.011932,9.512079,0.875445,0,0,1.256298,0,0,0,1.098073,1.137113,1.16923,1.184621,1.127443,1.209914,1.203682,1.21165,1.212311,1.205967,0,0,0.031983,0,0,0,0.026245,0.013432,0.016722,0.010148,0.008152,0.014411,0.01333,0.007974,0.019688,0.007976,0,0,0.971281323,0,0,0,0.848952873,0.879135857,0.903966465,0.915865704,0.871659693,0.935420474,0.93060233,0.936762628,0.937273666,0.932368931,0,0,0.026300333,0,0,0,0.021749706,0.013176262,0.015384424,0.011529889,0.010216683,0.014092494,0.013412999,0.010615274,0.017505698,0.010583205,0.017505698,0.010583205
33.130607,1.291384,0.011808,9.51258,0.875615,0,0,1.25551,0,0,0,1.099506,1.139086,1.170485,1.185324,1.127684,1.208941,1.202896,1.210774,1.211234,1.20458,0,0,0.031766,0,0,0,0.026648,0.014349,0.016689,0.010138,0.008543,0.014411,0.01346,0.008333,0.019733,0.008555,0,0,0.972220501,0,0,0,0.851416775,0.882066062,0.906380287,0.917871059,0.873236775,0.93615919,0.931478166,0.937578598,0.937934805,0.932782193,0,0,0.026155464,0,0,0,0.022054932,0.013729941,0.015352458,0.011492082,0.010369044,0.014064265,0.013460275,0.01073001,0.017522688,0.010799592,0.017522688,0.010799592
33.231003,1.288497,0.011968,9.524085,0.874953,0,0,1.254608,0,0,0,1.110734,1.146303,1.175799,1.188655,1.129999,1.211026,1.204942,1.212231,1.212214,1.205266,0,0,0.031983,0,0,0,0.026079,0.014139,0.016669,0.010872,0.008842,0.014551,0.013398,0.008256,0.019814,0.008128,0,0,0.973698813,0,0,0,0.862038484,0.889643515,0.912535303,0.922512819,0.876990012,0.939874909,0.935153128,0.940810107,0.940796913,0.935404584,0,0,0.026418245,0,0,0,0.021766087,0.013736614,0.01546615,0.012025663,0.010651027,0.014273847,0.013548754,0.010835965,0.017687034,0.010736852,0.017687034,0.010736852
33.331398,1.284946,0.012092,9.549786,0.875987,0,0,1.252942,0,0,0,1.114802,1.148196,1.177838,1.191514,1.131993,1.213325,1.206724,1.213714,1.213738,1.207054,0,0,0.031911,0,0,0,0.025593,0.013243,0.016397,0.009613,0.007387,0.014176,0.013013,0.007835,0.019585,0.007779,0,0,0.975093117,0,0,0,0.867586653,0.893575294,0.916643968,0.927287217,0.880965426,0.944261471,0.93912429,0.944564207,0.944582885,0.93938111,0,0,0.026475536,0,0,0,0.021525973,0.013301522,0.015402878,0.011494193,0.010088572,0.014165942,0.013441189,0.010779205,0.017644533,0.010714333,0.017644533,0.010714333
33.431794,1.284361,0.012058,9.580281,0.875695,0,0,1.25295,0,0,0,1.118309,1.151803,1.180635,1.193495,1.133824,1.214577,1.208581,1.215841,1.215762,1.209201,0,0,0.031897,0,0,0,0.02591,0.013641,0.01697,0.009928,0.008228,0.014333,0.013185,0.007906,0.019758,0.008207,0,0,0.97554348,0,0,0,0.870712362,0.8967907,0.919239217,0.929251978,0.882792299,0.945666366,0.940997897,0.946650513,0.946589004,0.941480627,0,0,0.026469894,0,0,0,0.021766747,0.013553156,0.015781537,0.011655979,0.01047524,0.014260446,0.013543755,0.010811027,0.017765967,0.01090679,0.017765967,0.01090679
33.53219,1.282,0.011476,9.600911,0.875407,0,0,1.25084,0,0,0,1.122179,1.154203,1.182473,1.194836,1.134357,1.215183,1.208753,1.216313,1.216793,1.210266,0,0,0.031833,0,0,0,0.026706,0.013817,0.016508,0.009718,0.007312,0.014088,0.012855,0.007338,0.019372,0.007179,0,0,0.975694228,0,0,0,0.875334633,0.900314353,0.922365835,0.93200936,0.884833853,0.947880655,0.942865055,0.94876209,0.949136505,0.944045242,0,0,0.026322028,0,0,0,0.022256455,0.013457739,0.015296525,0.011272419,0.009760564,0.013883679,0.013106621,0.010241743,0.017335592,0.010137724,0.017335592,0.010137724
33.632586,1.279847,0.011518,9.605988,0.875671,0,0,1.250008,0,0,0,1.127719,1.157433,1.184562,1.196599,1.135904,1.216657,1.209768,1.216992,1.217464,1.210422,0,0,0.031426,0,0,0,0.024952,0.013056,0.016236,0.009354,0.007032,0.014109,0.012831,0.007284,0.019386,0.00716,0,0,0.976685494,0,0,0,0.881135792,0.90435263,0.925549695,0.934954725,0.887531088,0.950626911,0.945244236,0.950888661,0.951257455,0.945755235,0,0,0.0260803,0,0,0,0.021047061,0.013050052,0.015176045,0.01114516,0.00969465,0.013954178,0.01314814,0.010277274,0.017398953,0.010185302,0.017398953,0.010185302
33.732982,1.278031,0.011342,9.620291,0.876745,0,0,1.249028,0,0,0,1.132288,1.161882,1.188098,1.199391,1.138118,1.218861,1.212111,1.219014,1.219218,1.212598,0,0,0.031715,0,0,0,0.025801,0.013342,0.01636,0.009763,0.007611,0.014217,0.013025,0.007712,0.01951,0.007925,0,0,0.977306497,0,0,0,0.88596286,0.909118793,0.929631597,0.938467846,0.890524565,0.953702218,0.948420656,0.953821934,0.953981554,0.948801711,0,0,0.026287529,0,0,0,0.021665148,0.013193809,0.01522919,0.011301325,0.00989561,0.013977877,0.013217756,0.010395433,0.017456149,0.010457147,0.017456149,0.010457147
33.833377,1.276896,0.011491,9.648523,0.875648,0,0,1.247638,0,0,0,1.138088,1.164686,1.19072,1.200986,1.139695,1.219845,1.21306,1.220446,1.22069,1.214003,0,0,0.031967,0,0,0,0.025812,0.013634,0.01629,0.009528,0.007341,0.014171,0.013091,0.007491,0.019494,0.007458,0,0,0.977086623,0,0,0,0.891292635,0.912122835,0.93251134,0.940551149,0.892551155,0.955320559,0.950006892,0.955791231,0.95598232,0.950745401,0,0,0.026534202,0,0,0,0.021747795,0.013467924,0.015270119,0.011283679,0.009877683,0.014038365,0.013349073,0.010411505,0.017523835,0.01035943,0.017523835,0.01035943
33.933773,1.274188,0.011502,9.691345,0.87618,0,0,1.247265,0,0,0,1.142206,1.167683,1.1936,1.203432,1.141157,1.221026,1.214438,1.221682,1.222001,1.215588,0,0,0.031485,0,0,0,0.025507,0.01286,0.016226,0.009337,0.007207,0.014162,0.012919,0.007392,0.019403,0.007297,0,0,0.978870465,0,0,0,0.896418739,0.916413433,0.936753446,0.944469733,0.895595469,0.958277742,0.953107391,0.95879258,0.959042936,0.954009926,0,0,0.02624224,0,0,0,0.021591869,0.013049719,0.015286221,0.011242044,0.009866649,0.014084051,0.013297439,0.010419391,0.017516599,0.010342086,0.017516599,0.010342086
