time_s_	ZT	GammaT	P_C17_bar_	U_P_C17_bar_	TT_TCJ11_celsius_	U_TT_TCJ11_celsius_	P_1_EMPTY_bar_	P_2_EMPTY_bar_	P_A40_bar_	P_4_EMPTY_bar_	P_5_EMPTY_bar_	P_6_EMPTY_bar_	P_P35_bar_	P_R21_bar_	P_Q21_bar_	P_D14_bar_	P_T14_bar_	P_S14_bar_	P_F10_bar_	P_G7_bar_	P_H7_bar_	P_I7_bar_	U_P_1_EMPTY_bar_	U_P_2_EMPTY_bar_	U_P_A40_bar_	U_P_4_EMPTY_bar_	U_P_5_EMPTY_bar_	U_P_6_EMPTY_bar_	U_P_P35_bar_	U_P_R21_bar_	U_P_Q21_bar_	U_P_D14_bar_	U_P_T14_bar_	U_P_S14_bar_	U_P_F10_bar_	U_P_G7_bar_	U_P_H7_bar_	U_P_I7_bar_	Pratio_1_EMPTY	Pratio_2_EMPTY	Pratio_A40	Pratio_4_EMPTY	Pratio_5_EMPTY	Pratio_6_EMPTY	Pratio_P35	Pratio_R21	Pratio_Q21	Pratio_D14	Pratio_T14	Pratio_S14	Pratio_F10	Pratio_G7	Pratio_H7	Pratio_I7	U_Pratio_1_EMPTY	U_Pratio_2_EMPTY	U_Pratio_A40	U_Pratio_4_EMPTY	U_Pratio_5_EMPTY	U_Pratio_6_EMPTY	U_Pratio_P35	U_Pratio_R21	U_Pratio_Q21	U_Pratio_D14	U_Pratio_T14	U_Pratio_S14	U_Pratio_F10	U_Pratio_G7	U_Pratio_H7	U_Pratio_I7
1.001164	0.996645045682837	1.00983693511013	0.167706	0.012986	234.338181	1.17635	0	0	0.168407	0	0	0	0.169274	0.168464	0.167862	0.168658	0.168773	0.168145	0.168147	0.167943	0.167958	0.167864	0	0	0.033143	0	0	0	0.029341	0.012256	0.016823	0.009793	0.008479	0.017022	0.01432	0.008016	0.019341	0.009399	0	0	1.004179933932	0	0	0	1.00934969530011	1.00451981443717	1.00093019927731	1.00567660071792	1.00636232454414	1.0026176761714	1.00262960180316	1.0014131873636	1.0015026296018	1.00094212490907	0	0	0.212372312674037	0	0	0	0.191618835349523	0.106728338941046	0.126766072070059	0.0973344610935651	0.0928903181308421	0.12778645615532	0.115405777045433	0.0910905597559518	0.138975529348389	0.0956461130374768
1.101281	0.996635841992229	1.00982903001585	0.168159	0.012121	234.333402	1.147188	0	0	0.16895	0	0	0	0.168001	0.168738	0.168408	0.168559	0.169084	0.167951	0.167741	0.167814	0.167988	0.16822	0	0	0.032978	0	0	0	0.027373	0.012285	0.017825	0.009737	0.008376	0.017137	0.014781	0.008255	0.019404	0.007107	0	0	1.00470388144554	0	0	0	0.999060413061448	1.0034431698571	1.00148074144114	1.00237870111026	1.00550074631747	0.998763075422665	0.99751425733978	0.997948370292402	0.998983105275364	1.00036275191931	0	0	0.20905627761471	0	0	0	0.177998123620178	0.10280374613583	0.128246612752794	0.0925914548720917	0.0879429612168115	0.12477304582276	0.113560730922474	0.0870872329738656	0.13601501652117	0.0835798489319499
1.201397	0.996633900784356	1.00982739424094	0.168252	0.012221	234.3302	1.147642	0	0	0.16821	0	0	0	0.168604	0.168096	0.168264	0.168618	0.168428	0.167814	0.168274	0.16802	0.167906	0.1681	0	0	0.033082	0	0	0	0.02742	0.013484	0.016662	0.009757	0.008459	0.017118	0.014733	0.008626	0.019356	0.007295	0	0	0.999750374438342	0	0	0	1.00209209994532	0.999072819342415	1.00007132158904	1.00217530846587	1.00104604997266	0.997396761999857	1.00013075624658	0.99862111594513	0.997943560849202	0.99909659320543	0	0	0.209602790249599	0	0	0	0.178485632923554	0.108114610691674	0.122815128305558	0.0930683682797834	0.0883999669080424	0.124897966221796	0.113775569507534	0.0888243192907621	0.135973447541448	0.0845352518967798
1.301513	0.99664278569883	1.00983498452782	0.167818	0.012166	234.337667	1.159752	0	0	0.168101	0	0	0	0.169616	0.168674	0.168315	0.168593	0.168794	0.167822	0.167807	0.16794	0.167688	0.168278	0	0	0.032911	0	0	0	0.027123	0.012306	0.018215	0.009604	0.008601	0.017178	0.0143	0.007843	0.019365	0.007226	0	0	1.00168635068944	0	0	0	1.01071398777247	1.00510076392282	1.00296154167014	1.00461809817779	1.00581582428583	1.00002383534543	0.999934452800057	1.00072697803573	0.999225351273403	1.00274106472488	0	0	0.209124179541009	0	0	0	0.177455033492075	0.103375590470404	0.130643429236946	0.0926246615255625	0.0891270191241416	0.125433476456354	0.111874221280113	0.0862981644006767	0.136245839411111	0.0844893156239723
1.40163	0.996634532875854	1.00982804762469	0.168212	0.012252	234.322848	1.147042	0	0	0.169757	0	0	0	0.168722	0.168252	0.16793	0.168429	0.16789	0.168053	0.167995	0.168003	0.168031	0.168436	0	0	0.048481	0	0	0	0.027453	0.012099	0.016465	0.009434	0.010467	0.017113	0.01435	0.007819	0.019809	0.007964	0	0	1.00918483818039	0	0	0	1.00303188833139	1.00023779516325	0.998323544099113	1.00129003876061	0.998085748935867	0.999054764226096	0.998709961239388	0.998757520272038	0.99892397688631	1.00133165291418	0	0	0.297439418548097	0	0	0	0.178810493155615	0.102377774822021	0.121935953824363	0.092001572126096	0.0956914005495072	0.125080400758811	0.112112121943566	0.0863288713750972	0.138425729037597	0.086953252832145
1.501746	0.996638334797112	1.0098314237413	0.168016	0.012254	234.317133	1.147412	0	0	0.168641	0	0	0	0.168765	0.168155	0.167691	0.168713	0.168743	0.16801	0.167965	0.168026	0.167729	0.168311	0	0	0.032716	0	0	0	0.027046	0.013309	0.016766	0.009576	0.008397	0.017108	0.014333	0.007866	0.01958	0.007336	0	0	1.00371988382059	0	0	0	1.00445790877059	1.0008273021617	0.998065660413294	1.00414841443672	1.00432696886011	0.999964289115322	0.99969645748024	1.00005951814113	0.998291829349586	1.00175578516332	0	0	0.208025602111054	0	0	0	0.17685887692118	0.107716088358213	0.123516837054344	0.0928003551281358	0.0886745235207198	0.125247645599398	0.112220387150642	0.0866704199229078	0.137411438267967	0.0851140995735165
1.601863	0.996637035637515	1.00983028219657	0.168082	0.012169	234.318244	1.147982	0	0	0.168208	0	0	0	0.168284	0.167799	0.167881	0.168166	0.168485	0.168187	0.167972	0.168153	0.168037	0.168198	0	0	0.03291	0	0	0	0.027277	0.012565	0.016719	0.009432	0.008581	0.017181	0.014336	0.007784	0.019336	0.007138	0	0	1.00074963410716	0	0	0	1.00120179436228	0.998316297997406	0.998804155114765	1.00049975607144	1.00239763924751	1.0006246950893	0.999345557525493	1.00042241286991	0.999732273533156	1.00069013933675	0	0	0.208772800589935	0	0	0	0.177736625046252	0.103982417130995	0.122976649118892	0.091628752206396	0.0887308364782414	0.125286493399932	0.111845689522247	0.0859695004416367	0.135914780856565	0.0839783117418547
1.701979	0.996642465663264	1.0098349182792	0.167817	0.012142	234.322996	1.147049	0	0	0.168495	0	0	0	0.168587	0.168789	0.167754	0.168555	0.16841	0.168134	0.168045	0.168038	0.167915	0.168085	0	0	0.033221	0	0	0	0.027175	0.012337	0.016803	0.009671	0.008664	0.017086	0.014251	0.008154	0.019351	0.007196	0	0	1.0040401151254	0	0	0	1.00458833133711	1.00579202345412	0.999624591072418	1.00439764743739	1.00353361101676	1.00188896238164	1.00135862278553	1.00131691068247	1.00058396944291	1.00159697766019	0	0	0.21086802129509	0	0	0	0.177496858499834	0.103441363322575	0.123516691678517	0.0927472957141168	0.0890919715801472	0.124982569294293	0.111626711138886	0.0872327625847862	0.136152281407007	0.0842041170655214
1.802096	0.996626472044506	1.00982104575039	0.168615	0.012183	234.324102	1.146669	0	0	0.167613	0	0	0	0.169736	0.168215	0.168045	0.168522	0.168798	0.168003	0.167635	0.168149	0.167945	0.168155	0	0	0.033037	0	0	0	0.027271	0.012413	0.016699	0.009505	0.008408	0.017156	0.014336	0.007829	0.019326	0.007155	0	0	0.99405746819678	0	0	0	1.00664828158823	0.997627731815082	0.996619517836492	0.999448447647007	1.0010853126946	0.996370429677075	0.99418794294695	0.99723630756457	0.996026450790262	0.997271891587344	0	0	0.208681244534143	0	0	0	0.177337265454835	0.103030730821084	0.12244792154922	0.091610494812595	0.0878544916835164	0.124639828712753	0.1113049683054	0.0857180831411577	0.135336620838637	0.0836226169307946
1.902212	0.996635958741318	1.0098293447643	0.168136	0.012072	234.318552	1.147704	0	0	0.167964	0	0	0	0.168277	0.168044	0.16821	0.168577	0.168738	0.168042	0.167919	0.168019	0.168071	0.168176	0	0	0.033361	0	0	0	0.027295	0.012081	0.016732	0.00965	0.008503	0.017075	0.014342	0.007848	0.019348	0.007118	0	0	0.998977018603987	0	0	0	1.00083860684208	0.999452823904458	1.00044011990294	1.00262287671885	1.00358043488604	0.999440928771946	0.998709378122472	0.999304134748061	0.999613408193367	1.00023790265024	0	0	0.210982860214729	0	0	0	0.177532086867174	0.101549239014971	0.122730636875419	0.0920665519045472	0.0880319446571803	0.124349075440124	0.111435588828452	0.0855956943282653	0.135620895615962	0.0833653745629623
2.002328	0.996630288561074	1.0098245122301	0.168412	0.012286	234.312988	1.147477	0	0	0.168097	0	0	0	0.168766	0.168293	0.167916	0.168519	0.168706	0.168222	0.167809	0.167993	0.167846	0.168079	0	0	0.033006	0	0	0	0.027281	0.012769	0.016835	0.00954	0.008429	0.017145	0.01436	0.00779	0.019342	0.007238	0	0	0.998129586965299	0	0	0	1.00210198798185	0.999293399520224	0.997054841697741	1.00063534664988	1.00174571883239	0.998871814360022	0.996419495047859	0.99751205377289	0.996639194356697	0.998022706220459	0	0	0.209073445520867	0	0	0	0.177721813592433	0.105181542990457	0.123625795819533	0.0923992704370334	0.0885753292429306	0.125195987897683	0.112046569907707	0.0862272222071651	0.135928841737375	0.0845463093895345
