time_s_	ZT	GammaT	P_C17_bar_	U_P_C17_bar_	TT_TCJ11_celsius_	U_TT_TCJ11_celsius_	P_1_EMPTY_bar_	P_2_EMPTY_bar_	P_A40_bar_	P_4_EMPTY_bar_	P_5_EMPTY_bar_	P_6_EMPTY_bar_	P_P35_bar_	P_R21_bar_	P_Q21_bar_	P_D14_bar_	P_T14_bar_	P_S14_bar_	P_F10_bar_	P_G7_bar_	P_H7_bar_	P_I7_bar_	U_P_1_EMPTY_bar_	U_P_2_EMPTY_bar_	U_P_A40_bar_	U_P_4_EMPTY_bar_	U_P_5_EMPTY_bar_	U_P_6_EMPTY_bar_	U_P_P35_bar_	U_P_R21_bar_	U_P_Q21_bar_	U_P_D14_bar_	U_P_T14_bar_	U_P_S14_bar_	U_P_F10_bar_	U_P_G7_bar_	U_P_H7_bar_	U_P_I7_bar_	Pratio_1_EMPTY	Pratio_2_EMPTY	Pratio_A40	Pratio_4_EMPTY	Pratio_5_EMPTY	Pratio_6_EMPTY	Pratio_P35	Pratio_R21	Pratio_Q21	Pratio_D14	Pratio_T14	Pratio_S14	Pratio_F10	Pratio_G7	Pratio_H7	Pratio_I7	U_Pratio_1_EMPTY	U_Pratio_2_EMPTY	U_Pratio_A40	U_Pratio_4_EMPTY	U_Pratio_5_EMPTY	U_Pratio_6_EMPTY	U_Pratio_P35	U_Pratio_R21	U_Pratio_Q21	U_Pratio_D14	U_Pratio_T14	U_Pratio_S14	U_Pratio_F10	U_Pratio_G7	U_Pratio_H7	U_Pratio_I7
0	0.999984185595341	1.19961800117169	0.117685	0.011466	19.551375	0.88275	0	0	0.11893	0	0	0	0.117608	0.11734	0.117754	0.118229	0.118506	0.118315	0.117849	0.118009	0.118235	0.118228	0	0	0.033912	0	0	0	0.02472	0.014195	0.015617	0.008649	0.007117	0.013836	0.012936	0.006817	0.019217	0.006788	0	0	1.01057908824404	0	0	0	0.9993457110082	0.99706844542635	1.00058631091473	1.00462250924077	1.00697625015932	1.00535327356927	1.00139355057994	1.00275311212134	1.00467349279857	1.00461401198114	0	0	0.304516138456316	0	0	0	0.231521179088	0.15487348231587	0.164661469154683	0.122399655555418	0.115250399161926	0.153025100805452	0.14697457386023	0.113579325863799	0.190382985438244	0.113610013516786
0.100369	0.999984148809023	1.19961820919587	0.117835	0.011216	19.55143	0.882664	0	0	0.118057	0	0	0	0.117726	0.117582	0.117548	0.118413	0.118331	0.118486	0.118356	0.118169	0.117976	0.117913	0	0	0.03549	0	0	0	0.024838	0.014766	0.015878	0.00876	0.007435	0.01394	0.01298	0.006837	0.019366	0.006726	0	0	1.00188399032546	0	0	0	0.999074977723087	0.997852929944414	0.99756439088556	1.00490516400051	1.0042092756821	1.00552467433275	1.00442143675478	1.00283447193109	1.00119658844995	1.00066194254678	0	0	0.315920670296447	0	0	0	0.231244633841183	0.157238419786498	0.164841916043996	0.1211433137618	0.114532133126482	0.15216930214231	0.14585673319927	0.111704730913961	0.189979189282821	0.111040923785341
0.200738	0.999984174111967	1.19961806278503	0.117734	0.011175	19.551887	0.882753	0	0	0.117555	0	0	0	0.11657	0.11782	0.117867	0.118061	0.118393	0.117954	0.118347	0.118001	0.118213	0.118023	0	0	0.038456	0	0	0	0.025692	0.016754	0.016025	0.008624	0.007177	0.014039	0.012873	0.006866	0.019265	0.006769	0	0	0.998479623558191	0	0	0	0.990113306266669	1.00073046018992	1.00112966517743	1.00277744746632	1.00559736354834	1.00186861909049	1.00520665228396	1.00226782407801	1.00406849338339	1.00245468598706	0	0	0.340106017699455	0	0	0	0.237596990249896	0.171093113025357	0.166000373244857	0.120103967197089	0.113254130683822	0.152518816308924	0.145115591517811	0.111584907908054	0.189362232121906	0.111171714944313
0.301107	0.999984197050754	1.19961794142674	0.117635	0.011199	19.550609	0.88339	0	0	0.118663	0	0	0	0.116652	0.118308	0.11816	0.118032	0.117724	0.118111	0.118496	0.118009	0.11807	0.118233	0	0	0.03998	0	0	0	0.029532	0.015306	0.017733	0.008604	0.00755	0.0141	0.012739	0.006794	0.019169	0.006724	0	0	1.00873889573681	0	0	0	0.991643643473456	1.00572108641136	1.00446295745314	1.00337484592171	1.0007565775492	1.00404641475751	1.00731925022315	1.0031793258809	1.0036978790326	1.00508352106091	0	0	0.353172032662488	0	0	0	0.268211491877843	0.161545722409785	0.178518066355364	0.120308917808626	0.114875036095779	0.153309305328621	0.144650354706697	0.111609283532903	0.188902566360291	0.111458108619562
0.401476	0.99998421284593	1.19961784842613	0.117573	0.011211	19.551133	0.8825	0	0	0.119386	0	0	0	0.117026	0.118093	0.116721	0.118128	0.118	0.118081	0.11847	0.118099	0.118246	0.118071	0	0	0.03477	0	0	0	0.027975	0.013158	0.018406	0.00877	0.009978	0.014018	0.012963	0.006782	0.019147	0.006773	0	0	1.01542020702032	0	0	0	0.995347571296131	1.00442278414262	0.992753438289403	1.00472047153683	1.00363178620942	1.00432071989317	1.00762930264602	1.00447381626734	1.00572410332304	1.00423566635197	0	0	0.311178063968669	0	0	0	0.2561679897496	0.147300778305914	0.18294468401514	0.121417861219924	0.127909214010587	0.152926007831765	0.146245355078527	0.111808745970083	0.188990640035855	0.111749813922988
0.501845	0.99998413978314	1.1996182675619	0.117867	0.011357	19.550352	0.882624	0	0	0.119251	0	0	0	0.11797	0.118206	0.118124	0.118145	0.117988	0.117892	0.118362	0.118093	0.118101	0.11813	0	0	0.034028	0	0	0	0.024667	0.014443	0.017646	0.008987	0.010153	0.014102	0.013322	0.006804	0.019298	0.006759	0	0	1.01174204824081	0	0	0	1.00087386630694	1.00287612308789	1.0021804236979	1.00235859061485	1.00102658080718	1.00021210347256	1.00419964875665	1.00191741539192	1.00198528850314	1.00223132853131	0	0	0.304713258752685	0	0	0	0.230429565818844	0.156053898142221	0.178151937092182	0.12305124473648	0.129318376062882	0.1536314688658	0.148785471279829	0.112481560807701	0.190072527530666	0.112312110511382
0.602214	0.999984230222726	1.19961772585171	0.117518	0.011248	19.55472	0.882961	0	0	0.119623	0	0	0	0.116806	0.117209	0.117765	0.117905	0.118419	0.118644	0.117754	0.118053	0.117813	0.118145	0	0	0.033718	0	0	0	0.024647	0.015221	0.015748	0.009505	0.006926	0.016426	0.01297	0.006897	0.019406	0.006905	0	0	1.01791214962814	0	0	0	0.99394135366497	0.997370615565275	1.00210180568083	1.00329311254446	1.00766691060093	1.00958151091748	1.00200820299869	1.00455249408601	1.00251025374836	1.00533535288211	0	0	0.303008081163501	0	0	0	0.23029720316039	0.160898873198259	0.164793411412204	0.125551528335593	0.113028316107979	0.169924203336729	0.146213811702102	0.112645297808565	0.190986008028763	0.112744723261492
0.702583	0.999984179213651	1.19961802659378	0.117718	0.011413	19.552972	0.882588	0	0	0.118961	0	0	0	0.117087	0.118102	0.118088	0.118274	0.118272	0.11854	0.118372	0.118009	0.118285	0.118219	0	0	0.033703	0	0	0	0.02473	0.015279	0.015787	0.01065	0.007053	0.015957	0.01265	0.007442	0.019145	0.007437	0	0	1.0105591328429	0	0	0	0.994639732241458	1.0032620329941	1.00314310470786	1.00472315193938	1.0047061621842	1.00698278937801	1.00555564994308	1.00247200937834	1.00481659559286	1.004255933672	0	0	0.302603004410545	0	0	0	0.231153844094026	0.16219557852873	0.165662320082666	0.13294209794115	0.114359567911089	0.167050828787073	0.145093506218054	0.115943322544148	0.189579595684638	0.116065218712448
0.802952	0.999984216914019	1.1996178183921	0.117561	0.012595	19.552172	0.883281	0	0	0.118781	0	0	0	0.11704	0.118061	0.117735	0.118642	0.118247	0.1183	0.118268	0.118273	0.118191	0.118297	0	0	0.033749	0	0	0	0.024728	0.012781	0.015648	0.011257	0.006808	0.014257	0.012673	0.00721	0.019114	0.008085	0	0	1.01037759120797	0	0	0	0.995568258180859	1.00425311115081	1.00148008268048	1.00919522630804	1.00583526849891	1.00628609828089	1.00601389916724	1.00605643027875	1.00535892005002	1.00626057961399	0	0	0.306806902642389	0	0	0	0.2358395309306	0.15295602934917	0.170965304756829	0.144426747012788	0.12233581216816	0.162265353134677	0.152437747752495	0.124011694074812	0.19502892249293	0.127874792568914
0.903321	0.999984112355266	1.19961844372265	0.117965	0.013232	19.547252	0.886212	0	0	0.118907	0	0	0	0.117584	0.118225	0.117655	0.118251	0.117991	0.118166	0.118495	0.11799	0.11815	0.118066	0	0	0.033712	0	0	0	0.024515	0.012624	0.01572	0.008663	0.006885	0.013836	0.012624	0.007067	0.019111	0.007601	0	0	1.00798541940406	0	0	0	0.996770228457593	1.00220404357225	0.99737210189463	1.00242444792947	1.00022040435722	1.00170389522316	1.00449285805112	1.00021192726656	1.00156826177256	1.00085618615691	0	0	0.307333084416213	0	0	0	0.235983370535537	0.155208062997375	0.173994266792056	0.134297931269575	0.126466782432339	0.162423774543862	0.155394114215121	0.127185329011615	0.197147631069548	0.129441861664688
