Time_Iter,Outer_Iter,Inner_Iter,rms[Rho],rms[RhoU],rms[RhoV],rms[RhoE],rms[nu],
,0,0,2333,-2.738061142,-0.6419702085,-0.8040928578,3.358803199,-6.873173304
,0,0,2334,-2.73833303,-0.642664356,-0.8070767737,3.358512279,-6.873138874
,0,0,2335,-2.738217889,-0.6423393223,-0.8057675182,3.358634339,-6.87310448
,0,0,2336,-2.738195552,-0.6423392127,-0.805887494,3.358656795,-6.87307011
,0,0,2337,-2.738014869,-0.6420875992,-0.8045122103,3.358851363,-6.873035737
,0,0,2338,-2.738207985,-0.6424764452,-0.8064728043,3.358643796,-6.873001353
,0,0,2339,-2.738113677,-0.6421913933,-0.8048206447,3.358743648,-6.872967005
,0,0,2340,-2.738155304,-0.642288668,-0.8046243109,3.358695026,-6.872932649
,0,0,2341,-2.737962458,-0.6421559685,-0.8043580286,3.358902665,-6.872898298
,0,0,2342,-2.738251981,-0.6429905744,-0.8082726666,3.358585647,-6.872863974
,0,0,2343,-2.738101993,-0.6424972714,-0.8062485595,3.358746475,-6.872829645
,0,0,2344,-2.738115808,-0.6425870593,-0.8064339408,3.358727876,-6.872795343
,0,0,2345,-2.737915084,-0.6423706463,-0.8051936264,3.358942342,-6.872761027
,0,0,2346,-2.737856045,-0.6415323506,-0.801522716,3.359003044,-6.872726713
,0,0,2347,-2.737728523,-0.6411196766,-0.7992504972,3.359140229,-6.872692375
,0,0,2348,-2.738041035,-0.6424017339,-0.8044639949,3.358803827,-6.872658055
,0,0,2349,-2.738164588,-0.6431970312,-0.8083175354,3.358669979,-6.872623762
,0,0,2350,-2.738189452,-0.6432961027,-0.8088853732,3.358641443,-6.872589524
,0,0,2351,-2.738055067,-0.6427507064,-0.8067020732,3.358783282,-6.87255533
,0,0,2352,-2.737959207,-0.6424560933,-0.8051888279,3.358884333,-6.872521129
,0,0,2353,-2.738000861,-0.6430995436,-0.8074359058,3.358836899,-6.872486923
,0,0,2354,-2.737985808,-0.6430470707,-0.8072216154,3.358845704,-6.87245279
,0,0,2355,-2.738076588,-0.6433202276,-0.8086347926,3.35875271,-6.872418622
,0,0,2356,-2.738067129,-0.6431905258,-0.8081809045,3.358762404,-6.872384467
,0,0,2357,-2.737844696,-0.6426040497,-0.8053898446,3.358999621,-6.872350306
,0,0,2358,-2.737837281,-0.642407791,-0.8040245454,3.359007153,-6.872316138
,0,0,2359,-2.737618294,-0.6417717696,-0.8017220744,3.359239729,-6.872281992
,0,0,2360,-2.737862703,-0.6427001414,-0.8055752089,3.358977236,-6.872247872
,0,0,2361,-2.7377593,-0.6426275171,-0.8053080913,3.359087586,-6.872213757
,0,0,2362,-2.737980853,-0.6433131195,-0.8079646058,3.358850905,-6.872179669
,0,0,2363,-2.737956414,-0.6434199577,-0.8081678105,3.358875741,-6.872145579
,0,0,2364,-2.737844643,-0.64291382,-0.8066064296,3.358994009,-6.872111511
,0,0,2365,-2.73766385,-0.6426204941,-0.8050462118,3.359185949,-6.872077456
,0,0,2366,-2.737752223,-0.6427161487,-0.8049164193,3.359091556,-6.872043433
,0,0,2367,-2.737633996,-0.642465484,-0.8041392576,3.359214926,-6.872009396
,0,0,2368,-2.737711762,-0.6424224538,-0.8036311239,3.359131311,-6.87197539
,0,0,2369,-2.737546751,-0.642171399,-0.8024117852,3.359305678,-6.871941391
,0,0,2370,-2.737661569,-0.6426633992,-0.8046255649,3.359180899,-6.871907403
,0,0,2371,-2.737578082,-0.6425596365,-0.8046388955,3.359268353,-6.871873455
,0,0,2372,-2.737677068,-0.64279257,-0.8054281028,3.359161325,-6.871839505
,0,0,2373,-2.73762311,-0.6426592581,-0.8046795206,3.359217647,-6.871805611
,0,0,2374,-2.737621352,-0.6426594104,-0.8040773934,3.35921971,-6.871771716
,0,0,2375,-2.737563487,-0.6426303929,-0.8044936421,3.359279292,-6.871737809
,0,0,2376,-2.737651547,-0.6432330928,-0.8064911099,3.359184132,-6.871703902
,0,0,2377,-2.73748812,-0.6428298066,-0.8048422541,3.359359066,-6.871669981
,0,0,2378,-2.73748787,-0.6422881546,-0.8022476837,3.359361374,-6.871636089
,0,0,2379,-2.737402869,-0.6420621934,-0.8013059152,3.359453601,-6.871602253
,0,0,2380,-2.737616955,-0.6428492659,-0.8047092155,3.359225949,-6.871568445
,0,0,2381,-2.73751169,-0.6428625653,-0.8046903829,3.359339085,-6.871534637
,0,0,2382,-2.737547678,-0.6428578068,-0.8047120198,3.35930146,-6.871500864
,0,0,2383,-2.737582339,-0.6428412763,-0.8047629855,3.359265662,-6.871467068
,0,0,2384,-2.737764723,-0.6435428716,-0.8076028691,3.359071585,-6.871433283
,0,0,2385,-2.737545748,-0.6430105608,-0.8052920435,3.359306773,-6.871399501
,0,0,2386,-2.737379511,-0.6423648562,-0.8018649747,3.359485804,-6.871365718
,0,0,2387,-2.73722541,-0.6418413906,-0.7997366172,3.359651381,-6.871331948
,0,0,2388,-2.737372235,-0.6423593211,-0.8018488514,3.359495221,-6.871298186
,0,0,2389,-2.737299905,-0.6423164776,-0.801656952,3.359573345,-6.871264466
,0,0,2390,-2.73751173,-0.6432023756,-0.8054302579,3.359346923,-6.871230771
,0,0,2391,-2.737636148,-0.6437032642,-0.8075518128,3.359214682,-6.871197065
,0,0,2392,-2.737618379,-0.6439794948,-0.8082530474,3.359234442,-6.871163355
,0,0,2393,-2.737512854,-0.6438629117,-0.8072500845,3.35934817,-6.871129679
,0,0,2394,-2.737543329,-0.6435603765,-0.8067843264,3.359315914,-6.871096023
,0,0,2395,-2.737427293,-0.6431120309,-0.804811115,3.35944142,-6.871062383
,0,0,2396,-2.737375943,-0.6426273168,-0.8022460447,3.359498472,-6.871028726
,0,0,2397,-2.737122784,-0.642391591,-0.800714217,3.359770926,-6.870995091
,0,0,2398,-2.737574756,-0.6436908514,-0.8064971309,3.359289629,-6.870961493
,0,0,2399,-2.737525277,-0.6432653564,-0.8048849071,3.359344805,-6.870927887
,0,0,2400,-2.737524162,-0.6433610897,-0.8051675288,3.359347494,-6.870894268
,0,0,2401,-2.737175106,-0.6425262735,-0.8016390264,3.359721032,-6.870860676
,0,0,2402,-2.737386816,-0.6433567466,-0.8049211178,3.359495175,-6.87082712
,0,0,2403,-2.737203738,-0.642475891,-0.801246911,3.359691954,-6.870793558
,0,0,2404,-2.737534756,-0.6438347154,-0.8065178716,3.359339303,-6.870759996
,0,0,2405,-2.737553755,-0.6440283879,-0.8074981159,3.359319311,-6.870726497
,0,0,2406,-2.737352019,-0.6433620348,-0.8048381426,3.35953559,-6.87069301
,0,0,2407,-2.737356195,-0.6433529557,-0.8042286857,3.359532539,-6.870659518
,0,0,2408,-2.737333082,-0.6432828415,-0.8040759422,3.359557423,-6.870626061
,0,0,2409,-2.737187828,-0.6431600426,-0.8033814152,3.359712697,-6.87059258
,0,0,2410,-2.737434797,-0.6438767125,-0.8060725749,3.359449717,-6.870559081
,0,0,2411,-2.737309859,-0.6433723603,-0.8041845808,3.359582584,-6.870525576
,0,0,2412,-2.737329613,-0.6434787311,-0.8044521504,3.359560254,-6.870492118
,0,0,2413,-2.737064006,-0.64275305,-0.8009378327,3.359842777,-6.870458651
,0,0,2414,-2.737241148,-0.6431257272,-0.8028270305,3.359652488,-6.870425261
,0,0,2415,-2.73729541,-0.6435289032,-0.803982013,3.359593856,-6.870391868
,0,0,2416,-2.73730777,-0.6435841075,-0.8044820175,3.359578706,-6.870358489
,0,0,2417,-2.737184122,-0.643390647,-0.8036662754,3.359708764,-6.870325117
,0,0,2418,-2.737300197,-0.6437691224,-0.805134303,3.359583125,-6.870291756
,0,0,2419,-2.737261985,-0.6435635456,-0.8042156383,3.359622576,-6.870258443
,0,0,2420,-2.737157222,-0.6429754122,-0.8014293031,3.359733754,-6.870225171
,0,0,2421,-2.737092336,-0.6433441648,-0.8025529048,3.359802601,-6.870191873
,0,0,2422,-2.737276416,-0.6437450664,-0.8043327317,3.359605748,-6.870158573
,0,0,2423,-2.737226371,-0.6436909523,-0.8038194943,3.359657894,-6.870125269
,0,0,2424,-2.737240172,-0.6436028531,-0.8035186124,3.359642296,-6.870091986
,0,0,2425,-2.737129595,-0.6435385025,-0.8031659203,3.359758133,-6.870058726
,0,0,2426,-2.737043787,-0.6429360432,-0.8016240755,3.35984811,-6.870025462
,0,0,2427,-2.737195672,-0.6436915319,-0.803904704,3.359683948,-6.869992199
,0,0,2428,-2.737078021,-0.6430457253,-0.8011799807,3.359808885,-6.869958911
,0,0,2429,-2.7373506,-0.6446332529,-0.8068488865,3.359516321,-6.869925672
,0,0,2430,-2.737045887,-0.6432745062,-0.8019177108,3.359843503,-6.869892452
,0,0,2431,-2.736976447,-0.6430522193,-0.8004264399,3.35992036,-6.869859254
,0,0,2432,-2.737257433,-0.6440050306,-0.8043954972,3.359621264,-6.869826125
,0,0,2433,-2.737286683,-0.644459664,-0.8061654351,3.359590578,-6.869792962
,0,0,2434,-2.737234362,-0.6442407399,-0.8054766297,3.359647837,-6.869759815
,0,0,2435,-2.737123031,-0.6434366494,-0.8017788397,3.359768067,-6.869726686
,0,0,2436,-2.73713066,-0.6438341247,-0.8028444579,3.359759876,-6.869693574
,0,0,2437,-2.737097291,-0.6439133207,-0.8034257054,3.359795288,-6.869660468
,0,0,2438,-2.737192069,-0.6441859928,-0.8045140306,3.359694851,-6.869627357
,0,0,2439,-2.737161791,-0.6440235677,-0.8038028568,3.359728248,-6.86959425
,0,0,2440,-2.737163616,-0.6441069321,-0.8040247316,3.35972705,-6.869561185
,0,0,2441,-2.73719561,-0.6439607117,-0.8037557585,3.359694031,-6.869528123
,0,0,2442,-2.737240462,-0.6442657181,-0.8050714971,3.359646844,-6.869495065
,0,0,2443,-2.737004762,-0.6433684319,-0.8005196052,3.359900599,-6.869462023
,0,0,2444,-2.737129441,-0.6440018313,-0.8027770263,3.359768704,-6.869428963
,0,0,2445,-2.737198389,-0.6440790485,-0.8032280875,3.359696997,-6.869395945
,0,0,2446,-2.737291362,-0.6443404895,-0.8049198817,3.359597999,-6.86936296
,0,0,2447,-2.737256451,-0.6441782069,-0.8042092667,3.359636871,-6.869329983
,0,0,2448,-2.737233379,-0.6442222305,-0.8043189873,3.359663332,-6.869297005
,0,0,2449,-2.737210394,-0.6441820465,-0.8038851428,3.359677541,-6.869264011
,0,0,2450,-2.737318427,-0.6440810368,-0.802904193,3.359575969,-6.869231047
,0,0,2451,-2.737271153,-0.6440185439,-0.8026393585,3.359627713,-6.869198075
,0,0,2452,-2.737342882,-0.6443645496,-0.8039989187,3.359552308,-6.869165158
,0,0,2453,-2.737231351,-0.644204212,-0.8035310442,3.359673453,-6.869132251
,0,0,2454,-2.73722465,-0.6443947445,-0.804144705,3.359683575,-6.869099362
,0,0,2455,-2.737243018,-0.6443421259,-0.8038063144,3.359666314,-6.869066498
,0,0,2456,-2.737241129,-0.6443490029,-0.8037186287,3.359671817,-6.869033645
,0,0,2457,-2.737237167,-0.6443113152,-0.8033104438,3.359679814,-6.869000795
,0,0,2458,-2.737223527,-0.6441775012,-0.8026450385,3.35969592,-6.868967955
,0,0,2459,-2.737232391,-0.6442484122,-0.8029574059,3.359687222,-6.868935131
,0,0,2460,-2.737271304,-0.6445911762,-0.8043880274,3.359646282,-6.868902322
,0,0,2461,-2.737206512,-0.6442945472,-0.8027696051,3.359716634,-6.868869528
,0,0,2462,-2.737230534,-0.6445250024,-0.8036469625,3.359690674,-6.86883675
,0,0,2463,-2.737229508,-0.6443598719,-0.8031040172,3.359691779,-6.868804003
,0,0,2464,-2.737231448,-0.6444682586,-0.8035087776,3.359689707,-6.868771277
,0,0,2465,-2.737169009,-0.6444477632,-0.8029812227,3.359757632,-6.868738523
,0,0,2466,-2.737268281,-0.6446935218,-0.8044295794,3.359651997,-6.86870577
,0,0,2467,-2.737153281,-0.6439277434,-0.8007728539,3.359775035,-6.868673001
,0,0,2468,-2.737170835,-0.6441214443,-0.8007978001,3.359756911,-6.868640267
,0,0,2469,-2.737198951,-0.6444275555,-0.8024333439,3.359725433,-6.868607551
,0,0,2470,-2.737293626,-0.6449003035,-0.8046693335,3.359622605,-6.868574828
,0,0,2471,-2.737257062,-0.6446418523,-0.8036607924,3.359659593,-6.868542105
,0,0,2472,-2.737164253,-0.6446640244,-0.8032692161,3.359756793,-6.868509363
,0,0,2473,-2.737047968,-0.6443958609,-0.8022819868,3.359880474,-6.868476642
,0,0,2474,-2.737263599,-0.6448189154,-0.8039045748,3.359652626,-6.868443929
,0,0,2475,-2.737265234,-0.6446924298,-0.8035802271,3.359651612,-6.868411237
,0,0,2476,-2.737153014,-0.6440578025,-0.8001650104,3.359774027,-6.868378571
,0,0,2477,-2.737086389,-0.6442853771,-0.8006849378,3.35984664,-6.86834593
,0,0,2478,-2.73728357,-0.6448665807,-0.8036070809,3.359636853,-6.868313283
,0,0,2479,-2.737328454,-0.6446930501,-0.8029463234,3.359590402,-6.868280659
,0,0,2480,-2.737337576,-0.6447739901,-0.8033051547,3.359580949,-6.868248038
,0,0,2481,-2.737251848,-0.6446361078,-0.8026042285,3.359673552,-6.86821542
,0,0,2482,-2.737306627,-0.644959688,-0.8039648385,3.359615585,-6.868182787
,0,0,2483,-2.73728451,-0.6449188481,-0.8031144457,3.359640968,-6.868150175
,0,0,2484,-2.737279259,-0.6449125328,-0.8032062454,3.359647668,-6.868117602
,0,0,2485,-2.737146658,-0.6448110403,-0.8028489367,3.359790067,-6.868085008
,0,0,2486,-2.73730634,-0.6449144215,-0.8029424766,3.359622184,-6.868052445
,0,0,2487,-2.737283837,-0.6448242296,-0.8021159055,3.359648659,-6.868019899
,0,0,2488,-2.737284392,-0.6449183726,-0.8028195416,3.35964914,-6.867987385
,0,0,2489,-2.737265152,-0.6449524097,-0.8029956221,3.35967061,-6.867954897
,0,0,2490,-2.737313615,-0.6449690403,-0.8033415202,3.359619805,-6.867922383
,0,0,2491,-2.737310628,-0.6449108425,-0.8021989298,3.359624933,-6.867889868
,0,0,2492,-2.737030681,-0.644227981,-0.7994372529,3.359925085,-6.867857365
,0,0,2493,-2.737267928,-0.6453596813,-0.8037213526,3.35967256,-6.867824862
,0,0,2494,-2.737294876,-0.6451007735,-0.8030366627,3.35964545,-6.867792368
,0,0,2495,-2.737552304,-0.6459968296,-0.8064901269,3.35937188,-6.867759866
,0,0,2496,-2.737483104,-0.6455323549,-0.8041235562,3.359448095,-6.867727371
,0,0,2497,-2.73729073,-0.6454228292,-0.8035463325,3.359647718,-6.867694913
,0,0,2498,-2.737214271,-0.644751146,-0.8011664979,3.35973631,-6.867662455
,0,0,2499,-2.737462496,-0.6453284826,-0.8034798591,3.359473885,-6.86763002
,0,0,2500,-2.737511597,-0.6455144073,-0.803785873,3.359425191,-6.867597585
,0,0,2501,-2.737478279,-0.6455663742,-0.8038730137,3.359463256,-6.867565155
,0,0,2502,-2.737435103,-0.6454913928,-0.8034504982,3.359511426,-6.867532739
,0,0,2503,-2.737407964,-0.645393693,-0.8028920905,3.359542093,-6.867500352
,0,0,2504,-2.737384466,-0.6454793541,-0.8028260822,3.359563173,-6.867467994
,0,0,2505,-2.737279954,-0.6454567276,-0.802575596,3.35968176,-6.867435652
,0,0,2506,-2.737548214,-0.64611763,-0.8053283787,3.359396851,-6.867403278
,0,0,2507,-2.737480983,-0.6456053812,-0.8031812644,3.359469961,-6.8673709
,0,0,2508,-2.737485005,-0.6456433601,-0.802975669,3.359467499,-6.867338501
,0,0,2509,-2.737442281,-0.6454088985,-0.8020814497,3.359515144,-6.867306109
,0,0,2510,-2.737501334,-0.6457426104,-0.8030143797,3.359454059,-6.867273748
,0,0,2511,-2.737705365,-0.6464855856,-0.8055773338,3.359238449,-6.867241406
,0,0,2512,-2.737691725,-0.6465397642,-0.8062647091,3.359252678,-6.867209066
,0,0,2513,-2.737479699,-0.646124701,-0.804405844,3.359477402,-6.867176751
,0,0,2514,-2.737374771,-0.645258058,-0.8006524321,3.359590286,-6.867144434
,0,0,2515,-2.73747235,-0.6456828466,-0.8019618799,3.359485463,-6.86711213
,0,0,2516,-2.7375687,-0.6460714807,-0.8037134919,3.359379751,-6.867079832
,0,0,2517,-2.737672027,-0.6466749935,-0.8062126209,3.359270485,-6.867047577
,0,0,2518,-2.737729269,-0.6467418213,-0.8059798598,3.359210668,-6.867015301
,0,0,2519,-2.737734371,-0.6466977492,-0.8058499485,3.359205532,-6.866983016
,0,0,2520,-2.737643005,-0.6461644615,-0.8037446648,3.359303703,-6.866950767
,0,0,2521,-2.737501007,-0.6459746556,-0.8022854521,3.359456889,-6.866918522
,0,0,2522,-2.737571057,-0.6459900646,-0.802174178,3.359383589,-6.866886265
,0,0,2523,-2.737497676,-0.6459275232,-0.8019288299,3.359462371,-6.866854001
,0,0,2524,-2.737800598,-0.6468433999,-0.8056169598,3.359139989,-6.866821748
,0,0,2525,-2.737553163,-0.646188824,-0.8027343669,3.359407001,-6.866789501
,0,0,2526,-2.737635511,-0.6462559161,-0.8028853803,3.359321341,-6.866757272
,0,0,2527,-2.737425001,-0.6455500247,-0.8002338625,3.359547061,-6.866725034
,0,0,2528,-2.737648333,-0.6463303617,-0.8029469058,3.359309245,-6.866692799
,0,0,2529,-2.737740608,-0.6469409612,-0.8050698586,3.359212148,-6.866660551
,0,0,2530,-2.737875929,-0.6471564405,-0.8060588483,3.359068631,-6.866628289
,0,0,2531,-2.737932278,-0.6474509375,-0.8067964813,3.359008803,-6.866596032
,0,0,2532,-2.737754616,-0.6464871711,-0.8030797997,3.359200446,-6.866563773
,0,0,2533,-2.737579234,-0.6463083062,-0.8017843008,3.359388035,-6.866531574
,0,0,2534,-2.737653634,-0.6463311338,-0.8022553242,3.359308434,-6.866499375
,0,0,2535,-2.737622616,-0.646304343,-0.8021880095,3.359342045,-6.866467204
,0,0,2536,-2.737907744,-0.6472143865,-0.8057095424,3.359037855,-6.866435001
,0,0,2537,-2.737657009,-0.6465247936,-0.8023002102,3.359306574,-6.866402818
,0,0,2538,-2.737554714,-0.6458322498,-0.7996641779,3.359416959,-6.866370656
,0,0,2539,-2.737416056,-0.6458105849,-0.7990387852,3.359565691,-6.866338464
,0,0,2540,-2.737783048,-0.6466582001,-0.8028714798,3.359173651,-6.866306276
,0,0,2541,-2.737631841,-0.6467675907,-0.8025962479,3.359335068,-6.866274115
,0,0,2542,-2.737871462,-0.6473337878,-0.8051536882,3.359079342,-6.866241982
,0,0,2543,-2.737835462,-0.6473345858,-0.8050092566,3.35911809,-6.866209851
,0,0,2544,-2.737749305,-0.6466769257,-0.8024993002,3.359211204,-6.866177728
,0,0,2545,-2.737741311,-0.6466676928,-0.801677475,3.359221712,-6.866145609
,0,0,2546,-2.737773457,-0.6466107522,-0.8020112292,3.359187747,-6.866113475
,0,0,2547,-2.737748343,-0.6466152883,-0.8019353458,3.359215371,-6.866081367
,0,0,2548,-2.737938493,-0.6472213958,-0.8042127895,3.359012831,-6.866049279
,0,0,2549,-2.737834481,-0.6468189965,-0.802122131,3.359125602,-6.866017175
,0,0,2550,-2.737840662,-0.6468708608,-0.802364844,3.359118766,-6.865985062
,0,0,2551,-2.737660103,-0.6461409591,-0.7992135553,3.359312128,-6.865952953
,0,0,2552,-2.737819039,-0.6465176019,-0.8004501373,3.359142432,-6.865920842
,0,0,2553,-2.737781458,-0.6466392759,-0.8007163418,3.359181995,-6.865888733
,0,0,2554,-2.738033308,-0.64761886,-0.8051421404,3.358911166,-6.865856625
,0,0,2555,-2.738064197,-0.6477278786,-0.8055084127,3.358877475,-6.865824544
,0,0,2556,-2.737777878,-0.6463356067,-0.8007246003,3.359183511,-6.865792484
,0,0,2557,-2.737905171,-0.6470018489,-0.8021778886,3.359047522,-6.865760399
,0,0,2558,-2.737653,-0.6461450709,-0.798507236,3.359316756,-6.865728308
,0,0,2559,-2.737986033,-0.6472896695,-0.8024078092,3.358961432,-6.865696211
,0,0,2560,-2.73795196,-0.647098379,-0.8021267307,3.35899702,-6.865664124
,0,0,2561,-2.738142087,-0.6479046292,-0.8051651652,3.358793341,-6.865632011
,0,0,2562,-2.73813986,-0.6479438953,-0.8053222478,3.35879547,-6.865599898
,0,0,2563,-2.73795916,-0.6472052591,-0.8023549087,3.358988767,-6.865567817
,0,0,2564,-2.737865546,-0.6466080879,-0.7999100941,3.359089097,-6.865535709
,0,0,2565,-2.73777056,-0.6464302755,-0.7986221126,3.359190124,-6.865503621
,0,0,2566,-2.738025337,-0.6474175522,-0.8023893312,3.358917165,-6.865471514
,0,0,2567,-2.738114841,-0.6477261137,-0.8038962184,3.358821041,-6.865439433
,0,0,2568,-2.738201676,-0.6480045297,-0.8049099885,3.358727975,-6.865407352
,0,0,2569,-2.738062614,-0.6474975825,-0.8023974614,3.358876389,-6.865375277
,0,0,2570,-2.737912112,-0.64686416,-0.8000388667,3.359036002,-6.865343243
,0,0,2571,-2.738036453,-0.6474001833,-0.8020241684,3.358902106,-6.865311187
,0,0,2572,-2.738107452,-0.647500082,-0.8023110773,3.358826268,-6.865279123
,0,0,2573,-2.73819981,-0.6481672912,-0.8043512929,3.358727675,-6.865247072
,0,0,2574,-2.738266643,-0.64824646,-0.8049994996,3.358655668,-6.865215037
,0,0,2575,-2.738157788,-0.6476858741,-0.8030761998,3.358771494,-6.865182989
,0,0,2576,-2.738044364,-0.6470984992,-0.8006256944,3.35889279,-6.865150952
,0,0,2577,-2.738074426,-0.6475902052,-0.8017945163,3.35886061,-6.865118899
,0,0,2578,-2.738123913,-0.6476606439,-0.8021515571,3.358808173,-6.865086828
,0,0,2579,-2.738337897,-0.6483489117,-0.805039346,3.358580097,-6.865054764
,0,0,2580,-2.738395912,-0.6484263044,-0.8050881075,3.358518781,-6.865022724
,0,0,2581,-2.738281066,-0.6483539345,-0.8046144979,3.358641313,-6.864990684
,0,0,2582,-2.738249412,-0.6478869078,-0.8029469564,3.358676178,-6.864958645
,0,0,2583,-2.73818278,-0.6476510545,-0.8017749554,3.358747357,-6.864926608
,0,0,2584,-2.738233926,-0.6476797066,-0.801749357,3.358693601,-6.86489457
,0,0,2585,-2.738098027,-0.6475846264,-0.8013344171,3.358838607,-6.864862582
,0,0,2586,-2.738343607,-0.648222898,-0.8039191824,3.358576581,-6.864830572
,0,0,2587,-2.738257565,-0.6477314599,-0.8017569576,3.358669931,-6.864798546
,0,0,2588,-2.738242156,-0.6476615526,-0.801215309,3.358686746,-6.864766498
,0,0,2589,-2.737941562,-0.6473415665,-0.7993246923,3.359007783,-6.864734485
,0,0,2590,-2.738283464,-0.6478283052,-0.8015332619,3.358643419,-6.864702439
,0,0,2591,-2.738475448,-0.6484676271,-0.8041630874,3.358438382,-6.864670411
,0,0,2592,-2.738581311,-0.6486757668,-0.8050041595,3.358325215,-6.864638387
,0,0,2593,-2.738316282,-0.6480387985,-0.8022361241,3.358607535,-6.864606374
,0,0,2594,-2.738260399,-0.6473890942,-0.800008048,3.358667424,-6.864574331
,0,0,2595,-2.738367327,-0.6478496071,-0.8017484206,3.358552985,-6.864542321
,0,0,2596,-2.738356499,-0.6480953858,-0.8021730901,3.358565477,-6.864510292
,0,0,2597,-2.738484163,-0.6486307728,-0.8042394458,3.358429461,-6.864478282
,0,0,2598,-2.738475701,-0.6486253533,-0.8043089794,3.35843829,-6.86444629
,0,0,2599,-2.738587643,-0.6487272468,-0.8050021576,3.358318835,-6.864414303
,0,0,2600,-2.738558009,-0.6484121707,-0.8036018303,3.358351106,-6.864382302
,0,0,2601,-2.738433721,-0.6479790144,-0.801413986,3.358484777,-6.864350297
,0,0,2602,-2.73846055,-0.6480577003,-0.8015774533,3.358455969,-6.864318278
,0,0,2603,-2.738360654,-0.6477592436,-0.8005013862,3.358562669,-6.864286229
,0,0,2604,-2.738585792,-0.6483935368,-0.8029948278,3.358322432,-6.864254216
,0,0,2605,-2.738482852,-0.6480580615,-0.8016090937,3.358432086,-6.8642222
,0,0,2606,-2.738480101,-0.6480320805,-0.8010681438,3.358436303,-6.864190189
,0,0,2607,-2.738446106,-0.6478725491,-0.8004508999,3.358473473,-6.864158158
,0,0,2608,-2.738568699,-0.6482263001,-0.8019525885,3.35834244,-6.864126138
,0,0,2609,-2.738516616,-0.6480291713,-0.8010735623,3.358398342,-6.864094118
,0,0,2610,-2.738525099,-0.6481413976,-0.8015018472,3.358389165,-6.864062097
,0,0,2611,-2.738512016,-0.6480664171,-0.8011302009,3.358403138,-6.864030065
,0,0,2612,-2.738748669,-0.6487991492,-0.8038626088,3.358150284,-6.863997994
,0,0,2613,-2.738559498,-0.6480869692,-0.8005007421,3.358354116,-6.863965941
,0,0,2614,-2.738593145,-0.6482627815,-0.8009910559,3.358318915,-6.863933873
,0,0,2615,-2.738606042,-0.6482605304,-0.8010191855,3.358306143,-6.863901825
,0,0,2616,-2.738770363,-0.6487582882,-0.8034565459,3.358131413,-6.863869758
,0,0,2617,-2.738625364,-0.6483070102,-0.8015633888,3.358286292,-6.863837717
,0,0,2618,-2.738626141,-0.6483736617,-0.8012307171,3.358287278,-6.863805688
,0,0,2619,-2.738586289,-0.6480671666,-0.8002978522,3.358330644,-6.863773642
,0,0,2620,-2.738838307,-0.6489662773,-0.8038241044,3.358060398,-6.863741613
,0,0,2621,-2.73867069,-0.6484435471,-0.8016504307,3.358240531,-6.863709523
,0,0,2622,-2.738655814,-0.6483576067,-0.8011266614,3.358257967,-6.863677438
,0,0,2623,-2.738599661,-0.6481242964,-0.8004191198,3.358319065,-6.863645378
,0,0,2624,-2.738898738,-0.6491910885,-0.8045883877,3.357999494,-6.863613327
,0,0,2625,-2.73867636,-0.6484385078,-0.8010122053,3.358240048,-6.863581272
,0,0,2626,-2.738536936,-0.6477041328,-0.798051008,3.358390229,-6.863549232
,0,0,2627,-2.738498109,-0.6474830726,-0.7971744758,3.358432388,-6.863517205
,0,0,2628,-2.738657571,-0.6484178981,-0.8002505768,3.358262501,-6.863485173
,0,0,2629,-2.73855255,-0.6483664066,-0.8000974024,3.35837435,-6.863453129
,0,0,2630,-2.738831142,-0.6491532865,-0.8034494624,3.358075985,-6.863421088
,0,0,2631,-2.738869696,-0.649156727,-0.8038238654,3.358032632,-6.863389037
,0,0,2632,-2.738738616,-0.6485355736,-0.8010944377,3.358173435,-6.863356959
,0,0,2633,-2.738703492,-0.6483775623,-0.8001956517,3.358210955,-6.863324854
,0,0,2634,-2.738789236,-0.6483788085,-0.8002178794,3.358120212,-6.863292777
,0,0,2635,-2.738762405,-0.6483661434,-0.8002850038,3.358149446,-6.863260717
,0,0,2636,-2.738957381,-0.6488256152,-0.8021196289,3.357941146,-6.863228647
,0,0,2637,-2.738902946,-0.6485643655,-0.8008766264,3.358000028,-6.863196554
,0,0,2638,-2.738877881,-0.6484317605,-0.8002606899,3.358027501,-6.863164452
,0,0,2639,-2.738749024,-0.6484157808,-0.7999685751,3.358164651,-6.863132339
,0,0,2640,-2.73888504,-0.6487771344,-0.8016172563,3.358020067,-6.863100219
,0,0,2641,-2.738866675,-0.648685045,-0.8010784676,3.358039025,-6.863068106
,0,0,2642,-2.738862873,-0.6485893359,-0.8006889472,3.358043303,-6.863036005
,0,0,2643,-2.738755485,-0.6483678666,-0.7991824558,3.358158422,-6.863003891
,0,0,2644,-2.73891503,-0.6488051723,-0.8009952823,3.35798687,-6.862971768
,0,0,2645,-2.738907797,-0.6486746786,-0.8003881045,3.35799416,-6.862939624
,0,0,2646,-2.738903015,-0.6487185161,-0.8008596188,3.357997064,-6.86290745
,0,0,2647,-2.738786991,-0.6485602743,-0.8003253729,3.358119768,-6.862875287
,0,0,2648,-2.738893806,-0.6488390195,-0.8013285791,3.358006167,-6.862843127
,0,0,2649,-2.738931371,-0.648814735,-0.8010656375,3.357966247,-6.862810955
,0,0,2650,-2.738910653,-0.6486782509,-0.8003415885,3.35798941,-6.862778827
