Time_Iter,Outer_Iter,Inner_Iter,rms[Rho],rms[RhoU],rms[RhoV],rms[RhoE],rms[nu],
,0,0,688,-2.647696561,-0.5045356441,-0.6130746661,3.449297927,-6.917846133
,0,0,689,-2.639371674,-0.5061608123,-0.6159421445,3.45754241,-6.917448303
,0,0,690,-2.63225338,-0.5073931174,-0.6189874692,3.464819354,-6.917188093
,0,0,691,-2.625046737,-0.5096875502,-0.6205804729,3.472139951,-6.917047075
,0,0,692,-2.618304805,-0.5135974313,-0.6217436667,3.479246478,-6.916952437
,0,0,693,-2.611823361,-0.5165659482,-0.622780032,3.485473363,-6.916810775
,0,0,694,-2.605525504,-0.5191484085,-0.6249615314,3.491902862,-6.916685542
,0,0,695,-2.599197051,-0.5223755003,-0.6274856787,3.498670793,-6.916688889
,0,0,696,-2.593214895,-0.5266171251,-0.6287002633,3.503947742,-6.916597219
,0,0,697,-2.588490562,-0.532733997,-0.630966125,3.509033387,-6.916716048
,0,0,698,-2.583234916,-0.5361784897,-0.6334598194,3.514432711,-6.916989474
,0,0,699,-2.579075567,-0.5368528621,-0.6357309139,3.51847667,-6.917338304
,0,0,700,-2.576592551,-0.5388863334,-0.6378672035,3.520811392,-6.91768283
,0,0,701,-2.57511075,-0.5408995583,-0.6404471935,3.522565349,-6.918105763
,0,0,702,-2.574811059,-0.5429260053,-0.6435305077,3.522600677,-6.918646572
,0,0,703,-2.578448012,-0.5433049565,-0.6457900166,3.518997933,-6.919224301
,0,0,704,-2.578492608,-0.5447865168,-0.6488105121,3.519261913,-6.919659934
,0,0,705,-2.579566991,-0.5445041283,-0.6527348482,3.518000791,-6.920076451
,0,0,706,-2.57859301,-0.5456369292,-0.6573389399,3.518868802,-6.920562566
,0,0,707,-2.576750112,-0.5468099439,-0.6614334569,3.520889256,-6.921267971
,0,0,708,-2.574151292,-0.494829227,-0.6636384588,3.523549587,-6.909519349
,0,0,709,-2.566254808,-0.435989849,-0.6652215728,3.53135216,-6.898796393
,0,0,710,-2.585953388,-0.3883174751,-0.667724827,3.51198765,-6.883740187
,0,0,711,-2.598366846,-0.409970218,-0.6737118242,3.497537409,-6.887830622
,0,0,712,-2.599777395,-0.4457519448,-0.6715486812,3.497452287,-6.912392872
,0,0,713,-2.608749508,-0.4734441783,-0.6749443746,3.488955387,-6.912423466
,0,0,714,-2.621779057,-0.4399997284,-0.6816181597,3.4751193,-6.889074006
,0,0,715,-2.638004426,-0.5190716124,-0.6844903439,3.458620894,-6.926324913
,0,0,716,-2.659592065,-0.5497352099,-0.6913322203,3.437638815,-6.930177319
,0,0,717,-2.675742972,-0.4974807838,-0.6937162279,3.421347112,-6.91964306
,0,0,718,-2.684876888,-0.489763363,-0.7009104447,3.412052013,-6.91894055
,0,0,719,-2.689412839,-0.5498042275,-0.7047257306,3.408014964,-6.934996287
,0,0,720,-2.695533009,-0.5703029015,-0.7089560577,3.4021865,-6.936353101
,0,0,721,-2.700096817,-0.5124983165,-0.7093395058,3.397341294,-6.92317097
,0,0,722,-2.703610122,-0.562874412,-0.7116982499,3.393909311,-6.938558688
,0,0,723,-2.705517372,-0.5192977011,-0.7139286163,3.392025464,-6.923222174
,0,0,724,-2.704511779,-0.5611872615,-0.7123756581,3.392925768,-6.940624556
,0,0,725,-2.707029611,-0.5739440386,-0.7144485612,3.390540605,-6.942111981
,0,0,726,-2.712189177,-0.5312576546,-0.7193410027,3.38556581,-6.92659383
,0,0,727,-2.711981616,-0.5704548905,-0.7157289022,3.385675203,-6.944005911
,0,0,728,-2.711502559,-0.5790332075,-0.7158991362,3.386068967,-6.945174223
,0,0,729,-2.712577313,-0.5337447873,-0.7180921918,3.385057034,-6.929306898
,0,0,730,-2.708658632,-0.569568913,-0.7165827523,3.388831449,-6.946141873
,0,0,731,-2.709864037,-0.5816222885,-0.7182613882,3.387963261,-6.946797353
,0,0,732,-2.711965402,-0.587459853,-0.7198460785,3.385777198,-6.947176607
,0,0,733,-2.7119997,-0.5442979968,-0.7198151599,3.385728621,-6.931685973
,0,0,734,-2.708622378,-0.5779392515,-0.7178722946,3.388988244,-6.946495054
,0,0,735,-2.706268335,-0.5836782177,-0.7173047163,3.391414139,-6.946286451
,0,0,736,-2.70517641,-0.5848382579,-0.7187435163,3.392656442,-6.9458143
,0,0,737,-2.706166003,-0.589487718,-0.7205287783,3.391865531,-6.945202609
,0,0,738,-2.706942718,-0.5939337757,-0.7205454066,3.390873383,-6.944369527
,0,0,739,-2.705600991,-0.592882106,-0.7199109468,3.392058503,-6.943343152
,0,0,740,-2.702536499,-0.5521632064,-0.7189819195,3.394444405,-6.928047612
,0,0,741,-2.698287406,-0.5785440526,-0.7184791015,3.398466479,-6.940009794
,0,0,742,-2.696771139,-0.5827286294,-0.7196147135,3.400445771,-6.942437922
,0,0,743,-2.702112854,-0.5911023464,-0.7364146275,3.395407163,-6.943213359
,0,0,744,-2.707754684,-0.5992899722,-0.7521624694,3.389663535,-6.943537063
,0,0,745,-2.711282444,-0.6051917265,-0.7630453032,3.386045545,-6.943672933
,0,0,746,-2.713136676,-0.6091192322,-0.7691206589,3.384147011,-6.94372969
,0,0,747,-2.714183856,-0.6101629016,-0.7722479695,3.383089718,-6.94375545
,0,0,748,-2.714687702,-0.6104613218,-0.7739177531,3.382575079,-6.943749436
,0,0,749,-2.714859732,-0.6104133802,-0.7742158893,3.382406777,-6.943714459
,0,0,750,-2.714999247,-0.6104043175,-0.7735370646,3.382271617,-6.943679429
,0,0,751,-2.715314472,-0.6109349865,-0.7746885421,3.381948758,-6.943644435
,0,0,752,-2.71570082,-0.6114296333,-0.7760049087,3.381553107,-6.943609504
,0,0,753,-2.716094516,-0.6119168004,-0.7772312866,3.381152194,-6.943574622
,0,0,754,-2.716450631,-0.6123789057,-0.7785681795,3.380788381,-6.94353972
,0,0,755,-2.716794713,-0.6127835871,-0.7797201361,3.380436434,-6.943504893
,0,0,756,-2.717131828,-0.6131899593,-0.7808106476,3.380091624,-6.943470075
,0,0,757,-2.717485866,-0.6138372615,-0.782585514,3.379726874,-6.943435251
,0,0,758,-2.717755516,-0.6139928597,-0.7829914773,3.379454462,-6.943400452
,0,0,759,-2.718032668,-0.6142062998,-0.7834547853,3.379172842,-6.943365706
,0,0,760,-2.718383293,-0.614768242,-0.7852721682,3.378812302,-6.943330953
,0,0,761,-2.718539411,-0.6146445383,-0.7845430932,3.378659882,-6.943296244
,0,0,762,-2.718837139,-0.6149852049,-0.785352829,3.378356683,-6.943261534
,0,0,763,-2.719104449,-0.6152189029,-0.7860004472,3.378084976,-6.943226832
,0,0,764,-2.719343585,-0.6153792912,-0.7865677924,3.377843708,-6.943192054
,0,0,765,-2.719548264,-0.6155869146,-0.7869949142,3.377637796,-6.943157271
,0,0,766,-2.719700802,-0.6154356119,-0.7860366347,3.377488758,-6.943122635
,0,0,767,-2.720056176,-0.616128478,-0.7883186521,3.377125042,-6.943088039
,0,0,768,-2.720239679,-0.6160456581,-0.787654916,3.376943593,-6.943053472
,0,0,769,-2.720519809,-0.6164122775,-0.7885423604,3.376659816,-6.943019017
,0,0,770,-2.720804705,-0.6166292124,-0.7888083682,3.376370984,-6.942984531
,0,0,771,-2.720938527,-0.6163371107,-0.7876002616,3.376243086,-6.942950001
,0,0,772,-2.72131113,-0.6170004828,-0.7899882356,3.375859102,-6.942915419
,0,0,773,-2.721368933,-0.6169588444,-0.7892773451,3.375810374,-6.942880823
,0,0,774,-2.721623793,-0.6172816485,-0.79037335,3.375550412,-6.942846252
,0,0,775,-2.721848013,-0.6174013987,-0.7904583279,3.375322779,-6.942811707
,0,0,776,-2.721925088,-0.6169511334,-0.7884825651,3.375252053,-6.942777179
,0,0,777,-2.722240331,-0.6175385735,-0.7902548702,3.374925005,-6.942742478
,0,0,778,-2.722458478,-0.6176524159,-0.7905571223,3.374699138,-6.942708576
,0,0,779,-2.722612266,-0.6179161618,-0.790743938,3.374549241,-6.942674698
,0,0,780,-2.722597715,-0.6173883114,-0.787872208,3.374575109,-6.942640233
,0,0,781,-2.722771091,-0.6174459244,-0.7875789887,3.374400005,-6.942605574
,0,0,782,-2.723165917,-0.6182885068,-0.7906834817,3.373984821,-6.942571692
,0,0,783,-2.72344188,-0.6184866674,-0.7912491345,3.373705884,-6.942537748
,0,0,784,-2.723530616,-0.6180142284,-0.7895172048,3.373620926,-6.94250326
,0,0,785,-2.72375135,-0.6182806196,-0.7900978195,3.373393839,-6.942468571
,0,0,786,-2.723982335,-0.6187359622,-0.7908452002,3.37315296,-6.942434519
,0,0,787,-2.724277573,-0.6190189455,-0.7915404206,3.372849189,-6.942400485
,0,0,788,-2.724517985,-0.6190654413,-0.7917979432,3.372601708,-6.942365973
,0,0,789,-2.724529513,-0.6183983639,-0.7890232676,3.372598613,-6.942331318
,0,0,790,-2.724841192,-0.6189985344,-0.7908576075,3.372274809,-6.942296982
,0,0,791,-2.725084595,-0.6195510047,-0.7922762934,3.372022629,-6.942262542
,0,0,792,-2.725275711,-0.6195410686,-0.7916890118,3.371827139,-6.942206395
,0,0,793,-2.725353867,-0.6196552991,-0.7912953652,3.371753221,-6.942137093
,0,0,794,-2.725340775,-0.6189854815,-0.787961486,3.371780316,-6.942050478
,0,0,795,-2.725492832,-0.6183245433,-0.7844380997,3.371633355,-6.941942241
,0,0,796,-2.725788612,-0.618202849,-0.7828575011,3.371335486,-6.941806966
,0,0,797,-2.726451639,-0.6189617357,-0.7844604902,3.370649551,-6.941640313
,0,0,798,-2.726917061,-0.618838157,-0.7820008391,3.370184026,-6.941434289
,0,0,799,-2.727534896,-0.6189409183,-0.7801779676,3.369551251,-6.941178501
,0,0,800,-2.728486606,-0.6193346902,-0.7795096688,3.368576012,-6.940859941
,0,0,801,-2.729500737,-0.6195984528,-0.7776450974,3.367541796,-6.94046299
,0,0,802,-2.730729051,-0.6203310765,-0.7769157713,3.366281807,-6.939967485
,0,0,803,-2.731880819,-0.6103654842,-0.7724812174,3.365096549,-6.937274352
,0,0,804,-2.732993927,-0.6146617872,-0.7693180724,3.363936726,-6.93748556
,0,0,805,-2.734119028,-0.6182743114,-0.7689266753,3.362754177,-6.937123306
,0,0,806,-2.735143322,-0.6207267132,-0.7679022219,3.361714002,-6.936217706
,0,0,807,-2.735648062,-0.6218962682,-0.7635707259,3.361232293,-6.934844776
,0,0,808,-2.735657434,-0.6226124955,-0.7583643917,3.361259435,-6.933091689
,0,0,809,-2.734659836,-0.622548459,-0.7517487621,3.362305962,-6.930991405
,0,0,810,-2.733131908,-0.6231515492,-0.7460989112,3.363994836,-6.928550723
,0,0,811,-2.730294079,-0.623016603,-0.7413231807,3.367043468,-6.925747039
,0,0,812,-2.725315602,-0.6205883661,-0.7355973197,3.372155749,-6.923243301
,0,0,813,-2.71785359,-0.6151137891,-0.7282648893,3.379760696,-6.921747701
,0,0,814,-2.710332216,-0.6071318478,-0.7256016615,3.38727975,-6.923920238
,0,0,815,-2.709870716,-0.6081681664,-0.7421793498,3.38768285,-6.924555063
,0,0,816,-2.711403268,-0.6120187638,-0.7585758105,3.386107128,-6.924746196
,0,0,817,-2.712943966,-0.6144169335,-0.7695719092,3.384552425,-6.924808596
,0,0,818,-2.713837297,-0.6153096661,-0.7751252892,3.383639318,-6.924832979
,0,0,819,-2.714426979,-0.6160351518,-0.7785545774,3.383042156,-6.924842348
,0,0,820,-2.714584111,-0.616192337,-0.7799480576,3.382868185,-6.924829686
,0,0,821,-2.714725869,-0.6158511732,-0.7792808962,3.382745299,-6.92479291
,0,0,822,-2.714709433,-0.6161088811,-0.7799941467,3.382743467,-6.92475585
,0,0,823,-2.714761817,-0.6164996371,-0.781095171,3.382673465,-6.924718503
,0,0,824,-2.715059304,-0.6169180561,-0.7824586273,3.382364051,-6.924680951
,0,0,825,-2.715310739,-0.6172984221,-0.7837093007,3.382098839,-6.924643237
,0,0,826,-2.715598275,-0.6176784538,-0.7849524998,3.381800741,-6.924605488
,0,0,827,-2.715799305,-0.6179793051,-0.7861085723,3.381591192,-6.924567791
,0,0,828,-2.716081268,-0.6183123039,-0.7872408403,3.38130577,-6.924530105
,0,0,829,-2.716255767,-0.6185478809,-0.7881751103,3.381123782,-6.924492494
,0,0,830,-2.716464164,-0.618773321,-0.7890649854,3.380908232,-6.924454814
,0,0,831,-2.71656837,-0.6188409922,-0.7893867422,3.380800036,-6.924417124
,0,0,832,-2.716726563,-0.6190168232,-0.7901133649,3.380636426,-6.924379444
,0,0,833,-2.716920066,-0.6192212654,-0.7908801192,3.380436594,-6.92434172
,0,0,834,-2.717097644,-0.6195590117,-0.7920217226,3.380250739,-6.924303988
,0,0,835,-2.717247522,-0.619668712,-0.7923670471,3.380097107,-6.924266271
,0,0,836,-2.717386134,-0.6198498856,-0.7930077786,3.379951672,-6.924228536
,0,0,837,-2.717494169,-0.6197420914,-0.7923449727,3.379840481,-6.9241908
,0,0,838,-2.717628043,-0.6199299676,-0.7926571462,3.379700715,-6.924153063
,0,0,839,-2.717885482,-0.620385674,-0.7942329945,3.379435521,-6.924115318
,0,0,840,-2.718066797,-0.6206519217,-0.7953965187,3.379244289,-6.924077601
,0,0,841,-2.718205118,-0.6207464731,-0.7957219701,3.379099287,-6.924039917
,0,0,842,-2.718160182,-0.6202025973,-0.7934999501,3.379149679,-6.924002258
,0,0,843,-2.718342236,-0.6204451373,-0.7942792019,3.378957401,-6.923964678
,0,0,844,-2.718497953,-0.6205949098,-0.7947185941,3.37879401,-6.92392717
,0,0,845,-2.718475061,-0.6210929824,-0.7958468163,3.378819844,-6.923889722
,0,0,846,-2.71834397,-0.6206005019,-0.7935013133,3.378962454,-6.923852218
,0,0,847,-2.718539032,-0.6208199339,-0.7940632451,3.378759099,-6.923814723
,0,0,848,-2.71883175,-0.6214904082,-0.7963175028,3.378451333,-6.923777272
,0,0,849,-2.719038033,-0.6217834645,-0.7975632617,3.37823389,-6.923739884
,0,0,850,-2.719082647,-0.6211349427,-0.7953687573,3.378189322,-6.923702567
,0,0,851,-2.719374676,-0.6215845823,-0.797113071,3.377880194,-6.923665272
,0,0,852,-2.719543931,-0.6218677649,-0.7977478433,3.377701928,-6.923627998
,0,0,853,-2.719630182,-0.6220541514,-0.7979916017,3.377612052,-6.923590788
,0,0,854,-2.719481194,-0.6214676505,-0.7953363,3.377772508,-6.923553573
,0,0,855,-2.71970835,-0.6219775253,-0.7971301729,3.377532643,-6.923516402
,0,0,856,-2.719906254,-0.6221865721,-0.797951494,3.377325755,-6.923479358
,0,0,857,-2.720118421,-0.6225658794,-0.7995510575,3.37710443,-6.923442371
,0,0,858,-2.719999751,-0.6217407945,-0.7961987075,3.37723695,-6.923405396
,0,0,859,-2.72009756,-0.6214823848,-0.7951556636,3.377138275,-6.92336839
,0,0,860,-2.720367484,-0.6224245297,-0.7981827405,3.376854045,-6.923331396
,0,0,861,-2.720560235,-0.6225723607,-0.7991233779,3.376653057,-6.923294441
,0,0,862,-2.720728659,-0.6227637057,-0.7998104725,3.376478177,-6.923257518
,0,0,863,-2.720596037,-0.6218813757,-0.7960559927,3.376624812,-6.923220603
,0,0,864,-2.720733895,-0.6221193153,-0.7964723137,3.376481814,-6.923183655
,0,0,865,-2.720968843,-0.6228271648,-0.799290377,3.376236549,-6.92314676
,0,0,866,-2.721113578,-0.6228844321,-0.7994027525,3.376087476,-6.923109962
,0,0,867,-2.72125772,-0.6230590625,-0.7999577464,3.375938553,-6.923073384
,0,0,868,-2.721309347,-0.6230607056,-0.7996317411,3.375889019,-6.923037058
,0,0,869,-2.721434169,-0.6231098323,-0.7999054663,3.375764028,-6.923000893
,0,0,870,-2.721406975,-0.6223648052,-0.7967354886,3.375806032,-6.922964862
,0,0,871,-2.721374036,-0.6217166616,-0.7940840649,3.375853601,-6.922928956
,0,0,872,-2.721400422,-0.6215311076,-0.7929326475,3.3758369,-6.922893132
,0,0,873,-2.721729719,-0.6225097631,-0.796476136,3.375495657,-6.922857305
,0,0,874,-2.722125391,-0.6233982141,-0.8003120446,3.375083221,-6.922821537
,0,0,875,-2.722300808,-0.6235616809,-0.8010230728,3.37490596,-6.922785756
,0,0,876,-2.722412011,-0.6236362303,-0.8010414173,3.374797244,-6.92274997
,0,0,877,-2.722508011,-0.6236700425,-0.8009471103,3.374704065,-6.922714157
,0,0,878,-2.722243207,-0.6221455448,-0.7951598795,3.374996302,-6.922678448
,0,0,879,-2.722254558,-0.6217188271,-0.7934900011,3.374991974,-6.922642717
,0,0,880,-2.722825193,-0.6234991751,-0.7998692778,3.374391158,-6.922606994
,0,0,881,-2.722778087,-0.6229975465,-0.7978462156,3.374449248,-6.922571293
,0,0,882,-2.72314839,-0.6238765533,-0.8012169623,3.374062546,-6.922535565
,0,0,883,-2.723256234,-0.6239356783,-0.8014343539,3.373955994,-6.922499855
,0,0,884,-2.723334089,-0.6238773767,-0.8008440637,3.373880929,-6.922464116
,0,0,885,-2.723024472,-0.6228707945,-0.79693871,3.374202492,-6.922428343
,0,0,886,-2.723120368,-0.6229304229,-0.7973111021,3.374102773,-6.922392564
,0,0,887,-2.723393546,-0.6233406791,-0.7988423011,3.373824469,-6.922356761
,0,0,888,-2.723603032,-0.6239610829,-0.8007116334,3.373609631,-6.922321035
,0,0,889,-2.723817456,-0.6241755404,-0.8013754018,3.373387988,-6.922285341
,0,0,890,-2.723975158,-0.6241797303,-0.8013957627,3.373225246,-6.922249632
,0,0,891,-2.724047077,-0.6239885653,-0.8008084378,3.373151038,-6.922213873
,0,0,892,-2.723518795,-0.6233280813,-0.7974788937,3.373695674,-6.922178107
,0,0,893,-2.723710967,-0.6233449397,-0.7980000622,3.373482157,-6.922142239
,0,0,894,-2.72386417,-0.623282862,-0.7974458286,3.373336408,-6.922106344
,0,0,895,-2.72432416,-0.6243660954,-0.8015954678,3.372850336,-6.92207048
,0,0,896,-2.724398877,-0.6241584835,-0.8006568196,3.372775204,-6.922034704
,0,0,897,-2.724374043,-0.6231587274,-0.7967914673,3.372807745,-6.921998917
,0,0,898,-2.724324491,-0.622674911,-0.794731572,3.372862312,-6.921963166
,0,0,899,-2.724561253,-0.6237495032,-0.7990423144,3.372598731,-6.92192734
,0,0,900,-2.724889772,-0.6244560757,-0.8019198474,3.372251118,-6.921891486
,0,0,901,-2.725277675,-0.6247187448,-0.8030638212,3.371859558,-6.921855631
,0,0,902,-2.72543215,-0.6247078707,-0.8030093764,3.371703077,-6.921819838
,0,0,903,-2.725275788,-0.6242674351,-0.800318838,3.371889156,-6.921784031
,0,0,904,-2.725419772,-0.6239488388,-0.7993333762,3.371739572,-6.92174827
,0,0,905,-2.725430651,-0.6239935153,-0.7992717684,3.371721322,-6.921712457
,0,0,906,-2.725479742,-0.6237580684,-0.7984680375,3.371674211,-6.921676638
,0,0,907,-2.725814794,-0.6248444581,-0.8024467143,3.371320305,-6.921640818
,0,0,908,-2.725759572,-0.6239414896,-0.7987798356,3.371384516,-6.921605046
,0,0,909,-2.725832242,-0.6235738714,-0.79743184,3.371310973,-6.921569233
,0,0,910,-2.725928856,-0.6238650662,-0.7984735751,3.371211863,-6.921533423
,0,0,911,-2.726160125,-0.6248450042,-0.8019776659,3.370961244,-6.921497583
,0,0,912,-2.726319542,-0.6248510229,-0.8018840181,3.370799992,-6.921461762
,0,0,913,-2.726224648,-0.6239419394,-0.7985807218,3.370910321,-6.921426002
,0,0,914,-2.726395415,-0.6241386622,-0.7991219208,3.370735723,-6.921390248
,0,0,915,-2.726602561,-0.6241145058,-0.7988114308,3.370534261,-6.921354488
,0,0,916,-2.726760582,-0.6243423515,-0.7999795134,3.370359319,-6.921318751
,0,0,917,-2.726715641,-0.6238037002,-0.7977907471,3.370411,-6.921282976
,0,0,918,-2.726829515,-0.6240642301,-0.7983062941,3.370297031,-6.921247214
,0,0,919,-2.727153371,-0.6244190455,-0.7999014273,3.369960019,-6.921211474
,0,0,920,-2.727229217,-0.6242637556,-0.799382326,3.369885225,-6.92117577
,0,0,921,-2.727474079,-0.6251910838,-0.8030066965,3.369628145,-6.921140019
,0,0,922,-2.727228546,-0.6243937074,-0.7998812677,3.36988095,-6.921104216
,0,0,923,-2.727183816,-0.623889289,-0.7976295629,3.369933638,-6.921068355
,0,0,924,-2.727279583,-0.6236951541,-0.7967635421,3.369839748,-6.921032552
,0,0,925,-2.727572693,-0.6246951325,-0.8001570393,3.369534551,-6.920996761
,0,0,926,-2.727900093,-0.6252787939,-0.8027240903,3.369189636,-6.920961038
,0,0,927,-2.728005442,-0.6254149426,-0.8033109039,3.369074696,-6.920925294
,0,0,928,-2.728159507,-0.6253874897,-0.8032709764,3.368920704,-6.920889598
,0,0,929,-2.728177092,-0.6254216054,-0.803278789,3.368906355,-6.920853946
,0,0,930,-2.728160856,-0.6246098307,-0.8000845798,3.36892914,-6.920818309
,0,0,931,-2.728201982,-0.6240145879,-0.7975214819,3.368898171,-6.92078271
,0,0,932,-2.728296754,-0.6238419151,-0.796492348,3.368804837,-6.920747105
,0,0,933,-2.728523436,-0.6247607226,-0.799829153,3.368564272,-6.920711492
,0,0,934,-2.728562211,-0.6247084344,-0.8002720219,3.368515901,-6.92067586
,0,0,935,-2.72897809,-0.6254687339,-0.8034318128,3.368088696,-6.920640154
,0,0,936,-2.729136014,-0.6255434901,-0.8033859839,3.367925217,-6.920604512
,0,0,937,-2.729179429,-0.6255921892,-0.8028652656,3.367888238,-6.920568757
,0,0,938,-2.7290581,-0.6247982532,-0.7996805427,3.368024749,-6.920532972
,0,0,939,-2.729033233,-0.6241352105,-0.797725745,3.368048173,-6.920497341
,0,0,940,-2.728948884,-0.6239124424,-0.7963961858,3.368142267,-6.920461814
,0,0,941,-2.729275972,-0.6249581381,-0.8000510226,3.367800381,-6.920425951
,0,0,942,-2.729364358,-0.6247806775,-0.7996059107,3.367707845,-6.920390159
,0,0,943,-2.729716811,-0.625736722,-0.8033045911,3.367332422,-6.920354668
,0,0,944,-2.729824374,-0.6257090113,-0.8033117139,3.367223144,-6.920318844
,0,0,945,-2.729977604,-0.6257822329,-0.8040344843,3.367062297,-6.920283005
,0,0,946,-2.729838462,-0.625030173,-0.8008990097,3.367207039,-6.92024753
,0,0,947,-2.729838241,-0.6243401185,-0.7978501039,3.367219232,-6.920211688
,0,0,948,-2.729813317,-0.6242106081,-0.7967674282,3.367244603,-6.9201758
,0,0,949,-2.730151701,-0.6251178252,-0.8005796749,3.366884215,-6.920140302
,0,0,950,-2.730086771,-0.6249200578,-0.7997138504,3.366959786,-6.920104515
,0,0,951,-2.730438091,-0.6258036914,-0.8038079968,3.366585533,-6.920068746
,0,0,952,-2.730634523,-0.6258469502,-0.8039218767,3.366392691,-6.920033327
,0,0,953,-2.730842075,-0.6259945034,-0.8044186479,3.366184603,-6.91999764
,0,0,954,-2.730664129,-0.6252155096,-0.8007341023,3.366377107,-6.919961931
,0,0,955,-2.730589049,-0.6245134308,-0.7979015449,3.366459673,-6.919926506
,0,0,956,-2.73062247,-0.6243862381,-0.7970176123,3.36642833,-6.919890753
,0,0,957,-2.730962151,-0.6253107088,-0.8008491304,3.366068134,-6.919855057
,0,0,958,-2.73087527,-0.6251090835,-0.7999562976,3.366158386,-6.919819696
,0,0,959,-2.731390423,-0.6260562265,-0.8040990604,3.365626239,-6.919784029
,0,0,960,-2.731399949,-0.6260958564,-0.8041535838,3.365609444,-6.919748289
,0,0,961,-2.731525483,-0.6261724833,-0.8041475579,3.365485862,-6.919712782
,0,0,962,-2.731262656,-0.6248426348,-0.7989453383,3.365772206,-6.919676991
,0,0,963,-2.731243134,-0.6246457299,-0.7981708433,3.365789481,-6.919641218
,0,0,964,-2.731571642,-0.6255129255,-0.8016879535,3.365439555,-6.91960575
,0,0,965,-2.731809618,-0.6256093573,-0.8013543291,3.365205349,-6.919570091
,0,0,966,-2.731754092,-0.6253429125,-0.7999286703,3.365266785,-6.919534429
,0,0,967,-2.73205069,-0.626264339,-0.8040406094,3.36494153,-6.919499085
,0,0,968,-2.732058495,-0.6262047321,-0.8036620247,3.364937111,-6.919463412
,0,0,969,-2.732128634,-0.6263080675,-0.8041438758,3.364867452,-6.919427685
,0,0,970,-2.732093894,-0.6256365466,-0.8013382924,3.364911437,-6.919392327
,0,0,971,-2.73207497,-0.6249749581,-0.798530493,3.364939939,-6.919356743
,0,0,972,-2.732032542,-0.6248373982,-0.7978038812,3.364980764,-6.919321082
,0,0,973,-2.732157286,-0.6255573224,-0.8003644228,3.364843413,-6.919285729
,0,0,974,-2.732324317,-0.6255304263,-0.8003886576,3.364675685,-6.91925008
,0,0,975,-2.73265489,-0.6264038731,-0.8041684924,3.364324018,-6.919214404
,0,0,976,-2.73275047,-0.62649241,-0.8045708982,3.364220651,-6.91917903
,0,0,977,-2.732772571,-0.6264116481,-0.8039147369,3.364203859,-6.919143348
,0,0,978,-2.732755412,-0.6258136079,-0.8015151815,3.364229399,-6.91910764
,0,0,979,-2.73274337,-0.6254520252,-0.7998845581,3.364246177,-6.919072326
,0,0,980,-2.73277856,-0.6250714788,-0.798100577,3.364218876,-6.919036715
,0,0,981,-2.7329831,-0.6256660156,-0.8002677951,3.364011037,-6.919001187
,0,0,982,-2.733180701,-0.625650006,-0.8004910148,3.363809714,-6.91896612
,0,0,983,-2.733572442,-0.6265428947,-0.8041088867,3.363398864,-6.918930897
,0,0,984,-2.733532773,-0.6260378634,-0.8020531383,3.363444263,-6.918895489
,0,0,985,-2.73333583,-0.6256188138,-0.8001023406,3.363650478,-6.918860246
,0,0,986,-2.733476852,-0.6258087067,-0.8010354818,3.363501215,-6.918825168
,0,0,987,-2.73387607,-0.6266204313,-0.8045059875,3.363093074,-6.918789811
,0,0,988,-2.734046272,-0.6269459906,-0.8056449777,3.362912441,-6.91875425
,0,0,989,-2.733756412,-0.625988207,-0.801331503,3.363218507,-6.918718876
,0,0,990,-2.733630132,-0.6252350882,-0.7980817491,3.363355808,-6.918683691
,0,0,991,-2.733875916,-0.6260620661,-0.8013689719,3.363088894,-6.918648252
,0,0,992,-2.733844777,-0.6258842278,-0.8008030667,3.363119964,-6.91861269
,0,0,993,-2.734048865,-0.6267249699,-0.8044857006,3.362902543,-6.918577361
,0,0,994,-2.73418326,-0.6267117605,-0.8046519751,3.362762246,-6.918542149
,0,0,995,-2.734330813,-0.6268818454,-0.8050493933,3.362613444,-6.918506772
,0,0,996,-2.734276638,-0.6262471392,-0.8022060719,3.362675266,-6.918471247
,0,0,997,-2.733998072,-0.6256623399,-0.7995489349,3.362963424,-6.918435919
,0,0,998,-2.733982382,-0.6253889218,-0.7986669516,3.362976782,-6.918400718
,0,0,999,-2.734279855,-0.6261895827,-0.8019170231,3.362667471,-6.91836538
,0,0,1000,-2.734354561,-0.6260903874,-0.8015147811,3.362593282,-6.918329959
,0,0,1001,-2.734569838,-0.6269308876,-0.8047562203,3.362366877,-6.918294662
,0,0,1002,-2.73471058,-0.6269687034,-0.8052919516,3.362219044,-6.918259501
,0,0,1003,-2.734829558,-0.6270967457,-0.8053491787,3.362098131,-6.918224263
,0,0,1004,-2.734807392,-0.6263525778,-0.8021359521,3.362135362,-6.918188981
,0,0,1005,-2.734531202,-0.6255858807,-0.7990209088,3.362429286,-6.918153843
,0,0,1006,-2.734602109,-0.6255300402,-0.7989282812,3.362355592,-6.918118724
,0,0,1007,-2.734790438,-0.6262391452,-0.8017670539,3.36215395,-6.918083423
,0,0,1008,-2.734865219,-0.6262106422,-0.8017794518,3.362076435,-6.918048061
,0,0,1009,-2.735108178,-0.6270449225,-0.8050334381,3.361823717,-6.918012773
,0,0,1010,-2.735186839,-0.6270830322,-0.8057172099,3.3617354,-6.917977588
,0,0,1011,-2.735296077,-0.6272265785,-0.806258093,3.361624521,-6.917942283
,0,0,1012,-2.73517246,-0.6264626754,-0.8028615803,3.361758488,-6.917906983
