"PointID" "x" "y" "Density" "Momentum_x" "Momentum_y" "Energy" "Pressure" "Temperature" "Pressure_Coefficient" "Mach"
0  1.156522000000000e+02  1.373823000000000e+01  3.592201983058740e-01  2.532388664414316e+02  8.999821627914953e+00  8.943224192461466e+04  2.272427470109740e+01  2.129966794521789e-01  -1.428432101320042e+18  7.495749075192197e+01
1  1.156522000000000e+02  1.478961228994697e+01  1.091686095729593e+00  2.604126643461747e-01  -7.590731580364442e+01  2.296419768858021e+05  9.080117807778135e+04  2.800510820021380e+02  -8.718505329381891e+17  2.037640392671457e-01
2  1.156522000000000e+02  1.611194663019460e+01  1.087129236519160e+00  1.911696563959201e-01  -7.655736245905378e+01  2.293308866572554e+05  9.065408979877418e+04  2.807694019548326e+02  -8.727523617487788e+17  2.061057036184703e-01
3  1.156522000000000e+02  1.777620561967176e+01  1.086078428806952e+00  1.738758730927736e-01  -7.730591746547577e+01  2.292672025789113e+05  9.060636472454916e+04  2.808930985164773e+02  -8.730449740984108e+17  2.082763088406117e-01
4  1.156522000000000e+02  1.987077489190240e+01  1.086829881956765e+00  1.536256395000831e-01  -7.736978343932877e+01  2.295055164693491e+05  9.070063455891240e+04  2.809909324533539e+02  -8.724669861501384e+17  2.082678681012194e-01
5  1.156522000000000e+02  2.250695982889727e+01  1.091178766790359e+00  1.320094398219144e-01  -7.308752371950233e+01  2.303022151752208e+05  9.114179745280268e+04  2.812323225469098e+02  -8.697621247528957e+17  1.958723755389222e-01
6  1.156522000000000e+02  2.582469136319304e+01  1.100049985528296e+00  1.008029679353998e-01  -5.393223984356845e+01  2.319152427740101e+05  9.223726720295468e+04  2.823173431399943e+02  -8.630455720235763e+17  1.430954334517272e-01
7  1.156522000000000e+02  3.000000000000000e+01  1.115634671510681e+00  2.427117208356429e-02  -1.653882122273391e+00  2.353962916892063e+05  9.415802620774815e+04  2.841704362258555e+02  -8.512689993393734e+17  4.313180380654250e-03
8  1.156622000000000e+02  1.373822999953590e+01  1.360540928201637e+00  2.417038385593419e+02  -8.009442454362056e+01  2.915617727485455e+05  1.070938142805473e+05  2.650307872358221e+02  -7.719569939880608e+17  5.637747607396583e-01
9  1.156680188258584e+02  1.478961228921281e+01  1.090882443304258e+00  9.386923119578117e-01  -7.563002796705922e+01  2.296409399156987e+05  9.080754026291503e+04  2.802770323156189e+02  -8.718115250587674e+17  2.031017940815568e-01
10  1.156753372231129e+02  1.611194662912079e+01  1.086992850841080e+00  3.652648787533990e-01  -7.661343379784586e+01  2.293286714833734e+05  9.065147038504713e+04  2.807965165309848e+02  -8.727684219187789e+17  2.062742778756566e-01
11  1.156845479857132e+02  1.777620561817048e+01  1.085997052475199e+00  3.414753754820046e-01  -7.725747665471999e+01  2.292582367943103e+05  9.060405889735377e+04  2.809069975616057e+02  -8.730591116042072e+17  2.081577541363991e-01
12  1.156961402808800e+02  1.987077488986312e+01  1.086810337127030e+00  2.713900447409677e-01  -7.722494410758067e+01  2.294889838849365e+05  9.069811307532171e+04  2.809881739924659e+02  -8.724824458901180e+17  2.078836149936678e-01
13  1.157107301219364e+02  2.250695982618087e+01  1.090999351398760e+00  4.890084557076810e-02  -7.246650912604427e+01  2.302550945373945e+05  9.113936128733659e+04  2.812710529365282e+02  -8.697770613897203e+17  1.942263663792090e-01
