"Density","Eddy_Viscosity","Energy","Heat_Flux","Laminar_Viscosity","Mach","Momentum:0","Momentum:1","Momentum:2","Nu_Tilde","Pressure","Pressure_Coefficient","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Temperature","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
5.4828,6.6883e-07,278.42,0,4.36e-08,0.084725,0.42442,0.0078652,0,1.3162e-07,4.9972,7.9876e+06,0,0,0,0.99999,0,,0,0,0,0
5.4818,6.6927e-07,278.37,0,4.36e-08,0.084493,0.42319,0.0072432,0,1.3171e-07,4.9964,7.9859e+06,0,0,0,0.99998,0,,0.0001804,0.0001804,0,0
5.4808,6.6972e-07,278.32,0,4.36e-08,0.08426,0.42196,0.0066211,0,1.3181e-07,4.9956,7.9843e+06,0,0,0,0.99998,0,,0.0003608,0.0003608,0,0
5.4798,6.7017e-07,278.27,0,4.36e-08,0.084027,0.42074,0.0059991,0,1.3191e-07,4.9947,7.9826e+06,0,0,0,0.99997,0,,0.0005412,0.0005412,0,0
5.4788,6.7061e-07,278.22,0,4.36e-08,0.083794,0.41951,0.0053771,0,1.32e-07,4.9939,7.9809e+06,0,0,0,0.99997,0,,0.0007216,0.0007216,0,0
5.4778,6.7106e-07,278.17,0,4.36e-08,0.083562,0.41828,0.004755,0,1.321e-07,4.9931,7.9793e+06,0,0,0,0.99997,0,,0.000902,0.000902,0,0
5.4768,6.715e-07,278.11,0,4.3599e-08,0.083329,0.41705,0.004133,0,1.3219e-07,4.9922,7.9776e+06,0,0,0,0.99996,0,,0.0010824,0.0010824,0,0
5.4758,6.7195e-07,278.06,0,4.3599e-08,0.083096,0.41583,0.0035109,0,1.3229e-07,4.9914,7.9759e+06,0,0,0,0.99996,0,,0.0012628,0.0012628,0,0
5.4748,6.724e-07,278.01,0,4.3599e-08,0.082863,0.4146,0.0028889,0,1.3239e-07,4.9905,7.9743e+06,0,0,0,0.99995,0,,0.0014432,0.0014432,0,0
5.4738,6.7284e-07,277.96,0,4.3599e-08,0.08263,0.41337,0.0022668,0,1.3248e-07,4.9897,7.9726e+06,0,0,0,0.99995,0,,0.0016236,0.0016236,0,0
5.4728,6.7329e-07,277.91,0,4.3599e-08,0.082398,0.41214,0.0016448,0,1.3258e-07,4.9889,7.9709e+06,0,0,0,0.99994,0,,0.001804,0.001804,0,0
5.4718,6.7373e-07,277.86,0,4.3599e-08,0.082167,0.41093,0.0010285,0,1.3267e-07,4.9881,7.9693e+06,0,0,0,0.99994,0,,0.0019844,0.0019844,0,0
5.4717,6.7429e-07,277.85,0,4.3599e-08,0.082152,0.41085,0.00092659,0,1.3277e-07,4.988,7.9692e+06,0,0,0,0.99994,0,,0.0021648,0.0021648,0,0
5.4717,6.7484e-07,277.85,0,4.3599e-08,0.082137,0.41077,0.00082471,0,1.3286e-07,4.9879,7.9691e+06,0,0,0,0.99994,0,,0.0023452,0.0023452,0,0
5.4716,6.7539e-07,277.85,0,4.3599e-08,0.082122,0.41069,0.00072283,0,1.3295e-07,4.9879,7.969e+06,0,0,0,0.99994,0,,0.0025256,0.0025256,0,0
5.4715,6.7594e-07,277.84,0,4.3599e-08,0.082107,0.41061,0.00062096,0,1.3304e-07,4.9878,7.9689e+06,0,0,0,0.99994,0,,0.002706,0.002706,0,0
5.4715,6.765e-07,277.84,0,4.3599e-08,0.082092,0.41053,0.00051908,0,1.3313e-07,4.9878,7.9688e+06,0,0,0,0.99994,0,,0.0028864,0.0028864,0,0
5.4714,6.7705e-07,277.84,0,4.3599e-08,0.082077,0.41045,0.0004172,0,1.3322e-07,4.9877,7.9687e+06,0,0,0,0.99994,0,,0.0030668,0.0030668,0,0
