"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,           0,      -0.866803848,       1.033757834,      0.6763709684,       5.235759918,      -7.683781838
          0,           0,           1,     -0.9227257051,       0.983536829,      0.5879262098,       5.180687111,       -7.74851369
          0,           0,           2,     -0.9826322235,      0.9164266417,      0.4687295405,       5.120306309,      -7.810623529
          0,           0,           3,       -1.06361968,      0.7986361271,      0.3108302499,       5.037366827,      -7.866373633
          0,           0,           4,      -1.149098664,      0.5979055709,       0.126704675,       4.950229217,      -7.914511189
          0,           0,           5,      -1.218979448,      0.4301559092,   -0.002162119254,       4.879526846,      -7.953945528
          0,           0,           6,      -1.272007781,       0.524763259,    -0.02964037488,       4.826782131,      -7.985648013
          0,           0,           7,      -1.339577526,      0.4896417814,    -0.01380155393,        4.76123697,      -8.008466608
          0,           0,           8,      -1.416576122,      0.4495882782,    -0.02536127943,       4.684890463,      -8.025024483
          0,           0,           9,      -1.508066938,      0.3874090864,    -0.08419773818,       4.593791331,      -8.034927914
          0,           0,          10,      -1.589302441,      0.3347938441,    -0.07298484309,        4.51294132,      -8.039618484
          0,           0,          11,      -1.685693008,      0.2759087559,  -0.0009908910698,       4.416357277,      -8.041882489
          0,           0,          12,       -1.77719481,      0.2489826986,     0.04376033493,       4.323379713,      -8.042916994
          0,           0,          13,      -1.847628535,      0.2348304104,     0.06952371525,       4.253347849,      -8.042188757
          0,           0,          14,      -1.873171636,      0.2146597078,     0.07209107592,       4.228609409,      -8.039985123
          0,           0,          15,      -1.885508603,      0.2034956758,     0.04722496156,       4.216771917,      -8.038912894
          0,           0,          16,      -1.881889717,      0.1823483348,    0.009891795413,       4.220534433,      -8.041888118
          0,           0,          17,      -1.878278319,       0.164304364,     0.02984127752,       4.224290987,      -8.048306344
          0,           0,          18,      -1.879346565,      0.1481073954,     0.02920620991,       4.223767543,      -8.058539037
          0,           0,          19,      -1.873245026,      0.1364863183,    0.001652912442,        4.22988543,      -8.067415296
          0,           0,          20,      -1.867488212,      0.1148443745,    -0.01066427889,       4.235732359,      -8.070771904
          0,           0,          21,      -1.858554135,      0.1116661799,    0.008188912312,       4.245126872,      -8.063221901
          0,           0,          22,      -1.864805232,     0.08555517636,    -0.01528223066,       4.239066629,      -8.041949493
          0,           0,          23,      -1.868128584,     0.07951756978,    -0.05701129018,       4.235932181,       -8.00988361
          0,           0,          24,      -1.875917166,     0.05771816811,    -0.09185133023,       4.228416785,      -7.969866262
          0,           0,          25,      -1.888416755,     0.06216536522,    -0.03463594151,        4.21555212,      -7.927626298
          0,           0,          26,      -1.900863752,     0.08201158602,    -0.02504537376,        4.20282328,       -7.88606622
          0,           0,          27,      -1.908214775,      0.1262796481,     -0.0526782065,       4.195510725,      -7.809145953
          0,           0,          28,      -1.915652806,      0.1833642602,     0.01538592938,       4.188153125,      -7.768934571
          0,           0,          29,      -1.925199637,      0.1924975868,    -0.02850887714,       4.178722319,      -7.760593541
          0,           0,          30,      -1.931204011,      0.1812484738,    -0.04118734378,       4.172479478,      -7.748555752
          0,           0,          31,      -1.931524946,      0.2051861221,     0.09546564723,       4.172258509,      -7.740107722
          0,           0,          32,      -1.941165315,      0.2055108798,     0.05940109268,       4.162580722,      -7.767464306
          0,           0,          33,       -1.95622094,      0.2187567412,     0.02615436393,       4.147985556,      -7.713391776
          0,           0,          34,      -1.979089097,      0.1584672392,     0.02254209842,       4.124709681,      -7.768299578
          0,           0,          35,      -1.999390763,      0.2157222407,     0.08170481647,       4.104401014,      -7.692913508
          0,           0,          36,      -2.008875288,      0.1872841853,      0.1299871678,       4.094574983,      -7.763559293
          0,           0,          37,      -2.034957642,      0.1554191446,     0.07371637553,       4.068174811,       -7.75865568
