"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,           0,     -0.1150576314,       1.455939835,      -12.44530788,       5.983665703,       -8.17994277
          0,           0,           1,      -0.214164147,       1.351359184,     -0.2098516458,       5.884255486,      -8.221422106
          0,           0,           2,     -0.3118982363,       1.353546338,     0.04088354421,        5.78641686,      -8.305960377
          0,           0,           3,     -0.3944278391,       1.363716147,      0.1588748352,       5.703949883,       -8.41744021
          0,           0,           4,      -0.462598758,       1.352940498,      0.2313818965,       5.636072121,      -8.541344245
          0,           0,           5,     -0.5192753074,       1.321784839,      0.2967009294,       5.579778738,      -8.634876574
          0,           0,           6,     -0.5698927849,       1.280045842,       0.369725179,       5.529527053,      -8.681782837
          0,           0,           7,     -0.6180915901,       1.234108587,      0.4427063862,       5.481636073,      -8.711080848
          0,           0,           8,     -0.6651383047,       1.186623987,      0.5054562589,       5.434834542,      -8.745820935
          0,           0,           9,     -0.7109423085,       1.138614949,      0.5566861694,       5.389219775,      -8.789495447
          0,           0,          10,     -0.7549288232,       1.090592573,      0.6011645772,       5.345374278,       -8.83848011
          0,           0,          11,     -0.7966125764,       1.042828997,      0.6444380292,       5.303790172,      -8.887828451
          0,           0,          12,      -0.834134314,       1.001337663,      0.6454845566,         5.2663206,      -8.930083939
          0,           0,          13,     -0.8674854709,      0.9669807521,      0.6195433858,       5.232990661,      -8.965355046
          0,           0,          14,     -0.8966928726,      0.9379349428,      0.5886867568,       5.203790285,      -8.995650703
          0,           0,          15,     -0.9223271977,      0.9128895393,      0.5565763961,       5.178155666,      -9.022276012
          0,           0,          16,     -0.9450398393,      0.8908770448,      0.5237741065,       5.155438509,      -9.046185439
          0,           0,          17,     -0.9654267344,      0.8714685055,      0.4916447374,       5.135044562,      -9.068105537
          0,           0,          18,     -0.9839636125,      0.8533712587,      0.4619406527,       5.116501016,      -9.088478561
          0,           0,          19,      -1.001035474,      0.8367808913,      0.4357263511,       5.099418788,      -9.107686709
          0,           0,          20,       -1.01686386,      0.8216813571,      0.4130338794,       5.083582104,      -9.125847764
          0,           0,          21,      -1.031616563,       0.807526268,      0.3932585024,       5.068822822,      -9.143013455
          0,           0,          22,      -1.045427036,      0.7935027156,      0.3757135711,       5.055006343,      -9.159229957
          0,           0,          23,      -1.058407518,      0.7811307605,       0.359950514,       5.042018577,      -9.174653868
          0,           0,          24,      -1.070582419,      0.7690863087,      0.3458024367,       5.029841546,      -9.189109267
          0,           0,          25,      -1.081992898,      0.7569549368,      0.3332322346,       5.018428518,       -9.20256053
          0,           0,          26,      -1.092611648,      0.7459127648,      0.3222296773,       5.007809566,      -9.214932715
          0,           0,          27,      -1.102333668,      0.7368534602,      0.3127546911,       4.998091321,      -9.225862648
          0,           0,          28,      -1.110898232,      0.7221657302,      0.3048045212,       4.989546441,      -9.235054418
          0,           0,          29,      -1.118698073,      0.7089228869,      0.2982108091,       4.981748343,      -9.242622426
          0,           0,          30,      -1.125050466,      0.6983142326,      0.2929272713,        4.97541348,      -9.248191565
          0,           0,          31,      -1.129859583,      0.6809855873,      0.2891415263,       4.970636092,       -9.25138324
          0,           0,          32,      -1.133546389,      0.6631409376,       0.286525578,       4.966977489,      -9.253111374
          0,           0,          33,      -1.135695185,      0.6447439569,       0.285318949,       4.964864619,      -9.252674011
          0,           0,          34,      -1.136798788,      0.6218673508,      0.2852163085,       4.963797291,      -9.251424259
          0,           0,          35,      -1.136794045,      0.5987219721,      0.2863012192,       4.963837863,      -9.248659438
          0,           0,          36,      -1.136123116,      0.5699619818,      0.2882555747,       4.964544971,      -9.245813205
          0,           0,          37,      -1.134905248,      0.5408600975,       0.290975715,       4.965790224,      -9.242145826
          0,           0,          38,      -1.133479055,      0.5053081289,      0.2941693682,        4.96724391,      -9.238991076
          0,           0,          39,      -1.131989117,      0.4698475918,      0.2976465777,       4.968747113,      -9.235524556
          0,           0,          40,      -1.130655787,      0.4270612899,      0.3011771471,       4.970094473,      -9.232927834
          0,           0,          41,      -1.129579798,       0.386019515,      0.3045783242,       4.971168258,      -9.230315441
          0,           0,          42,      -1.128883382,       0.337134801,       0.307716281,       4.971864309,      -9.228778557
          0,           0,          43,      -1.128617423,      0.2944523999,      0.3104533565,        4.97211409,      -9.227370677
          0,           0,          44,      -1.128830115,      0.2455309552,       0.312756221,       4.971887993,      -9.227100451
          0,           0,          45,      -1.129543497,      0.2126258848,      0.3145261283,       4.971147197,      -9.226981609
          0,           0,          46,       -1.13074702,      0.1795041374,      0.3158104077,       4.969919462,      -9.227999432
          0,           0,          47,      -1.132460531,       0.174240526,      0.3165286063,       4.968170354,      -9.229160228
          0,           0,          48,      -1.134619616,      0.1730685572,      0.3167835075,       4.965978551,      -9.231416022
          0,           0,          49,      -1.137267952,      0.1978419153,      0.3164953884,       4.963289389,      -9.233740879
          0,           0,          50,      -1.140282926,      0.2215550535,      0.3158003462,       4.960235192,      -9.237039947
          0,           0,          51,      -1.143757288,      0.2585426097,      0.3146115009,       4.956717481,      -9.240390288
          0,           0,          52,       -1.14749982,      0.2897652483,      0.3130789034,       4.952930746,      -9.244596051
          0,           0,          53,       -1.15167545,      0.3254673698,      0.3111114039,       4.948711578,      -9.248865815
          0,           0,          54,      -1.156018107,      0.3550470804,      0.3088546792,       4.944320465,      -9.253778314
          0,           0,          55,      -1.160770906,      0.3849675409,      0.3062238269,       4.939525731,      -9.258776641
          0,           0,          56,      -1.165627769,      0.4016678801,      0.3033435312,       4.934607688,      -9.264028542
          0,           0,          57,      -1.170822558,      0.4426352608,      0.3002651499,       4.929358241,      -9.269839287
          0,           0,          58,      -1.176163755,      0.4552301551,      0.2967625146,       4.923981367,      -9.275738029
          0,           0,          59,      -1.181709046,      0.4670260742,      0.2930974255,       4.918365302,      -9.281626148
          0,           0,          60,      -1.187367223,      0.4784383278,      0.2892254499,       4.912646606,      -9.287721469
          0,           0,          61,      -1.193204541,      0.4982747591,      0.2852036777,       4.906750383,      -9.294099518
          0,           0,          62,      -1.199080863,      0.5020373889,      0.2809300045,       4.900833302,      -9.300515141
          0,           0,          63,      -1.205230346,      0.5109992719,      0.2764784143,       4.894596236,      -9.307010986
          0,           0,          64,       -1.21136682,      0.5171595782,      0.2719082986,       4.888399354,      -9.313442333
          0,           0,          65,      -1.217603136,      0.5221415116,      0.2672505595,       4.882094222,      -9.319914602
          0,           0,          66,      -1.223924313,      0.5258725817,      0.2624728195,       4.875705146,      -9.326332659
          0,           0,          67,      -1.230317219,      0.5295334339,      0.2575816601,       4.869242586,      -9.332691418
          0,           0,          68,      -1.236759641,      0.5293898098,       0.252597774,       4.862732964,      -9.338894297
          0,           0,          69,      -1.243287807,      0.5284648088,      0.2475473442,       4.856124324,      -9.345011801
          0,           0,          70,      -1.249848755,      0.5265855339,      0.2424359416,       4.849485833,      -9.350981194
          0,           0,          71,      -1.256457276,      0.5236390605,      0.2372753343,        4.84279696,      -9.356821103
          0,           0,          72,      -1.263104034,      0.5196627579,      0.2320681313,       4.836067334,      -9.362528857
          0,           0,          73,      -1.269785137,      0.5147333472,      0.2268174943,        4.82930088,      -9.368107498
          0,           0,          74,      -1.276496783,       0.508929244,      0.2215252502,       4.822501475,      -9.373564043
          0,           0,          75,      -1.283235438,      0.5023234678,      0.2161916272,       4.815672761,      -9.378907713
          0,           0,          76,      -1.289997843,      0.4949832096,      0.2108157906,       4.808818114,      -9.384149689
          0,           0,          77,      -1.296780939,       0.486970408,      0.2053963737,       4.801940721,      -9.389301654
          0,           0,          78,      -1.303581799,      0.4783424188,      0.1999318864,       4.795043637,      -9.394375703
          0,           0,          79,      -1.310397607,       0.469152643,       0.194421032,       4.788129796,      -9.399383926
          0,           0,          80,      -1.317225661,       0.459451096,      0.1888629818,       4.781202013,      -9.404337913
          0,           0,          81,      -1.324063394,       0.449284912,      0.1832576188,       4.774262944,      -9.409248494
          0,           0,          82,        -1.3309084,      0.4386987854,      0.1776057153,       4.767315078,      -9.414125503
          0,           0,          83,      -1.337758427,      0.4277353502,      0.1719089785,       4.760360733,      -9.418977661
