"Density","Eddy_Viscosity","Energy","Heat_Flux","Laminar_Viscosity","Mach","Momentum:0","Momentum:1","Momentum:2","Nu_Tilde","Pressure","Pressure_Coefficient","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Temperature","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
87.608,4.037e-06,1.1173e+08,0,2.7014e-05,0.092966,795.2,0.038229,0,8.4566e-07,1.4114e+06,3.1274e+16,0,0,0,508.57,0,,0,0,0,0
87.608,4.0375e-06,1.1173e+08,0,2.7014e-05,0.092992,795.42,0.011633,0,8.4568e-07,1.4114e+06,3.1269e+16,0,0,0,508.57,0,,0.0001804,0.0001804,0,0
87.607,4.0379e-06,1.1173e+08,0,2.7014e-05,0.093019,795.65,-0.014963,0,8.4571e-07,1.4114e+06,3.1264e+16,0,0,0,508.57,0,,0.0003608,0.0003608,0,0
87.607,4.0388e-06,1.1173e+08,0,2.7014e-05,0.093057,795.98,-0.039935,0,8.4576e-07,1.4114e+06,3.1255e+16,0,0,0,508.57,0,,0.0005412,0.0005412,0,0
87.607,4.0397e-06,1.1173e+08,0,2.7014e-05,0.093098,796.33,-0.064457,0,8.4581e-07,1.4114e+06,3.1245e+16,0,0,0,508.57,0,,0.0007216,0.0007216,0,0
87.606,4.0408e-06,1.1172e+08,0,2.7014e-05,0.093151,796.77,-0.088218,0,8.4587e-07,1.4114e+06,3.1232e+16,0,0,0,508.57,0,,0.000902,0.000902,0,0
87.606,4.0419e-06,1.1172e+08,0,2.7014e-05,0.093211,797.29,-0.11139,0,8.4594e-07,1.4114e+06,3.1216e+16,0,0,0,508.57,0,,0.0010824,0.0010824,0,0
87.605,4.043e-06,1.1172e+08,0,2.7014e-05,0.093278,797.86,-0.13347,0,8.4601e-07,1.4114e+06,3.1199e+16,0,0,0,508.57,0,,0.0012628,0.0012628,0,0
87.604,4.0443e-06,1.1172e+08,0,2.7014e-05,0.093358,798.54,-0.15349,0,8.4609e-07,1.4113e+06,3.1178e+16,0,0,0,508.57,0,,0.0014432,0.0014432,0,0
87.603,4.0456e-06,1.1172e+08,0,2.7014e-05,0.09344,799.24,-0.17334,0,8.4616e-07,1.4113e+06,3.1158e+16,0,0,0,508.57,0,,0.0016236,0.0016236,0,0
87.603,4.0468e-06,1.1172e+08,0,2.7014e-05,0.093539,800.07,-0.19212,0,8.4624e-07,1.4113e+06,3.1133e+16,0,0,0,508.57,0,,0.001804,0.001804,0,0
87.602,4.0481e-06,1.1172e+08,0,2.7014e-05,0.093637,800.91,-0.21089,0,8.4632e-07,1.4113e+06,3.1109e+16,0,0,0,508.57,0,,0.0019844,0.0019844,0,0
87.6,4.0493e-06,1.1172e+08,0,2.7014e-05,0.093753,801.9,-0.22971,0,8.464e-07,1.4113e+06,3.108e+16,0,0,0,508.57,0,,0.0021648,0.0021648,0,0
87.599,4.0506e-06,1.1172e+08,0,2.7014e-05,0.093871,802.9,-0.24853,0,8.4648e-07,1.4113e+06,3.105e+16,0,0,0,508.57,0,,0.0023452,0.0023452,0,0
87.598,4.0518e-06,1.1171e+08,0,2.7014e-05,0.094002,804.02,-0.26751,0,8.4655e-07,1.4113e+06,3.1016e+16,0,0,0,508.56,0,,0.0025256,0.0025256,0,0
