"Density","Energy","Heat_Flux","Laminar_Viscosity","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Temperature","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
4.8739,1.0437e+06,0,1.7824e-05,0.14426,242.78,0.036437,0,4.1506e+05,-2.0632e+16,0,0,0,286.73,0,,0,0,0,0
4.8739,1.0437e+06,0,1.7824e-05,0.14429,242.83,0.030314,0,4.1506e+05,-2.0639e+16,0,0,0,286.73,0,,0.16,0.16,0,0
4.8739,1.0437e+06,0,1.7824e-05,0.14433,242.88,0.02419,0,4.1505e+05,-2.0646e+16,0,0,0,286.73,0,,0.32,0.32,0,0
4.8739,1.0437e+06,0,1.7824e-05,0.14436,242.94,0.018066,0,4.1505e+05,-2.0653e+16,0,0,0,286.73,0,,0.48,0.48,0,0
4.8739,1.0437e+06,0,1.7824e-05,0.14439,242.99,0.011942,0,4.1505e+05,-2.066e+16,0,0,0,286.73,0,,0.64,0.64,0,0
4.8738,1.0437e+06,0,1.7824e-05,0.14442,243.05,0.0058185,0,4.1505e+05,-2.0667e+16,0,0,0,286.73,0,,0.8,0.8,0,0
4.8738,1.0437e+06,0,1.7824e-05,0.14446,243.1,-0.00030524,0,4.1505e+05,-2.0674e+16,0,0,0,286.73,0,,0.96,0.96,0,0
4.8738,1.0437e+06,0,1.7824e-05,0.14449,243.15,-0.006429,0,4.1504e+05,-2.0682e+16,0,0,0,286.73,0,,1.12,1.12,0,0
4.8738,1.0437e+06,0,1.7824e-05,0.14452,243.21,-0.012553,0,4.1504e+05,-2.0689e+16,0,0,0,286.73,0,,1.28,1.28,0,0
4.8738,1.0437e+06,0,1.7824e-05,0.14455,243.26,-0.018677,0,4.1504e+05,-2.0696e+16,0,0,0,286.73,0,,1.44,1.44,0,0
4.8738,1.0437e+06,0,1.7824e-05,0.14459,243.31,-0.0248,0,4.1504e+05,-2.0703e+16,0,0,0,286.73,0,,1.6,1.6,0,0
4.8738,1.0437e+06,0,1.7824e-05,0.14462,243.37,-0.030924,0,4.1503e+05,-2.071e+16,0,0,0,286.72,0,,1.76,1.76,0,0
4.8737,1.0437e+06,0,1.7824e-05,0.14465,243.42,-0.037048,0,4.1503e+05,-2.0717e+16,0,0,0,286.72,0,,1.92,1.92,0,0
4.8737,1.0437e+06,0,1.7824e-05,0.14469,243.49,-0.043382,0,4.1503e+05,-2.0728e+16,0,0,0,286.72,0,,2.08,2.08,0,0
4.8737,1.0436e+06,0,1.7824e-05,0.14475,243.58,-0.049962,0,4.1502e+05,-2.0743e+16,0,0,0,286.72,0,,2.24,2.24,0,0
