"Density","Energy","Heat_Flux","Laminar_Viscosity","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Temperature","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
3.6682,7.7799e+05,0,1.769e-05,0.14548,183.38,0.22507,0,3.0936e+05,-2.1094e+16,0,0,0,283.96,0,,0,0,0,0
3.6682,7.7799e+05,0,1.769e-05,0.14556,183.47,0.2073,0,3.0936e+05,-2.1109e+16,0,0,0,283.96,0,,0.16,0.16,0,0
3.6682,7.7799e+05,0,1.769e-05,0.14564,183.57,0.18954,0,3.0936e+05,-2.1123e+16,0,0,0,283.96,0,,0.32,0.32,0,0
3.6682,7.7798e+05,0,1.769e-05,0.14572,183.67,0.17178,0,3.0935e+05,-2.1138e+16,0,0,0,283.96,0,,0.48,0.48,0,0
3.6681,7.7798e+05,0,1.769e-05,0.1458,183.77,0.15401,0,3.0935e+05,-2.1152e+16,0,0,0,283.95,0,,0.64,0.64,0,0
3.6681,7.7798e+05,0,1.769e-05,0.14588,183.87,0.13625,0,3.0935e+05,-2.1166e+16,0,0,0,283.95,0,,0.8,0.8,0,0
3.6681,7.7797e+05,0,1.769e-05,0.14596,183.97,0.11849,0,3.0934e+05,-2.1181e+16,0,0,0,283.95,0,,0.96,0.96,0,0
3.6681,7.7797e+05,0,1.769e-05,0.14604,184.06,0.10073,0,3.0934e+05,-2.1195e+16,0,0,0,283.95,0,,1.12,1.12,0,0
3.6681,7.7797e+05,0,1.769e-05,0.14612,184.16,0.082964,0,3.0934e+05,-2.121e+16,0,0,0,283.95,0,,1.28,1.28,0,0
3.668,7.7797e+05,0,1.769e-05,0.1462,184.26,0.065201,0,3.0933e+05,-2.1224e+16,0,0,0,283.95,0,,1.44,1.44,0,0
3.668,7.7796e+05,0,1.7689e-05,0.14628,184.36,0.047439,0,3.0933e+05,-2.1238e+16,0,0,0,283.95,0,,1.6,1.6,0,0
3.668,7.7796e+05,0,1.7689e-05,0.14636,184.46,0.029676,0,3.0933e+05,-2.1253e+16,0,0,0,283.95,0,,1.76,1.76,0,0
3.668,7.7796e+05,0,1.7689e-05,0.14644,184.56,0.011914,0,3.0933e+05,-2.1267e+16,0,0,0,283.95,0,,1.92,1.92,0,0
3.6679,7.7795e+05,0,1.7689e-05,0.14651,184.65,-0.005849,0,3.0932e+05,-2.1282e+16,0,0,0,283.94,0,,2.08,2.08,0,0
3.6679,7.7795e+05,0,1.7689e-05,0.14659,184.75,-0.023612,0,3.0932e+05,-2.1296e+16,0,0,0,283.94,0,,2.24,2.24,0,0
3.6679,7.7795e+05,0,1.7689e-05,0.14667,184.85,-0.041374,0,3.0932e+05,-2.131e+16,0,0,0,283.94,0,,2.4,2.4,0,0
3.6679,7.7795e+05,0,1.7689e-05,0.14675,184.95,-0.059137,0,3.0931e+05,-2.1325e+16,0,0,0,283.94,0,,2.56,2.56,0,0
