"Density","Energy","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Temperature","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
4.9343,1.0613e+06,0.24745,420.15,-3.6824,0,4.1736e+05,-6.107e+16,284.79,1,0,40,0,0
4.9332,1.0611e+06,0.24835,421.56,-3.7,0,4.1723e+05,-6.1511e+16,284.77,1,0.12,40.12,0,0
4.932,1.0609e+06,0.24926,422.97,-3.7175,0,4.1709e+05,-6.1951e+16,284.74,1,0.24,40.24,0,0
4.9309,1.0607e+06,0.25016,424.38,-3.735,0,4.1696e+05,-6.2391e+16,284.71,1,0.36,40.36,0,0
4.9298,1.0605e+06,0.25106,425.79,-3.7525,0,4.1682e+05,-6.2832e+16,284.69,1,0.48,40.48,0,0
4.9286,1.0603e+06,0.25197,427.2,-3.7701,0,4.1669e+05,-6.3272e+16,284.66,1,0.6,40.6,0,0
4.9275,1.06e+06,0.25287,428.6,-3.7876,0,4.1655e+05,-6.3713e+16,284.64,1,0.72,40.72,0,0
4.9263,1.0598e+06,0.25378,430.01,-3.8051,0,4.1642e+05,-6.4153e+16,284.61,1,0.84,40.84,0,0
4.9252,1.0596e+06,0.25468,431.42,-3.8226,0,4.1629e+05,-6.4594e+16,284.58,1,0.96,40.96,0,0
4.9241,1.0594e+06,0.25558,432.83,-3.8402,0,4.1615e+05,-6.5034e+16,284.56,1,1.08,41.08,0,0
4.9229,1.0592e+06,0.25649,434.24,-3.8577,0,4.1602e+05,-6.5475e+16,284.53,1,1.2,41.2,0,0
4.9218,1.059e+06,0.25739,435.65,-3.8752,0,4.1588e+05,-6.5915e+16,284.51,1,1.32,41.32,0,0
4.9206,1.0588e+06,0.25829,437.06,-3.8927,0,4.1575e+05,-6.6356e+16,284.48,1,1.44,41.44,0,0
4.9195,1.0586e+06,0.2592,438.47,-3.9103,0,4.1561e+05,-6.6796e+16,284.45,1,1.56,41.56,0,0
4.9183,1.0584e+06,0.2601,439.88,-3.9278,0,4.1548e+05,-6.7237e+16,284.43,1,1.68,41.68,0,0
