"Density","Eddy_Viscosity","Energy","Heat_Flux","Laminar_Viscosity","Mach","Momentum:0","Momentum:1","Momentum:2","Nu_Tilde","Pressure","Pressure_Coefficient","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Temperature","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
90.084,4.594e-06,1.137e+08,0,2.6841e-05,0.09546,801.81,0.92959,0,8.4662e-07,1.3964e+06,-9.7783e+15,0,0,0,503.77,0,,0,0,0,0
90.073,4.6139e-06,1.1369e+08,0,2.6841e-05,0.096735,812.48,-0.39831,0,8.4768e-07,1.3963e+06,-1.0035e+16,0,0,0,503.77,0,,0.001804,0.001804,0,0
90.055,4.6628e-06,1.1367e+08,0,2.6841e-05,0.098747,829.31,-1.7221,0,8.5019e-07,1.3962e+06,-1.0462e+16,0,0,0,503.76,0,,0.003608,0.003608,0,0
90.025,4.7157e-06,1.1363e+08,0,2.684e-05,0.10169,853.9,-3.0121,0,8.5298e-07,1.3959e+06,-1.118e+16,0,0,0,503.76,0,,0.005412,0.005412,0,0
89.984,4.7735e-06,1.1358e+08,0,2.684e-05,0.1056,886.58,-4.1954,0,8.5609e-07,1.3956e+06,-1.2149e+16,0,0,0,503.75,0,,0.007216,0.007216,0,0
89.933,4.8311e-06,1.1351e+08,0,2.684e-05,0.11055,927.84,-5.3157,0,8.5927e-07,1.3951e+06,-1.3385e+16,0,0,0,503.74,0,,0.00902,0.00902,0,0
89.865,4.883e-06,1.1343e+08,0,2.6839e-05,0.11663,978.61,-6.4383,0,8.6233e-07,1.3945e+06,-1.5014e+16,0,0,0,503.73,0,,0.010824,0.010824,0,0
89.776,4.9272e-06,1.1331e+08,0,2.6839e-05,0.12398,1039.8,-7.6078,0,8.6521e-07,1.3938e+06,-1.7127e+16,0,0,0,503.71,0,,0.012628,0.012628,0,0
89.67,4.9584e-06,1.1318e+08,0,2.6838e-05,0.13272,1112.5,-8.9205,0,8.6765e-07,1.3928e+06,-1.9666e+16,0,0,0,503.7,0,,0.014432,0.014432,0,0
89.541,4.9632e-06,1.1301e+08,0,2.6837e-05,0.1431,1198.8,-9.5896,0,8.6911e-07,1.3917e+06,-2.2778e+16,0,0,0,503.67,0,,0.016236,0.016236,0,0
89.344,4.8796e-06,1.1276e+08,0,2.6836e-05,0.15664,1311,-8.3723,0,8.6713e-07,1.39e+06,-2.7516e+16,0,0,0,503.64,0,,0.01804,0.01804,0,0
89.091,4.8284e-06,1.1244e+08,0,2.6835e-05,0.17318,1447.7,-7.6925,0,8.6714e-07,1.3878e+06,-3.3602e+16,0,0,0,503.59,0,,0.019844,0.019844,0,0
88.733,4.7316e-06,1.1199e+08,0,2.6832e-05,0.19426,1621,-6.2857,0,8.6598e-07,1.3846e+06,-4.2282e+16,0,0,0,503.53,0,,0.021648,0.021648,0,0
88.229,4.4996e-06,1.1135e+08,0,2.6829e-05,0.221,1839.5,-5.2994,0,8.5944e-07,1.3801e+06,-5.4553e+16,0,0,0,503.44,0,,0.023452,0.023452,0,0
87.457,4.2252e-06,1.1037e+08,0,2.6824e-05,0.25641,2125.9,-4.5372,0,8.5277e-07,1.3732e+06,-7.3532e+16,0,0,0,503.31,0,,0.025256,0.025256,0,0
86.28,3.7593e-06,1.0888e+08,0,2.6816e-05,0.30243,2492.1,-4.1256,0,8.383e-07,1.3626e+06,-1.0281e+17,0,0,0,503.09,0,,0.02706,0.02706,0,0
84.45,3.1486e-06,1.0656e+08,0,2.6804e-05,0.36238,2956.6,-2.7032,0,8.1771e-07,1.3457e+06,-1.4918e+17,0,0,0,502.76,0,,0.028864,0.028864,0,0
81.622,2.411e-06,1.0297e+08,0,2.6785e-05,0.43983,3530.3,-1.6779,0,7.8931e-07,1.3188e+06,-2.2299e+17,0,0,0,502.24,0,,0.030668,0.030668,0,0
77.354,1.5803e-06,9.7559e+07,0,2.6756e-05,0.53652,4190.9,-1.7808,0,7.4683e-07,1.2764e+06,-3.3943e+17,0,0,0,501.43,0,,0.032472,0.032472,0,0
71.258,8.4223e-07,8.9834e+07,0,2.6712e-05,0.65226,4873,-1.0741,0,6.9003e-07,1.2119e+06,-5.168e+17,0,0,0,500.21,0,,0.034276,0.034276,0,0
63.155,3.2239e-07,7.9574e+07,0,2.6649e-05,0.78449,5456.2,-0.97337,0,6.0996e-07,1.1183e+06,-7.7397e+17,0,0,0,498.48,0,,0.03608,0.03608,0,0
53.58,8.7727e-08,6.7464e+07,0,2.6566e-05,0.92778,5795.6,-0.30632,0,5.1739e-07,9.9525e+05,-1.112e+18,0,0,0,496.21,0,,0.037884,0.037884,0,0
43.245,1.6075e-08,5.4409e+07,0,2.6463e-05,1.0807,5786.5,0.48843,0,4.1794e-07,8.4595e+05,-1.5221e+18,0,0,0,493.4,0,,0.039688,0.039688,0,0
34.042,2.385e-09,4.2799e+07,0,2.6354e-05,1.2279,5453.5,1.1657,0,3.2844e-07,6.9718e+05,-1.9308e+18,0,0,0,490.42,0,,0.041492,0.041492,0,0
32.631,1.7011e-09,4.102e+07,0,2.6335e-05,1.252,5372.3,-1.4711,0,3.147e-07,6.7296e+05,-1.9974e+18,0,0,0,489.9,0,,0.043296,0.043296,0,0
33.312,1.9981e-09,4.1878e+07,0,2.6344e-05,1.2404,5413.2,-0.00036969,0,3.2102e-07,6.8469e+05,-1.9651e+18,0,0,0,490.15,0,,0.0451,0.0451,0,0
25.707,2.609e-10,3.2298e+07,0,2.6232e-05,1.3832,4858.6,0.38564,0,2.4925e-07,5.4852e+05,-2.3392e+18,0,0,0,487.1,0,,0.046904,0.046904,0,0
25.878,2.7283e-10,3.2512e+07,0,2.6234e-05,1.3795,4873.2,0.069948,0,2.5041e-07,5.5168e+05,-2.3305e+18,0,0,0,487.17,0,,0.048708,0.048708,0,0
