"Density","Eddy_Viscosity","Energy","Heat_Flux","Laminar_Viscosity","Mach","Momentum:0","Momentum:1","Momentum:2","Nu_Tilde","Pressure","Pressure_Coefficient","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Temperature","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
90.076,4.5921e-06,1.1369e+08,0,2.6841e-05,0.09633,809.08,0.92666,0,8.466e-07,1.3964e+06,-9.9677e+15,0,0,0,503.77,0,,0,0,0,0
90.075,4.594e-06,1.1369e+08,0,2.6841e-05,0.096456,810.14,0.7947,0,8.467e-07,1.3964e+06,-9.9953e+15,0,0,0,503.77,0,,0.00018,0.00018,0,0
90.073,4.596e-06,1.1369e+08,0,2.6841e-05,0.096581,811.19,0.66273,0,8.4681e-07,1.3964e+06,-1.0023e+16,0,0,0,503.77,0,,0.00036,0.00036,0,0
90.072,4.598e-06,1.1369e+08,0,2.6841e-05,0.096707,812.24,0.53077,0,8.4692e-07,1.3963e+06,-1.005e+16,0,0,0,503.77,0,,0.00054,0.00054,0,0
90.071,4.6e-06,1.1369e+08,0,2.6841e-05,0.096833,813.3,0.39881,0,8.4702e-07,1.3963e+06,-1.0078e+16,0,0,0,503.77,0,,0.00072,0.00072,0,0
90.07,4.6019e-06,1.1369e+08,0,2.6841e-05,0.096959,814.35,0.26685,0,8.4713e-07,1.3963e+06,-1.0106e+16,0,0,0,503.77,0,,0.0009,0.0009,0,0
90.069,4.6039e-06,1.1368e+08,0,2.6841e-05,0.097085,815.4,0.13489,0,8.4723e-07,1.3963e+06,-1.0133e+16,0,0,0,503.77,0,,0.00108,0.00108,0,0
90.068,4.6059e-06,1.1368e+08,0,2.6841e-05,0.097211,816.46,0.0029244,0,8.4734e-07,1.3963e+06,-1.0161e+16,0,0,0,503.77,0,,0.00126,0.00126,0,0
90.067,4.6079e-06,1.1368e+08,0,2.6841e-05,0.097337,817.51,-0.12904,0,8.4744e-07,1.3963e+06,-1.0188e+16,0,0,0,503.77,0,,0.00144,0.00144,0,0
90.065,4.6098e-06,1.1368e+08,0,2.6841e-05,0.097463,818.56,-0.261,0,8.4755e-07,1.3963e+06,-1.0216e+16,0,0,0,503.76,0,,0.00162,0.00162,0,0
90.064,4.6118e-06,1.1368e+08,0,2.6841e-05,0.097589,819.62,-0.39296,0,8.4766e-07,1.3963e+06,-1.0243e+16,0,0,0,503.76,0,,0.0018,0.0018,0,0
90.063,4.6138e-06,1.1368e+08,0,2.6841e-05,0.097715,820.67,-0.52492,0,8.4776e-07,1.3963e+06,-1.0271e+16,0,0,0,503.76,0,,0.00198,0.00198,0,0
90.061,4.6189e-06,1.1367e+08,0,2.6841e-05,0.097921,822.39,-0.65654,0,8.4802e-07,1.3962e+06,-1.0317e+16,0,0,0,503.76,0,,0.00216,0.00216,0,0
90.059,4.624e-06,1.1367e+08,0,2.6841e-05,0.098128,824.12,-0.78815,0,8.4829e-07,1.3962e+06,-1.0363e+16,0,0,0,503.76,0,,0.00234,0.00234,0,0
90.057,4.6291e-06,1.1367e+08,0,2.6841e-05,0.098335,825.86,-0.91976,0,8.4855e-07,1.3962e+06,-1.0409e+16,0,0,0,503.76,0,,0.00252,0.00252,0,0
90.055,4.6343e-06,1.1367e+08,0,2.6841e-05,0.098542,827.59,-1.0514,0,8.4882e-07,1.3962e+06,-1.0455e+16,0,0,0,503.76,0,,0.0027,0.0027,0,0
90.053,4.6394e-06,1.1367e+08,0,2.6841e-05,0.09875,829.32,-1.183,0,8.4908e-07,1.3962e+06,-1.0502e+16,0,0,0,503.76,0,,0.00288,0.00288,0,0
