"Density","Eddy_Viscosity","Energy","Heat_Flux","Laminar_Viscosity","Mach","Momentum:0","Momentum:1","Momentum:2","Nu_Tilde","Pressure","Pressure_Coefficient","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Temperature","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
90.08,4.5951e-06,1.137e+08,0,2.6841e-05,0.095932,805.76,0.95719,0,8.4671e-07,1.3964e+06,-9.8614e+15,0,0,0,503.77,0,,0,0,0,0
90.079,4.5973e-06,1.137e+08,0,2.6841e-05,0.096066,806.88,0.8193,0,8.4682e-07,1.3964e+06,-9.8868e+15,0,0,0,503.77,0,,0.0001804,0.0001804,0,0
90.078,4.5995e-06,1.137e+08,0,2.6841e-05,0.096199,808,0.68141,0,8.4694e-07,1.3964e+06,-9.9121e+15,0,0,0,503.77,0,,0.0003608,0.0003608,0,0
90.077,4.6017e-06,1.137e+08,0,2.6841e-05,0.096333,809.12,0.54352,0,8.4705e-07,1.3964e+06,-9.9375e+15,0,0,0,503.77,0,,0.0005412,0.0005412,0,0
90.076,4.6039e-06,1.1369e+08,0,2.6841e-05,0.096466,810.23,0.40563,0,8.4717e-07,1.3964e+06,-9.9628e+15,0,0,0,503.77,0,,0.0007216,0.0007216,0,0
90.075,4.6061e-06,1.1369e+08,0,2.6841e-05,0.0966,811.35,0.26773,0,8.4728e-07,1.3964e+06,-9.9882e+15,0,0,0,503.77,0,,0.000902,0.000902,0,0
90.074,4.6083e-06,1.1369e+08,0,2.6841e-05,0.096733,812.47,0.12984,0,8.474e-07,1.3964e+06,-1.0014e+16,0,0,0,503.77,0,,0.0010824,0.0010824,0,0
90.073,4.6105e-06,1.1369e+08,0,2.6841e-05,0.096867,813.58,-0.0080484,0,8.4751e-07,1.3963e+06,-1.0039e+16,0,0,0,503.77,0,,0.0012628,0.0012628,0,0
90.072,4.6127e-06,1.1369e+08,0,2.6841e-05,0.097,814.7,-0.14594,0,8.4763e-07,1.3963e+06,-1.0064e+16,0,0,0,503.77,0,,0.0014432,0.0014432,0,0
90.071,4.6149e-06,1.1369e+08,0,2.6841e-05,0.097134,815.82,-0.28383,0,8.4774e-07,1.3963e+06,-1.009e+16,0,0,0,503.77,0,,0.0016236,0.0016236,0,0
90.07,4.6171e-06,1.1369e+08,0,2.6841e-05,0.097267,816.93,-0.42172,0,8.4786e-07,1.3963e+06,-1.0115e+16,0,0,0,503.77,0,,0.001804,0.001804,0,0
90.069,4.6193e-06,1.1368e+08,0,2.6841e-05,0.097401,818.06,-0.55959,0,8.4798e-07,1.3963e+06,-1.014e+16,0,0,0,503.77,0,,0.0019844,0.0019844,0,0
90.067,4.6249e-06,1.1368e+08,0,2.6841e-05,0.097618,819.87,-0.69513,0,8.4826e-07,1.3963e+06,-1.0184e+16,0,0,0,503.77,0,,0.0021648,0.0021648,0,0
90.065,4.6305e-06,1.1368e+08,0,2.6841e-05,0.097834,821.68,-0.83068,0,8.4855e-07,1.3963e+06,-1.0227e+16,0,0,0,503.76,0,,0.0023452,0.0023452,0,0
90.063,4.6361e-06,1.1368e+08,0,2.6841e-05,0.09805,823.49,-0.96622,0,8.4883e-07,1.3963e+06,-1.027e+16,0,0,0,503.76,0,,0.0025256,0.0025256,0,0
90.061,4.6417e-06,1.1368e+08,0,2.6841e-05,0.098267,825.3,-1.1018,0,8.4912e-07,1.3962e+06,-1.0313e+16,0,0,0,503.76,0,,0.002706,0.002706,0,0
90.06,4.6473e-06,1.1367e+08,0,2.6841e-05,0.098483,827.1,-1.2373,0,8.494e-07,1.3962e+06,-1.0356e+16,0,0,0,503.76,0,,0.0028864,0.0028864,0,0
90.058,4.6529e-06,1.1367e+08,0,2.6841e-05,0.098699,828.91,-1.3729,0,8.4968e-07,1.3962e+06,-1.04e+16,0,0,0,503.76,0,,0.0030668,0.0030668,0,0
90.056,4.6585e-06,1.1367e+08,0,2.6841e-05,0.098916,830.72,-1.5084,0,8.4997e-07,1.3962e+06,-1.0443e+16,0,0,0,503.76,0,,0.0032472,0.0032472,0,0
90.054,4.6641e-06,1.1367e+08,0,2.6841e-05,0.099132,832.53,-1.6439,0,8.5025e-07,1.3962e+06,-1.0486e+16,0,0,0,503.76,0,,0.0034276,0.0034276,0,0
90.052,4.6697e-06,1.1366e+08,0,2.6841e-05,0.099348,834.34,-1.7795,0,8.5054e-07,1.3962e+06,-1.0529e+16,0,0,0,503.76,0,,0.003608,0.003608,0,0
90.05,4.6752e-06,1.1366e+08,0,2.6841e-05,0.099564,836.15,-1.915,0,8.5082e-07,1.3962e+06,-1.0572e+16,0,0,0,503.76,0,,0.0037884,0.0037884,0,0
90.049,4.6809e-06,1.1366e+08,0,2.6841e-05,0.099783,837.98,-2.0504,0,8.5111e-07,1.3961e+06,-1.0616e+16,0,0,0,503.76,0,,0.0039688,0.0039688,0,0
90.045,4.6871e-06,1.1365e+08,0,2.6841e-05,0.10011,840.69,-2.179,0,8.5144e-07,1.3961e+06,-1.0693e+16,0,0,0,503.76,0,,0.0041492,0.0041492,0,0
90.042,4.6934e-06,1.1365e+08,0,2.6841e-05,0.10043,843.39,-2.3075,0,8.5176e-07,1.3961e+06,-1.077e+16,0,0,0,503.76,0,,0.0043296,0.0043296,0,0
90.039,4.6997e-06,1.1365e+08,0,2.6841e-05,0.10075,846.1,-2.4361,0,8.5209e-07,1.3961e+06,-1.0847e+16,0,0,0,503.76,0,,0.00451,0.00451,0,0
90.036,4.7059e-06,1.1364e+08,0,2.6841e-05,0.10108,848.8,-2.5646,0,8.5242e-07,1.396e+06,-1.0924e+16,0,0,0,503.76,0,,0.0046904,0.0046904,0,0
90.033,4.7122e-06,1.1364e+08,0,2.6841e-05,0.1014,851.51,-2.6931,0,8.5274e-07,1.396e+06,-1.1e+16,0,0,0,503.76,0,,0.0048708,0.0048708,0,0
90.029,4.7185e-06,1.1363e+08,0,2.6841e-05,0.10173,854.21,-2.8217,0,8.5307e-07,1.396e+06,-1.1077e+16,0,0,0,503.76,0,,0.0050512,0.0050512,0,0
90.026,4.7247e-06,1.1363e+08,0,2.684e-05,0.10205,856.92,-2.9502,0,8.534e-07,1.3959e+06,-1.1154e+16,0,0,0,503.76,0,,0.0052316,0.0052316,0,0
90.023,4.731e-06,1.1363e+08,0,2.684e-05,0.10237,859.62,-3.0788,0,8.5372e-07,1.3959e+06,-1.1231e+16,0,0,0,503.76,0,,0.005412,0.005412,0,0
90.02,4.7373e-06,1.1362e+08,0,2.684e-05,0.1027,862.33,-3.2073,0,8.5405e-07,1.3959e+06,-1.1308e+16,0,0,0,503.76,0,,0.0055924,0.0055924,0,0
90.016,4.7435e-06,1.1362e+08,0,2.684e-05,0.10302,865.03,-3.3359,0,8.5438e-07,1.3959e+06,-1.1385e+16,0,0,0,503.76,0,,0.0057728,0.0057728,0,0
90.013,4.7499e-06,1.1361e+08,0,2.684e-05,0.10335,867.77,-3.4639,0,8.5471e-07,1.3958e+06,-1.1462e+16,0,0,0,503.76,0,,0.0059532,0.0059532,0,0
90.009,4.7583e-06,1.1361e+08,0,2.684e-05,0.10378,871.37,-3.5754,0,8.5514e-07,1.3958e+06,-1.1567e+16,0,0,0,503.76,0,,0.0061336,0.0061336,0,0
90.004,4.7666e-06,1.136e+08,0,2.684e-05,0.10421,874.98,-3.687,0,8.5558e-07,1.3958e+06,-1.1673e+16,0,0,0,503.75,0,,0.006314,0.006314,0,0
90,4.775e-06,1.136e+08,0,2.684e-05,0.10464,878.59,-3.7986,0,8.5601e-07,1.3957e+06,-1.1778e+16,0,0,0,503.75,0,,0.0064944,0.0064944,0,0
89.996,4.7834e-06,1.1359e+08,0,2.684e-05,0.10508,882.19,-3.9102,0,8.5644e-07,1.3957e+06,-1.1883e+16,0,0,0,503.75,0,,0.0066748,0.0066748,0,0
89.991,4.7918e-06,1.1359e+08,0,2.684e-05,0.10551,885.8,-4.0218,0,8.5688e-07,1.3956e+06,-1.1988e+16,0,0,0,503.75,0,,0.0068552,0.0068552,0,0
89.987,4.8001e-06,1.1358e+08,0,2.684e-05,0.10594,889.4,-4.1333,0,8.5731e-07,1.3956e+06,-1.2093e+16,0,0,0,503.75,0,,0.0070356,0.0070356,0,0
89.982,4.8085e-06,1.1357e+08,0,2.684e-05,0.10637,893.01,-4.2449,0,8.5774e-07,1.3956e+06,-1.2198e+16,0,0,0,503.75,0,,0.007216,0.007216,0,0
89.978,4.8169e-06,1.1357e+08,0,2.684e-05,0.1068,896.62,-4.3565,0,8.5818e-07,1.3955e+06,-1.2304e+16,0,0,0,503.75,0,,0.0073964,0.0073964,0,0
89.974,4.8252e-06,1.1356e+08,0,2.684e-05,0.10723,900.22,-4.4681,0,8.5861e-07,1.3955e+06,-1.2409e+16,0,0,0,503.75,0,,0.0075768,0.0075768,0,0
89.969,4.8336e-06,1.1356e+08,0,2.684e-05,0.10767,903.83,-4.5797,0,8.5904e-07,1.3954e+06,-1.2514e+16,0,0,0,503.75,0,,0.0077572,0.0077572,0,0
89.965,4.842e-06,1.1355e+08,0,2.684e-05,0.1081,907.47,-4.6909,0,8.5948e-07,1.3954e+06,-1.262e+16,0,0,0,503.75,0,,0.0079376,0.0079376,0,0
89.959,4.8497e-06,1.1355e+08,0,2.684e-05,0.10864,911.99,-4.7948,0,8.5989e-07,1.3954e+06,-1.275e+16,0,0,0,503.75,0,,0.008118,0.008118,0,0
89.954,4.8575e-06,1.1354e+08,0,2.684e-05,0.10918,916.51,-4.8986,0,8.603e-07,1.3953e+06,-1.2879e+16,0,0,0,503.75,0,,0.0082984,0.0082984,0,0
89.948,4.8653e-06,1.1353e+08,0,2.684e-05,0.10973,921.03,-5.0025,0,8.6071e-07,1.3953e+06,-1.3009e+16,0,0,0,503.74,0,,0.0084788,0.0084788,0,0
89.943,4.8731e-06,1.1353e+08,0,2.684e-05,0.11027,925.54,-5.1063,0,8.6112e-07,1.3952e+06,-1.3138e+16,0,0,0,503.74,0,,0.0086592,0.0086592,0,0
89.938,4.8809e-06,1.1352e+08,0,2.684e-05,0.11081,930.06,-5.2102,0,8.6153e-07,1.3952e+06,-1.3267e+16,0,0,0,503.74,0,,0.0088396,0.0088396,0,0
89.932,4.8887e-06,1.1351e+08,0,2.684e-05,0.11135,934.58,-5.3141,0,8.6194e-07,1.3951e+06,-1.3397e+16,0,0,0,503.74,0,,0.00902,0.00902,0,0
89.927,4.8964e-06,1.135e+08,0,2.684e-05,0.11189,939.1,-5.4179,0,8.6236e-07,1.3951e+06,-1.3526e+16,0,0,0,503.74,0,,0.0092004,0.0092004,0,0
89.921,4.9042e-06,1.135e+08,0,2.684e-05,0.11243,943.61,-5.5218,0,8.6277e-07,1.395e+06,-1.3656e+16,0,0,0,503.74,0,,0.0093808,0.0093808,0,0
89.916,4.912e-06,1.1349e+08,0,2.684e-05,0.11297,948.13,-5.6256,0,8.6318e-07,1.395e+06,-1.3785e+16,0,0,0,503.74,0,,0.0095612,0.0095612,0,0
89.91,4.9198e-06,1.1348e+08,0,2.684e-05,0.11351,952.65,-5.7295,0,8.6359e-07,1.3949e+06,-1.3915e+16,0,0,0,503.74,0,,0.0097416,0.0097416,0,0
89.905,4.9274e-06,1.1348e+08,0,2.684e-05,0.11406,957.22,-5.8336,0,8.64e-07,1.3949e+06,-1.4047e+16,0,0,0,503.74,0,,0.009922,0.009922,0,0
89.897,4.9331e-06,1.1347e+08,0,2.684e-05,0.11473,962.77,-5.9425,0,8.6433e-07,1.3948e+06,-1.4232e+16,0,0,0,503.74,0,,0.010102,0.010102,0,0
89.889,4.9389e-06,1.1346e+08,0,2.684e-05,0.11539,968.32,-6.0514,0,8.6467e-07,1.3948e+06,-1.4417e+16,0,0,0,503.73,0,,0.010283,0.010283,0,0
89.882,4.9446e-06,1.1345e+08,0,2.684e-05,0.11606,973.87,-6.1603,0,8.65e-07,1.3947e+06,-1.4602e+16,0,0,0,503.73,0,,0.010463,0.010463,0,0
89.874,4.9503e-06,1.1344e+08,0,2.684e-05,0.11673,979.42,-6.2691,0,8.6534e-07,1.3946e+06,-1.4786e+16,0,0,0,503.73,0,,0.010644,0.010644,0,0
89.866,4.956e-06,1.1343e+08,0,2.6839e-05,0.11739,984.97,-6.378,0,8.6567e-07,1.3946e+06,-1.4971e+16,0,0,0,503.73,0,,0.010824,0.010824,0,0
89.859,4.9617e-06,1.1342e+08,0,2.6839e-05,0.11806,990.52,-6.4869,0,8.6601e-07,1.3945e+06,-1.5156e+16,0,0,0,503.73,0,,0.011004,0.011004,0,0
89.851,4.9674e-06,1.1341e+08,0,2.6839e-05,0.11872,996.07,-6.5958,0,8.6634e-07,1.3944e+06,-1.5341e+16,0,0,0,503.73,0,,0.011185,0.011185,0,0
89.843,4.9731e-06,1.134e+08,0,2.6839e-05,0.11939,1001.6,-6.7047,0,8.6668e-07,1.3943e+06,-1.5526e+16,0,0,0,503.73,0,,0.011365,0.011365,0,0
89.835,4.9788e-06,1.1339e+08,0,2.6839e-05,0.12005,1007.2,-6.8135,0,8.6701e-07,1.3943e+06,-1.5711e+16,0,0,0,503.72,0,,0.011546,0.011546,0,0
89.828,4.9845e-06,1.1338e+08,0,2.6839e-05,0.12072,1012.7,-6.9224,0,8.6735e-07,1.3942e+06,-1.5895e+16,0,0,0,503.72,0,,0.011726,0.011726,0,0
89.82,4.9902e-06,1.1337e+08,0,2.6839e-05,0.12139,1018.3,-7.032,0,8.6768e-07,1.3941e+06,-1.6084e+16,0,0,0,503.72,0,,0.011906,0.011906,0,0
89.81,4.9945e-06,1.1336e+08,0,2.6839e-05,0.1222,1025,-7.1508,0,8.6798e-07,1.3941e+06,-1.6327e+16,0,0,0,503.72,0,,0.012087,0.012087,0,0
89.799,4.9989e-06,1.1334e+08,0,2.6839e-05,0.12301,1031.8,-7.2697,0,8.6827e-07,1.394e+06,-1.6571e+16,0,0,0,503.72,0,,0.012267,0.012267,0,0
89.789,5.0032e-06,1.1333e+08,0,2.6839e-05,0.12381,1038.5,-7.3886,0,8.6857e-07,1.3939e+06,-1.6814e+16,0,0,0,503.72,0,,0.012448,0.012448,0,0
89.779,5.0076e-06,1.1332e+08,0,2.6839e-05,0.12462,1045.2,-7.5074,0,8.6886e-07,1.3938e+06,-1.7057e+16,0,0,0,503.72,0,,0.012628,0.012628,0,0
89.769,5.0119e-06,1.133e+08,0,2.6839e-05,0.12542,1051.9,-7.6263,0,8.6916e-07,1.3937e+06,-1.73e+16,0,0,0,503.71,0,,0.012808,0.012808,0,0
89.759,5.0163e-06,1.1329e+08,0,2.6839e-05,0.12623,1058.6,-7.7452,0,8.6945e-07,1.3936e+06,-1.7544e+16,0,0,0,503.71,0,,0.012989,0.012989,0,0
89.749,5.0207e-06,1.1328e+08,0,2.6839e-05,0.12704,1065.3,-7.8641,0,8.6975e-07,1.3935e+06,-1.7787e+16,0,0,0,503.71,0,,0.013169,0.013169,0,0
89.739,5.025e-06,1.1327e+08,0,2.6839e-05,0.12784,1072,-7.9829,0,8.7004e-07,1.3934e+06,-1.803e+16,0,0,0,503.71,0,,0.01335,0.01335,0,0
89.728,5.0294e-06,1.1325e+08,0,2.6839e-05,0.12865,1078.7,-8.1018,0,8.7034e-07,1.3933e+06,-1.8273e+16,0,0,0,503.71,0,,0.01353,0.01353,0,0
89.718,5.0337e-06,1.1324e+08,0,2.6839e-05,0.12945,1085.4,-8.2207,0,8.7063e-07,1.3933e+06,-1.8517e+16,0,0,0,503.7,0,,0.01371,0.01371,0,0
89.708,5.0377e-06,1.1323e+08,0,2.6838e-05,0.13027,1092.2,-8.341,0,8.7091e-07,1.3932e+06,-1.8763e+16,0,0,0,503.7,0,,0.013891,0.013891,0,0
89.696,5.0368e-06,1.1321e+08,0,2.6838e-05,0.13125,1100.3,-8.479,0,8.7098e-07,1.3931e+06,-1.9041e+16,0,0,0,503.7,0,,0.014071,0.014071,0,0
89.685,5.0359e-06,1.132e+08,0,2.6838e-05,0.13222,1108.4,-8.617,0,8.7106e-07,1.393e+06,-1.9319e+16,0,0,0,503.7,0,,0.014252,0.014252,0,0
89.673,5.0351e-06,1.1318e+08,0,2.6838e-05,0.1332,1116.5,-8.755,0,8.7113e-07,1.3929e+06,-1.9597e+16,0,0,0,503.7,0,,0.014432,0.014432,0,0
89.662,5.0342e-06,1.1317e+08,0,2.6838e-05,0.13417,1124.6,-8.893,0,8.712e-07,1.3928e+06,-1.9875e+16,0,0,0,503.69,0,,0.014612,0.014612,0,0
89.65,5.0334e-06,1.1315e+08,0,2.6838e-05,0.13515,1132.7,-9.031,0,8.7128e-07,1.3927e+06,-2.0154e+16,0,0,0,503.69,0,,0.014793,0.014793,0,0
89.638,5.0325e-06,1.1314e+08,0,2.6838e-05,0.13612,1140.9,-9.169,0,8.7135e-07,1.3926e+06,-2.0432e+16,0,0,0,503.69,0,,0.014973,0.014973,0,0
89.627,5.0316e-06,1.1312e+08,0,2.6838e-05,0.1371,1149,-9.307,0,8.7142e-07,1.3925e+06,-2.071e+16,0,0,0,503.69,0,,0.015154,0.015154,0,0
89.615,5.0308e-06,1.1311e+08,0,2.6838e-05,0.13807,1157.1,-9.445,0,8.7149e-07,1.3924e+06,-2.0988e+16,0,0,0,503.69,0,,0.015334,0.015334,0,0
89.604,5.0299e-06,1.1309e+08,0,2.6838e-05,0.13904,1165.2,-9.583,0,8.7157e-07,1.3923e+06,-2.1266e+16,0,0,0,503.68,0,,0.015514,0.015514,0,0
89.592,5.029e-06,1.1308e+08,0,2.6838e-05,0.14002,1173.3,-9.7209,0,8.7164e-07,1.3922e+06,-2.1545e+16,0,0,0,503.68,0,,0.015695,0.015695,0,0
89.58,5.0279e-06,1.1306e+08,0,2.6838e-05,0.14102,1181.6,-9.8119,0,8.7171e-07,1.3921e+06,-2.1835e+16,0,0,0,503.68,0,,0.015875,0.015875,0,0
89.562,5.0246e-06,1.1304e+08,0,2.6838e-05,0.14223,1191.7,-9.4149,0,8.7172e-07,1.3919e+06,-2.2255e+16,0,0,0,503.68,0,,0.016056,0.016056,0,0
89.545,5.0212e-06,1.1302e+08,0,2.6837e-05,0.14345,1201.8,-9.0179,0,8.7174e-07,1.3917e+06,-2.2676e+16,0,0,0,503.67,0,,0.016236,0.016236,0,0
89.527,5.0179e-06,1.13e+08,0,2.6837e-05,0.14467,1211.9,-8.621,0,8.7175e-07,1.3916e+06,-2.3096e+16,0,0,0,503.67,0,,0.016416,0.016416,0,0
89.51,5.0145e-06,1.1298e+08,0,2.6837e-05,0.14589,1222,-8.224,0,8.7177e-07,1.3914e+06,-2.3516e+16,0,0,0,503.67,0,,0.016597,0.016597,0,0
89.492,5.0112e-06,1.1295e+08,0,2.6837e-05,0.14711,1232.1,-7.827,0,8.7178e-07,1.3913e+06,-2.3936e+16,0,0,0,503.67,0,,0.016777,0.016777,0,0
89.472,5.01e-06,1.1293e+08,0,2.6837e-05,0.14842,1242.9,-7.6418,0,8.7193e-07,1.3911e+06,-2.4434e+16,0,0,0,503.66,0,,0.016958,0.016958,0,0
89.449,5.0103e-06,1.129e+08,0,2.6837e-05,0.14979,1254.3,-7.6017,0,8.7216e-07,1.3909e+06,-2.4986e+16,0,0,0,503.66,0,,0.017138,0.017138,0,0
89.426,5.0105e-06,1.1287e+08,0,2.6837e-05,0.15116,1265.6,-7.5616,0,8.7239e-07,1.3907e+06,-2.5538e+16,0,0,0,503.65,0,,0.017318,0.017318,0,0
89.403,5.0108e-06,1.1284e+08,0,2.6837e-05,0.15253,1276.9,-7.5215,0,8.7263e-07,1.3905e+06,-2.6089e+16,0,0,0,503.65,0,,0.017499,0.017499,0,0
89.38,5.0111e-06,1.1281e+08,0,2.6836e-05,0.1539,1288.3,-7.4813,0,8.7286e-07,1.3903e+06,-2.6641e+16,0,0,0,503.65,0,,0.017679,0.017679,0,0
89.357,5.0098e-06,1.1278e+08,0,2.6836e-05,0.15529,1299.8,-7.4401,0,8.7302e-07,1.3901e+06,-2.7191e+16,0,0,0,503.64,0,,0.01786,0.01786,0,0
89.335,4.9941e-06,1.1275e+08,0,2.6836e-05,0.15683,1312.6,-7.3885,0,8.7251e-07,1.3899e+06,-2.772e+16,0,0,0,503.64,0,,0.01804,0.01804,0,0
89.313,4.9784e-06,1.1273e+08,0,2.6836e-05,0.15838,1325.3,-7.337,0,8.7199e-07,1.3897e+06,-2.8249e+16,0,0,0,503.63,0,,0.01822,0.01822,0,0
89.291,4.9627e-06,1.127e+08,0,2.6836e-05,0.15993,1338.1,-7.2854,0,8.7148e-07,1.3895e+06,-2.8779e+16,0,0,0,503.63,0,,0.018401,0.018401,0,0
89.269,4.947e-06,1.1267e+08,0,2.6836e-05,0.16147,1350.9,-7.2338,0,8.7097e-07,1.3893e+06,-2.9308e+16,0,0,0,503.63,0,,0.018581,0.018581,0,0
89.247,4.9314e-06,1.1264e+08,0,2.6836e-05,0.16302,1363.7,-7.1822,0,8.7046e-07,1.3891e+06,-2.9837e+16,0,0,0,503.62,0,,0.018762,0.018762,0,0
89.223,4.9247e-06,1.1261e+08,0,2.6835e-05,0.16467,1377.4,-7.1005,0,8.7038e-07,1.3889e+06,-3.0419e+16,0,0,0,503.62,0,,0.018942,0.018942,0,0
89.198,4.924e-06,1.1258e+08,0,2.6835e-05,0.1664,1391.7,-6.9989,0,8.7059e-07,1.3887e+06,-3.1034e+16,0,0,0,503.61,0,,0.019122,0.019122,0,0
