"PointID" "x" "y" "Density" "Momentum_x" "Momentum_y" "Energy" "Pressure" "Temperature" "Pressure_Coefficient" "Mach"
0  1.156522000000000e+02  1.373823000000000e+01  6.553689134189069e-01  4.959976343927765e+02  3.109646854067616e+01  1.884800616743761e+05  2.053889374951780e+01  1.055199949115496e-01  -1.428520222154701e+18  1.144816811713966e+02
1  1.156522000000000e+02  1.478961228994697e+01  1.599314227992669e-01  -6.682459334880700e-02  -1.734624576743511e+01  3.574032186299927e+04  1.391984658315304e+04  2.930516686046853e+02  -1.393867248608444e+18  3.107138235694311e-01
2  1.156522000000000e+02  1.611194663019460e+01  1.569484360439995e-01  -1.044722833881842e-02  -1.080118287348473e+01  3.164288766727455e+04  1.250848756368177e+04  2.683436726392692e+02  -1.397385969674192e+18  2.060281712584084e-01
3  1.156522000000000e+02  1.777620561967176e+01  1.561721996270118e-01  1.639408923233193e-02  -2.057994125358995e+01  3.014429050823479e+04  1.151532229224072e+04  2.482652419745859e+02  -1.399862073567089e+18  4.101477545867273e-01
4  1.156522000000000e+02  1.987077489190240e+01  1.290696632957987e-01  2.270712850696193e-02  -3.504522505054612e+01  2.646327529459170e+04  8.682200923784741e+03  2.264900906759747e+02  -1.406925452695625e+18  8.847853476934775e-01
5  1.156522000000000e+02  2.250695982889727e+01  1.041523572700127e-01  -9.737314018540172e-05  -3.596045977273322e+01  2.336978901519068e+04  6.864717527854439e+03  2.219203447300919e+02  -1.411456700254663e+18  1.136620096106475e+00
6  1.156522000000000e+02  2.582469136319304e+01  1.324981075054101e-01  6.107189294623104e-03  -3.996055563373532e+01  2.981167296847370e+04  9.514301109053846e+03  2.417746522723741e+02  -1.404850907232476e+18  9.512052134967846e-01
7  1.156522000000000e+02  3.000000000000000e+01  2.045409874192422e-01  -5.362352255940485e-02  -1.043132620921869e+00  4.379908177811556e+04  1.751856593127144e+04  2.883777536223646e+02  -1.384895123581971e+18  1.474718524700188e-02
8  1.156622000000000e+02  1.373822999953590e+01  6.540414166693161e-01  4.916897339578048e+02  3.254713428085827e+01  1.856290963446338e+05  3.787747450629343e-02  1.949931318504792e-04  -1.428571334137436e+18  2.645960686551216e+03
9  1.156680188258584e+02  1.478961228921281e+01  1.614966297085436e-01  -6.143631696196944e-01  -1.719127565640115e+01  3.576437016992021e+04  1.393927924278875e+04  2.906165919918698e+02  -1.393818800192499e+18  3.064215768533743e-01
10  1.156753372231129e+02  1.611194662912079e+01  1.585652720423489e-01  -3.103208011464394e-02  -1.094857898020305e+01  3.165977740226114e+04  1.251271474608167e+04  2.656972244789999e+02  -1.397375430700370e+18  2.077378687407140e-01
11  1.156845479857132e+02  1.777620561817048e+01  1.564087130945966e-01  2.945562092419637e-01  -2.169593030339789e+01  3.027468277378377e+04  1.150786041370473e+04  2.477291961127143e+02  -1.399880677103703e+18  4.322415547869926e-01
12  1.156961402808800e+02  1.987077488986312e+01  1.279616253751313e-01  1.685016522018468e-01  -3.510516031472083e+01  2.650122015087024e+04  8.674284528756261e+03  2.282429996418572e+02  -1.406945189407239e+18  8.905437088387940e-01
13  1.157107301219364e+02  2.250695982618087e+01  1.037271208071629e-01  1.156465901187698e-01  -3.582205553463232e+01  2.335653333469322e+04  6.868365467216217e+03  2.229485352911647e+02  -1.411447605417063e+18  1.134268544911724e+00
